onset	duration	cond	RT	resp	cresp	acc
5	0.917	car	n/a	n/a	n/a	1
6	0.917	car	518	2	n/a	0
7	0.917	car	886	2	2	1
7.999	0.9	car	n/a	n/a	n/a	1
8.999	0.919	car	542	2	2	1
9.999	0.917	car	n/a	n/a	n/a	1
10.999	0.917	car	702	2	n/a	0
11.999	0.917	car	n/a	n/a	n/a	1
12.999	0.917	car	446	2	2	1
13.999	0.917	car	n/a	n/a	n/a	1
14.999	0.917	car	438	2	2	1
15.999	0.917	car	n/a	n/a	n/a	1
16.999	0.917	car	550	2	2	1
17.999	0.917	car	n/a	n/a	n/a	1
18.999	0.917	car	406	2	n/a	0
19.999	0.9	car	n/a	n/a	2	0
31.032	0.917	word	n/a	n/a	n/a	1
31.999	0.9	word	n/a	n/a	n/a	1
32.999	0.917	word	462	2	2	1
33.999	0.917	word	n/a	n/a	n/a	1
34.999	0.917	word	462	2	2	1
35.999	0.917	word	n/a	n/a	n/a	1
36.999	0.917	word	n/a	n/a	n/a	1
37.999	0.917	word	487	2	2	1
38.999	0.917	word	n/a	n/a	n/a	1
39.999	0.917	word	n/a	n/a	n/a	1
40.999	0.9	word	n/a	n/a	n/a	1
41.999	0.917	word	527	2	2	1
42.999	0.917	word	n/a	n/a	n/a	1
43.999	0.917	word	447	2	2	1
44.999	0.917	word	n/a	n/a	n/a	1
45.999	0.919	word	503	2	2	1
57.049	0.917	scene	n/a	n/a	n/a	1
58.015	0.917	scene	n/a	n/a	n/a	1
58.999	0.917	scene	519	2	2	1
59.999	0.917	scene	n/a	n/a	n/a	1
60.999	0.917	scene	503	2	2	1
62.015	0.917	scene	n/a	n/a	n/a	1
62.999	0.917	scene	455	2	2	1
63.999	0.917	scene	n/a	n/a	n/a	1
65.015	0.9	scene	n/a	n/a	n/a	1
66.015	0.919	scene	462	2	2	1
66.999	0.917	scene	n/a	n/a	n/a	1
68.015	0.917	scene	494	2	2	1
68.999	0.917	scene	n/a	n/a	n/a	1
69.999	0.917	scene	511	2	2	1
71.015	0.9	scene	n/a	n/a	n/a	1
72.015	0.9	scene	n/a	n/a	n/a	1
83.048	0.917	face	n/a	n/a	n/a	1
84.015	0.917	face	558	2	2	1
84.998	0.9	face	n/a	n/a	n/a	1
86.015	0.917	face	n/a	n/a	n/a	1
86.998	0.917	face	n/a	n/a	n/a	1
88.015	0.917	face	n/a	n/a	n/a	1
88.998	0.917	face	471	2	2	1
90.015	0.917	face	n/a	n/a	n/a	1
90.998	0.917	face	543	2	2	1
92.015	0.917	face	n/a	n/a	n/a	1
92.998	0.917	face	n/a	n/a	n/a	1
94.015	0.917	face	479	2	2	1
94.998	0.917	face	n/a	n/a	n/a	1
96.015	0.917	face	447	2	2	1
