onset	duration	cue	cond	sbjResp	sbjRT	mcAcc	mcResp	cResp	mcRT	lures
6.031	11	MIST	practice	1	630	1	3	2345	572	56,53,58,45
26.014	11	ATLAS	short	5	519	1	4	4	885	06,40,12,49
46.014	11	APRON	omit	5	863	1	4	4	1133	58,81,13,49
66.014	11	RAINBOW	lure	1	688	1	3	2345	758	06,38,39,13
85.996	11	PICTURE	lure	1	705	1	4	2345	847	13,14,67,73
106.013	11	BASIN	long	4	576	1	3	3	1478	73,67,39,78
125.996	11	STEEL	omit	4	617	1	5	5	1455	15,40,47,06
146.012	11	POLISH	lure	1	1001	1	2	2345	863	58,65,60,23
166.012	11	PUDDLE	lure	1	825	1	5	2345	1703	27,40,45,60
186.012	11	CHROME	short	4	633	1	3	3	1183	14,82,27,58
205.995	11	PARADE	long	3	618	1	4	4	2296	23,17,53,25
226.011	11	BLIZZARD	lure	1	1130	1	4	2345	816	15,65,58,13
245.994	11	RAKE	omit	5	667	1	4	4	1353	65,47,78,15
266.01	11	LEAD	long	3	770	1	2	2	2433	58,13,38,73
286.01	11	RAINDROP	lure	1	851	1	3	2345	1361	60,06,12,81
305.994	11	SAND	short	4	524	1	4	4	1050	81,82,45,56
325.996	11	FLAG	omit	5	449	1	2	2	1114	27,15,40,24
345.997	11	PANEL	short	5	684	1	5	5	1618	40,24,56,25
365.997	11	OCEAN	lure	1	708	1	2	2345	787	73,49,67,17
385.997	11	ENGINE	long	5	532	1	2	2	1067	56,49,67,78
405.992	11	NAIL	lure	1	677	1	4	2345	691	05,15,56,38
425.995	11	CHISEL	long	4	556	1	2	2	1379	24,39,27,82
445.994	11	PATCH	short	3	757	1	5	5	1036	58,45,56,73
465.991	11	CART	lure	1	726	1	2	2345	724	49,17,33,12
485.991	11	SAWDUST	omit	5	494	1	5	5	1524	58,05,17,38
505.99	11	MAST	lure	1	815	1	3	2345	1189	13,67,23,17
525.99	11	PYRAMID	short	4	519	1	2	2	2109	17,12,13,67
545.99	11	TARGET	omit	5	503	1	2	2	1101	09,24,56,38
565.99	11	CURB	lure	1	655	1	2	2345	1045	05,56,49,67
585.989	11	PLUG	lure	1	616	1	4	2345	1366	27,14,73,49
605.992	11	CABLE	long	2	752	1	3	3	2534	67,39,12,73
625.989	11	BANNER	lure	1	768	1	2	2345	1286	60,17,27,15
645.989	11	COAL	lure	1	817	1	5	2345	1207	24,58,13,47
665.989	11	RIDGE	long	5	649	1	2	2	1357	49,39,05,47
685.988	11	COMPASS	short	1	857	0	2	4	1511	17,12,05,06
705.971	11	JOURNAL	omit	4	770	1	5	5	1184	40,24,32,15
725.987	11	BADGE	omit	3	586	0	4	5	1768	33,15,24,60
745.987	11	BRIDGE	short	5	754	1	5	5	1544	65,13,14,23
765.987	11	LABEL	lure	1	570	1	2	2345	904	23,45,65,78
785.97	11	MAGNET	lure	1	563	1	5	2345	833	12,38,13,53
805.986	11	BOAT	long	4	715	1	4	4	1289	24,47,32,60
825.986	11	TEXTILE	lure	1	747	1	5	2345	953	39,32,23,58
845.986	11	CORD	omit	5	643	1	4	4	770	81,58,40,15
865.985	11	NOZZLE	lure	1	556	1	4	2345	938	73,17,32,40
885.985	11	JAIL	short	5	708	1	4	4	930	17,49,65,56
905.968	11	SACK	long	5	797	1	5	5	1451	24,25,73,33
925.968	11	SUMMIT	lure	1	765	1	3	2345	971	73,33,82,13
945.968	11	RATTLE	long	3	734	1	3	3	1756	23,81,38,78
965.972	11	CINDER	omit	3	931	1	3	3	900	56,47,78,23
985.97	11	LUMBER	lure	1	997	1	5	2345	748	65,09,39,23
1005.971	11	ROPE	short	3	710	1	2	2	1412	14,39,58,15
