onset	duration	stim	cond	dur	RT	resp	cresp	acc
4.053	0.549994155	FLORA	lure	n/a	n/a	n/a	n/a	1
4.603	0.549984859	SYLLABLE	lure	n/a	n/a	n/a	n/a	1
5.153	0.566661338	ALOE	lure	n/a	n/a	n/a	n/a	1
5.72	0.549991117	HARMONICA	lure	n/a	n/a	n/a	n/a	1
6.27	0.73337525	LUSTRE	lure	n/a	n/a	n/a	n/a	1
7.003	0.349948936	COFFEEPOT	lure	n/a	n/a	n/a	n/a	1
7.353	0.749986687	SUCCESSION	lure	n/a	n/a	n/a	n/a	1
8.103	2.016639278	ORNAMENT	long	n/a	n/a	n/a	n/a	1
10.12	0.603642876	FATE	lure	n/a	n/a	n/a	n/a	1
10.723	0.613005329	COMMENTARY	lure	n/a	n/a	n/a	n/a	1
11.336	0.533383537	TEETH	lure	n/a	n/a	n/a	n/a	1
11.87	0.649934677	GATEHOUSE	lure	n/a	n/a	n/a	n/a	1
12.52	0.549991436	MULE	lure	n/a	n/a	n/a	n/a	1
13.07	0.566658684	OVERDRAFT	lure	n/a	n/a	n/a	n/a	1
13.636	0.350057975	INTRUDER	lure	n/a	n/a	n/a	n/a	1
13.986	0.403033129	ACADEMY	lure	n/a	n/a	n/a	n/a	1
14.389	0.630224913	MINER	lure	n/a	n/a	n/a	n/a	1
15.02	0.499992093	INCAPACITY	lure	n/a	n/a	n/a	n/a	1
15.52	0.599990385	SAMPLER	lure	n/a	n/a	n/a	n/a	1
16.12	0.633381694	NEPHEW	lure	n/a	n/a	n/a	n/a	1
16.753	1.016645318	MULBERRY	fruit	n/a	651	2	2	1
17.77	0.450673555	RAILWAY	lure	n/a	n/a	n/a	n/a	1
18.22	0.749259813	GAL	lure	n/a	n/a	n/a	n/a	1
18.97	0.59999149	SOLIDARITY	lure	n/a	n/a	n/a	n/a	1
19.57	0.483373673	INGESTION	lure	n/a	n/a	n/a	n/a	1
20.053	0.33327593	BUNGALOW	lure	n/a	n/a	n/a	n/a	1
20.386	0.737431658	LYRICIST	lure	n/a	n/a	n/a	n/a	1
21.124	0.729218005	FOLK	lure	n/a	n/a	n/a	n/a	1
21.853	0.55004478	COD	lure	n/a	n/a	n/a	n/a	1
22.403	0.499940533	PHYSICIST	lure	n/a	n/a	n/a	n/a	1
22.903	0.333325543	INTRO	lure	n/a	n/a	n/a	n/a	1
23.236	0.399998422	SURVIVAL	lure	n/a	n/a	n/a	n/a	1
23.636	0.53332583	SPECIALTY	lure	n/a	n/a	n/a	n/a	1
24.17	0.466716799	LOVER	lure	n/a	n/a	n/a	n/a	1
24.636	0.683345699	HAIRNET	lure	n/a	n/a	n/a	n/a	1
25.32	1.016572699	PINEAPPLE	fruit	n/a	557	2	2	1
26.336	0.33333014	BROTHEL	lure	n/a	n/a	n/a	n/a	1
26.669	0.416722111	DOWNER	lure	n/a	n/a	n/a	n/a	1
27.086	0.76659375	WINGMAN	lure	n/a	n/a	n/a	n/a	1
27.853	0.583326553	ALLOCATION	lure	n/a	n/a	n/a	n/a	1
28.436	0.700045107	ESCALATOR	lure	n/a	n/a	n/a	n/a	1
29.136	0.699935558	AEROPLANE	lure	n/a	n/a	n/a	n/a	1
29.836	0.483326378	PARTRIDGE	lure	n/a	n/a	n/a	n/a	1
30.319	0.68332113	PENDULUM	lure	n/a	n/a	n/a	n/a	1
31.003	0.335491039	RIBBING	lure	n/a	n/a	n/a	n/a	1
31.338	0.581165018	APARTHEID	lure	n/a	n/a	n/a	n/a	1
31.919	0.466661257	BLOWFISH	lure	n/a	n/a	n/a	n/a	1
32.386	0.385869734	CABIN	lure	n/a	n/a	n/a	n/a	1
32.772	0.564116558	CONSCIENCE	lure	n/a	n/a	n/a	n/a	1
33.336	0.650050943	FERRY	short	n/a	n/a	n/a	n/a	1
33.986	0.616596369	GRAD	lure	n/a	n/a	n/a	n/a	1
34.603	0.516655603	ALABASTER	lure	n/a	n/a	n/a	n/a	1
35.119	0.649997479	INTERLUDE	lure	n/a	n/a	n/a	n/a	1
35.769	0.733322367	COLLATERAL	lure	n/a	n/a	n/a	n/a	1
36.503	0.533318619	CHIC	lure	n/a	n/a	n/a	n/a	1
37.036	0.699995375	PIPETTE	lure	n/a	n/a	n/a	n/a	1
37.736	0.33338593	SKIER	lure	n/a	n/a	n/a	n/a	1
38.069	0.56665909	STANDPOINT	lure	n/a	n/a	n/a	n/a	1
38.636	0.349936448	BIRTHMARK	lure	n/a	n/a	n/a	n/a	1
38.986	0.466660749	FISHERMAN	lure	n/a	n/a	n/a	n/a	1
39.453	0.53410625	AISLE	lure	n/a	n/a	n/a	n/a	1
39.987	0.699215404	LIBERATION	lure	n/a	n/a	n/a	n/a	1
40.686	0.35005003	RERUN	lure	n/a	n/a	n/a	n/a	1
41.036	0.616597888	RULER	short	n/a	n/a	n/a	n/a	1
41.653	0.35005227	GENDER	lure	n/a	n/a	n/a	n/a	1
42.003	0.699929734	SITUATION	lure	n/a	n/a	n/a	n/a	1
42.703	0.599993345	SOUTHERNER	lure	n/a	n/a	n/a	n/a	1
43.303	0.404067445	MARQUEE	lure	n/a	n/a	n/a	n/a	1
43.707	0.699569833	JOURNALIST	lure	n/a	n/a	n/a	n/a	1
44.406	0.617568706	NECKBAND	lure	n/a	n/a	n/a	n/a	1
45.024	0.6967861	EPICENTER	lure	n/a	n/a	n/a	n/a	1
45.721	0.482024058	DORMITORY	lure	n/a	n/a	n/a	n/a	1
46.203	0.649929285	SHELF	lure	n/a	n/a	n/a	n/a	1
46.853	0.450045768	BASKETWORK	lure	n/a	n/a	n/a	n/a	1
47.303	0.44994373	ENLISTMENT	lure	n/a	n/a	n/a	n/a	1
47.753	0.649993653	SETBACK	lure	n/a	n/a	n/a	n/a	1
48.403	0.333328742	MACK	lure	n/a	n/a	n/a	n/a	1
48.736	0.65064153	VANE	lure	n/a	n/a	n/a	n/a	1
49.386	0.616007356	BOTTLE	short	n/a	n/a	n/a	n/a	1
50.002	0.41666077	CHLORIDE	lure	n/a	n/a	n/a	n/a	1
50.419	0.466720872	DEPTH	lure	n/a	n/a	n/a	n/a	1
50.886	0.733342274	CONSTRAINT	lure	n/a	n/a	n/a	n/a	1
51.619	0.634599936	ARCHER	lure	n/a	n/a	n/a	n/a	1
52.254	0.68196906	TOLERANCE	lure	n/a	n/a	n/a	n/a	1
52.936	0.51671588	DIAGRAM	lure	n/a	n/a	n/a	n/a	1
53.453	0.733310984	TRIAD	lure	n/a	n/a	n/a	n/a	1
54.186	0.633278913	CONCEPTION	lure	n/a	n/a	n/a	n/a	1
54.819	0.383327793	PAWNBROKER	lure	n/a	n/a	n/a	n/a	1
55.202	0.58339533	EMPIRE	lure	n/a	n/a	n/a	n/a	1
55.786	0.43325704	TOWNSFOLK	lure	n/a	n/a	n/a	n/a	1
56.219	0.553220651	ENIGMA	lure	n/a	n/a	n/a	n/a	1
56.772	0.73014226	WORKDAY	lure	n/a	n/a	n/a	n/a	1
57.502	0.666609654	DEPENDENCY	lure	n/a	n/a	n/a	n/a	1
58.169	2.01664096	RAINBOW	long	n/a	n/a	n/a	n/a	1
60.186	0.501514239	SILICONE	lure	n/a	n/a	n/a	n/a	1
60.687	0.331800363	AIRFORCE	lure	n/a	n/a	n/a	n/a	1
61.019	0.333332579	LIBERTY	lure	n/a	n/a	n/a	n/a	1
61.352	0.716714037	REVERSAL	lure	n/a	n/a	n/a	n/a	1
62.069	0.616644703	REVOCATION	lure	n/a	n/a	n/a	n/a	1
62.686	0.766611536	CORONATION	lure	n/a	n/a	n/a	n/a	1
63.452	0.467016318	BUGABOO	lure	n/a	n/a	n/a	n/a	1
63.919	0.618791643	LEOTARD	lure	n/a	n/a	n/a	n/a	1
64.538	0.364230357	WEEK	lure	n/a	n/a	n/a	n/a	1
64.902	0.716659458	GESTATION	lure	n/a	n/a	n/a	n/a	1
65.619	0.433265544	DIVINITY	lure	n/a	n/a	n/a	n/a	1
66.052	0.316661637	DESTINY	lure	n/a	n/a	n/a	n/a	1
66.369	2.016635103	NOVEL	long	n/a	n/a	n/a	n/a	1
68.386	0.3333913	TRIVIA	lure	n/a	n/a	n/a	n/a	1
