onset	duration	stim	cond	resp	acc	RT
70.01	0.501	SUNBONNET	lure	NR	1	NR
70.527	0.602	SIGN	short	NR	1	NR
71.143	0.439	INDULGENCE	lure	NR	1	NR
71.593	0.553	INFORMER	lure	NR	1	NR
72.16	0.46	NIGHTCAP	lure	NR	1	NR
72.627	0.322	PURIST	lure	NR	1	NR
72.96	0.604	PANE	lure	NR	1	NR
73.577	0.32	INLET	lure	NR	1	NR
73.91	0.738	LITER	lure	NR	1	NR
74.66	0.541	SIDEWINDER	lure	NR	1	NR
75.277	0.749	LOLLIPOP	lure	NR	1	NR
76.043	0.729	POSTULATE	lure	NR	1	NR
76.777	0.315	TIDBIT	lure	NR	1	NR
77.11	0.578	SWINDLER	lure	NR	1	NR
77.693	0.385	WAGON	lure	NR	1	NR
78.093	0.526	GUNMEN	lure	NR	1	NR
78.627	0.574	FACET	lure	NR	1	NR
79.212	0.788	PLAYBACK	lure	NR	1	NR
80.012	0.501	EXALTATION	lure	NR	1	NR
80.527	1.004	NECTARINE	fruit	detect	1	702
81.543	0.604	AIRFLOW	lure	NR	1	NR
82.16	0.355	WASHCLOTH	lure	NR	1	NR
82.527	0.561	KINFOLK	lure	NR	1	NR
83.093	0.452	BUNTING	lure	NR	1	NR
83.56	0.75	GRANDSTAND	lure	NR	1	NR
84.326	0.488	CUISINE	lure	NR	1	NR
84.826	0.725	PEDICURE	lure	NR	1	NR
85.56	0.308	GLYCERINE	lure	NR	1	NR
85.876	0.676	PONYTAIL	lure	NR	1	NR
86.564	0.494	DETONATION	lure	NR	1	NR
87.143	0.579	PEPPERMINT	lure	NR	1	NR
87.727	0.413	BOOKBINDER	lure	NR	1	NR
88.143	0.457	EVERYBODY	lure	NR	1	NR
88.61	0.432	EDDY	lure	NR	1	NR
89.06	0.599	SALE	lure	NR	1	NR
89.676	0.322	BREADCRUMB	lure	NR	1	NR
90.01	0.501	MULE	lure	NR	1	NR
90.526	0.602	PILE	short	NR	1	NR
91.143	0.315	FAIRWAY	lure	NR	1	NR
91.476	0.385	DESTINY	lure	NR	1	NR
91.876	0.512	BREEDER	lure	NR	1	NR
92.393	0.367	VERACITY	lure	NR	1	NR
92.776	0.552	PILLION	lure	NR	1	NR
93.343	0.397	SWORDPLAY	lure	NR	1	NR
93.743	0.388	BABYHOOD	lure	NR	1	NR
94.143	0.519	DESTROYER	lure	NR	1	NR
94.676	0.551	SUNTAN	lure	NR	1	NR
95.243	0.527	INFO	lure	NR	1	NR
95.776	0.6	TANTRUM	lure	NR	1	NR
96.393	0.734	MAILMAN	lure	NR	1	NR
97.21	0.788	CRACKER	lure	NR	1	NR
98.01	0.501	SANCTITY	lure	NR	1	NR
98.526	2.001	COAL	long	NR	1	NR
100.543	0.462	BEE	lure	NR	1	NR
101.01	0.748	SKEPTICISM	lure	NR	1	NR
101.776	0.708	DECEIT	lure	NR	1	NR
102.493	0.42	ROSEBUD	lure	NR	1	NR
102.926	0.699	MOTIF	lure	NR	1	NR
103.643	0.452	HUSK	lure	NR	1	NR
104.11	0.725	WEDLOCK	lure	NR	1	NR
104.843	0.422	BUREAU	lure	NR	1	NR
105.276	0.716	HOSTAGE	lure	NR	1	NR
106.01	0.652	LINKAGE	lure	NR	1	NR
106.676	0.478	MIDRIFF	lure	NR	1	NR
107.16	0.84	TRACHEA	lure	NR	1	NR
108.01	0.502	FREEDMAN	lure	NR	1	NR
108.526	0.602	FOIL	short	NR	1	NR
109.143	0.657	DILATION	lure	NR	1	NR
109.812	0.504	PAINTBRUSH	lure	NR	1	NR
110.327	0.692	TOURNAMENT	lure	NR	1	NR
111.109	0.315	TAXPAYER	lure	NR	1	NR
111.443	0.494	UPSTART	lure	NR	1	NR
111.943	0.422	EARTHLING	lure	NR	1	NR
112.376	0.638	AIRMEN	lure	NR	1	NR
113.026	0.487	SQUEALER	lure	NR	1	NR
113.526	0.394	ANTONYM	lure	NR	1	NR
113.926	0.674	DOMICILE	lure	NR	1	NR
114.609	0.471	WATCHTOWER	lure	NR	1	NR
115.093	0.713	TRAPEZE	lure	NR	1	NR
115.809	0.716	WONDERLAND	lure	NR	1	NR
116.543	0.371	INFANTRY	lure	NR	1	NR
116.926	0.748	HOBBYHORSE	lure	NR	1	NR
117.693	0.407	VENTURER	lure	NR	1	NR
118.109	0.522	PENTAMETER	lure	NR	1	NR
118.643	0.699	FAREWELL	lure	NR	1	NR
119.359	0.631	JUNIPER	lure	NR	1	NR
120.009	0.502	PAPRIKA	lure	NR	1	NR
120.526	1.002	GRAPEFRUIT	fruit	detect	1	663
121.543	0.381	FIREWATER	lure	NR	1	NR
121.943	0.63	CLERK	lure	NR	1	NR
122.659	0.587	TITAN	lure	NR	1	NR
123.259	0.737	HUTCH	lure	NR	1	NR
124.009	0.699	POSTBOX	lure	NR	1	NR
124.726	0.373	MOONSHINE	lure	NR	1	NR
125.109	0.708	CHOLERA	lure	NR	1	NR
125.826	0.607	PARITY	lure	NR	1	NR
126.443	0.303	ARTERY	lure	NR	1	NR
126.759	0.678	STEPLADDER	lure	NR	1	NR
127.443	0.457	ROBIN	lure	NR	1	NR
127.909	0.531	PROFESSOR	lure	NR	1	NR
128.459	0.566	BROADSWORD	lure	NR	1	NR
129.043	0.469	TRICKSTER	lure	NR	1	NR
129.526	0.492	WARDROBE	lure	NR	1	NR
130.026	0.487	SPEAKEASY	lure	NR	1	NR
130.526	0.667	TAB	lure	NR	1	NR
131.209	0.781	BONGO	lure	NR	1	NR
132.009	0.501	TROUGH	lure	NR	1	NR
132.526	1.001	ELDERBERRY	fruit	detect	1	879
133.542	0.382	MISCOUNT	lure	NR	1	NR
133.942	0.643	WINDBAG	lure	NR	1	NR
134.676	0.731	BICYCLE	lure	NR	1	NR
135.409	0.546	JOSH	lure	NR	1	NR
135.959	0.56	BOILER	lure	NR	1	NR
136.526	0.348	SCHOOLWORK	lure	NR	1	NR
136.876	0.711	ASSISTANCE	lure	NR	1	NR
137.592	0.436	SALESLADY	lure	NR	1	NR
138.042	0.375	DUCT	lure	NR	1	NR
138.426	0.698	OVERPRINT	lure	NR	1	NR
139.142	0.342	PEN	lure	NR	1	NR
139.496	0.471	NIRVANA	lure	NR	1	NR
139.976	0.573	FREQUENCY	lure	NR	1	NR
140.559	0.476	DEERSKIN	lure	NR	1	NR
141.042	0.494	TUNNEL	lure	NR	1	NR
141.542	0.743	LIGHTNING	lure	NR	1	NR
142.292	0.599	MORN	lure	NR	1	NR
142.909	0.634	CRUDE	lure	NR	1	NR
143.559	0.432	HAIKU	lure	NR	1	NR
144.009	0.502	PINT	lure	NR	1	NR
144.526	2.002	PHONE	long	NR	1	NR
146.542	0.394	ERASURE	lure	NR	1	NR
147.026	0.74	NONSENSE	lure	NR	1	NR
147.776	0.608	SHOWGIRL	lure	NR	1	NR
148.392	0.714	EARDRUM	lure	NR	1	NR
149.109	0.441	GRAD	lure	NR	1	NR
149.562	0.378	CARETAKER	lure	NR	1	NR
149.942	0.682	DECENCY	lure	NR	1	NR
150.642	0.574	APPETIZER	lure	NR	1	NR
151.226	0.766	COOKOUT	lure	NR	1	NR
152.009	0.503	TICKER	lure	NR	1	NR
152.526	2.001	SUMMIT	long	NR	1	NR
154.542	0.459	PANACEA	lure	NR	1	NR
155.009	0.69	SOPHOMORE	lure	NR	1	NR
155.709	0.641	LAWYER	lure	NR	1	NR
156.359	0.573	SHOWROOM	lure	NR	1	NR
156.942	0.463	TELETYPE	lure	NR	1	NR
157.409	0.583	PROFUSION	lure	NR	1	NR
158.009	0.501	INNUENDO	lure	NR	1	NR
158.525	0.603	BLIZZARD	short	NR	1	NR
159.142	0.654	HORSEMAN	lure	NR	1	NR
159.809	0.735	DUTY	lure	NR	1	NR
160.642	0.605	DOME	lure	NR	1	NR
161.259	0.711	PAINTBOX	lure	NR	1	NR
161.975	0.422	WAIST	lure	NR	1	NR
162.409	0.546	HEARTBURN	lure	NR	1	NR
162.959	0.481	EYESIGHT	lure	NR	1	NR
163.459	0.44	ROSEWATER	lure	NR	1	NR
163.909	0.659	TRIBUTE	lure	NR	1	NR
164.575	0.549	SUNDIAL	lure	NR	1	NR
165.142	0.85	STOCKMAN	lure	NR	1	NR
166.009	0.502	CONDUCTION	lure	NR	1	NR
166.525	0.601	CORD	short	NR	1	NR
167.142	0.581	COYOTE	lure	NR	1	NR
167.725	0.723	DAGGER	lure	NR	1	NR
168.459	0.525	BARON	lure	NR	1	NR
168.996	0.322	SPANIEL	lure	NR	1	NR
169.329	0.61	DROPLET	lure	NR	1	NR
169.959	0.453	CONCAVITY	lure	NR	1	NR
170.425	0.427	MIXER	lure	NR	1	NR
170.859	0.609	AMPUTATION	lure	NR	1	NR
171.475	0.534	COVE	lure	NR	1	NR
172.092	0.531	BREATHER	lure	NR	1	NR
172.642	0.355	TEETH	lure	NR	1	NR
173.009	0.673	SCANDAL	lure	NR	1	NR
173.694	0.592	SHORTCUT	lure	NR	1	NR
174.292	0.308	BRAZIER	lure	NR	1	NR
174.609	0.678	GOLDFISH	lure	NR	1	NR
175.292	0.698	JAR	lure	NR	1	NR
176.009	0.501	DISASTER	lure	NR	1	NR
176.525	2.002	RAIL	long	NR	1	NR
178.542	0.369	OPIUM	lure	NR	1	NR
178.925	0.406	COPIER	lure	NR	1	NR
179.342	0.659	FACTORY	lure	NR	1	NR
180.009	0.546	MORTAR	lure	NR	1	NR
180.559	0.354	IDEOLOGY	lure	NR	1	NR
180.925	0.606	GANGWAY	lure	NR	1	NR
181.543	0.415	ABSOLUTION	lure	NR	1	NR
181.975	0.509	PHOTO	lure	NR	1	NR
182.492	0.478	FEEDBACK	lure	NR	1	NR
182.975	0.722	SEA	lure	NR	1	NR
183.708	0.284	PETITIONER	lure	NR	1	NR
184.075	0.501	CAESAREAN	lure	NR	1	NR
184.592	0.601	BOLT	short	NR	1	NR
185.208	0.504	PROJECTILE	lure	NR	1	NR
185.725	0.645	LEGALITY	lure	NR	1	NR
186.375	0.743	LOUDMOUTH	lure	NR	1	NR
187.125	0.362	PARKA	lure	NR	1	NR
187.492	0.502	EXULTATION	lure	NR	1	NR
188.008	0.685	JURY	lure	NR	1	NR
188.708	0.731	RAVINE	lure	NR	1	NR
189.458	0.561	NOZZLE	lure	NR	1	NR
190.025	0.549	DERIVATION	lure	NR	1	NR
190.592	0.634	CLARITY	lure	NR	1	NR
191.242	0.32	PISTON	lure	NR	1	NR
191.575	0.501	NITWIT	lure	NR	1	NR
192.092	0.75	RUNOFF	lure	NR	1	NR
192.858	0.464	MOONBEAM	lure	NR	1	NR
193.325	0.666	DUKE	lure	NR	1	NR
194.008	0.501	QUARRY	lure	NR	1	NR
194.525	1.004	BERRY	fruit	detect	1	568
195.542	0.673	WINDBREAK	lure	NR	1	NR
196.308	0.496	DUEL	lure	NR	1	NR
196.808	0.542	LEAGUE	lure	NR	1	NR
197.358	0.525	PERFUSION	lure	NR	1	NR
197.892	0.711	GOODWILL	lure	NR	1	NR
198.608	0.549	PLAGIARISM	lure	NR	1	NR
199.175	0.511	ANTENNAE	lure	NR	1	NR
199.692	0.434	TRIO	lure	NR	1	NR
200.142	0.352	FIELDSMAN	lure	NR	1	NR
200.508	0.695	TROLLEY	lure	NR	1	NR
201.208	0.5	SALESGIRL	lure	NR	1	NR
201.725	0.68	MAPLE	lure	NR	1	NR
202.408	0.547	UTENSIL	lure	NR	1	NR
202.958	0.516	COUCH	lure	NR	1	NR
203.492	0.499	BAYONET	lure	NR	1	NR
204.008	0.502	DEPOSITORY	lure	NR	1	NR
204.525	2.002	SPONGE	long	NR	1	NR
206.542	0.583	ROMP	lure	NR	1	NR
207.141	0.54	WATCHMEN	lure	NR	1	NR
207.691	0.625	BUCKSHOT	lure	NR	1	NR
208.325	0.607	DANCER	lure	NR	1	NR
209.025	0.428	PULLEY	lure	NR	1	NR
209.458	0.532	TROPHY	lure	NR	1	NR
210.008	0.501	AGITATOR	lure	NR	1	NR
210.525	2.001	DISC	long	NR	1	NR
212.541	0.739	PERMISSION	lure	NR	1	NR
213.291	0.697	APEX	lure	NR	1	NR
213.991	0.532	ATTORNEY	lure	NR	1	NR
214.541	0.618	FRACTION	lure	NR	1	NR
215.175	0.494	UNDERLAY	lure	NR	1	NR
215.675	0.43	SEASHORE	lure	NR	1	NR
216.108	0.57	BRUTE	lure	NR	1	NR
216.691	0.469	CUCKOO	lure	NR	1	NR
217.175	0.817	TEMPO	lure	NR	1	NR
218.008	0.502	PROTEGEE	lure	NR	1	NR
218.528	0.602	SOAP	short	NR	1	NR
219.141	0.353	CREVICE	lure	NR	1	NR
219.508	0.356	CRYSTAL	lure	NR	1	NR
219.875	0.343	ABILITY	lure	NR	1	NR
220.225	0.426	ROCKER	lure	NR	1	NR
220.658	0.649	AMOEBA	lure	NR	1	NR
221.391	0.627	MAVERICK	lure	NR	1	NR
222.025	0.36	FISHERMAN	lure	NR	1	NR
222.391	0.47	PERCENTAGE	lure	NR	1	NR
222.875	0.441	MUDSLINGER	lure	NR	1	NR
223.325	0.513	SCUT	lure	NR	1	NR
223.841	0.643	DECIMATION	lure	NR	1	NR
224.491	0.597	GURU	lure	NR	1	NR
225.091	0.333	REDNECK	lure	NR	1	NR
225.441	0.549	EVERYTHING	lure	NR	1	NR
226.008	0.501	GULLY	lure	NR	1	NR
226.525	2.002	BASKET	long	NR	1	NR
228.541	0.327	UNDERTAKER	lure	NR	1	NR
228.875	0.592	MEDIA	lure	NR	1	NR
229.475	0.357	EYELINER	lure	NR	1	NR
229.841	0.355	BOOKSELLER	lure	NR	1	NR
230.208	0.576	ONSLAUGHT	lure	NR	1	NR
230.791	0.557	WARDEN	lure	NR	1	NR
231.358	0.674	CONTESTANT	lure	NR	1	NR
232.043	0.663	WEB	lure	NR	1	NR
232.724	0.48	SAVANNAH	lure	NR	1	NR
233.291	0.336	SULFIDE	lure	NR	1	NR
233.641	0.72	PERCENTILE	lure	NR	1	NR
234.374	0.531	PROTRUSION	lure	NR	1	NR
234.924	0.529	GIZZARD	lure	NR	1	NR
235.458	0.571	WORKBOOK	lure	NR	1	NR
236.041	0.427	ADVICE	lure	NR	1	NR
236.474	0.504	FIASCO	lure	NR	1	NR
236.991	0.745	LANCER	lure	NR	1	NR
237.741	0.713	LEAFLET	lure	NR	1	NR
238.458	0.737	PRIMER	lure	NR	1	NR
239.208	0.739	PLANET	lure	NR	1	NR
239.958	0.41	SALON	lure	NR	1	NR
250.324	0.576	PROVIDER	lure	NR	1	NR
250.912	0.534	WALLFLOWER	lure	NR	1	NR
251.459	0.335	NOBODY	lure	NR	1	NR
251.808	0.403	DIVIDER	lure	NR	1	NR
252.224	0.735	HELMET	lure	NR	1	NR
252.974	0.425	FARMSTEAD	lure	NR	1	NR
253.408	0.461	TENOR	lure	NR	1	NR
253.874	0.118	ENSEMBLE	lure	NR	1	NR
254.074	0.501	CRYPTOGRAM	lure	NR	1	NR
254.591	0.601	CORD	short	NR	1	NR
255.208	0.591	GOLDSMITH	lure	NR	1	NR
255.807	0.594	PARAMETER	lure	NR	1	NR
256.407	0.599	DECANTER	lure	NR	1	NR
257.024	0.43	CARPORT	lure	NR	1	NR
257.458	0.662	BRUNT	lure	NR	1	NR
258.124	0.429	MAIZE	lure	NR	1	NR
258.558	0.541	JUROR	lure	NR	1	NR
259.107	0.751	KICKOFF	lure	NR	1	NR
259.874	0.558	SATIRIST	lure	NR	1	NR
260.444	0.388	UNDERSHIRT	lure	NR	1	NR
260.843	1.139	CROQUET	lure	NR	1	NR
261.995	0.501	WISHBONE	lure	NR	1	NR
262.508	0.601	FOIL	short	NR	1	NR
263.124	0.464	DEDUCTION	lure	NR	1	NR
263.591	0.708	FORE	lure	NR	1	NR
264.307	0.722	OPPONENT	lure	NR	1	NR
265.041	0.377	GREYHOUND	lure	NR	1	NR
265.429	0.471	MADMEN	lure	NR	1	NR
265.991	0.47	GIRAFFE	lure	NR	1	NR
266.474	0.693	BACKBEND	lure	NR	1	NR
267.174	0.51	OFFSPRING	lure	NR	1	NR
267.691	0.488	CATALYST	lure	NR	1	NR
268.191	0.457	POLE	lure	NR	1	NR
268.657	0.339	THIEVERY	lure	NR	1	NR
269.007	0.602	EVASION	lure	NR	1	NR
269.624	0.368	DINNER	lure	NR	1	NR
270.007	0.502	SAMBA	lure	NR	1	NR
270.524	2.001	SUMMIT	long	NR	1	NR
272.541	0.405	COMPANION	lure	NR	1	NR
272.957	0.378	SYMBOLISM	lure	NR	1	NR
273.341	0.612	MISDEAL	lure	NR	1	NR
273.957	0.505	ANTLER	lure	NR	1	NR
274.474	0.386	OBSERVANCE	lure	NR	1	NR
274.874	0.469	BLOWPIPE	lure	NR	1	NR
275.357	0.475	UNDERWOOD	lure	NR	1	NR
275.844	0.728	FRENZY	lure	NR	1	NR
276.591	0.608	TENDERFOOT	lure	NR	1	NR
277.207	0.784	OVERHANG	lure	NR	1	NR
278.074	0.501	MISCONDUCT	lure	NR	1	NR
278.591	0.602	COAST	short	NR	1	NR
279.207	0.624	ECLAIR	lure	NR	1	NR
279.843	0.52	LUMINOSITY	lure	detect	0	217
280.376	0.442	INFIDELITY	lure	NR	1	NR
280.824	0.45	EQUATOR	lure	NR	1	NR
281.29	0.369	ECONOMY	lure	NR	1	NR
281.674	0.334	JURIST	lure	NR	1	NR
282.024	0.603	STRAGGLER	lure	NR	1	NR
282.64	0.532	ANECDOTE	lure	NR	1	NR
283.19	0.571	COMMUTE	lure	NR	1	NR
283.774	0.673	SCARF	lure	NR	1	NR
284.459	0.697	CRICKET	lure	NR	1	NR
285.174	0.362	SWEETIE	lure	NR	1	NR
285.54	0.524	MANTLE	lure	NR	1	NR
286.074	0.566	EMBARGO	lure	NR	1	NR
286.657	0.648	DERBY	lure	NR	1	NR
287.324	0.658	GOULASH	lure	NR	1	NR
287.994	0.501	BOOKMARK	lure	NR	1	NR
288.507	2.003	DISC	long	NR	1	NR
290.593	0.531	DOWNER	lure	NR	1	NR
291.14	0.531	ELITISM	lure	NR	1	NR
291.69	0.52	ROLLER	lure	NR	1	NR
292.224	0.666	SULPHUR	lure	NR	1	NR
292.907	0.641	DEVOTEE	lure	NR	1	NR
293.557	0.466	ORGANIST	lure	NR	1	NR
294.04	0.409	SADDLEBAG	lure	NR	1	NR
294.457	0.449	ABERRATION	lure	NR	1	NR
294.924	0.685	BIOGRAPHY	lure	NR	1	NR
295.624	0.36	FREEDMEN	lure	NR	1	NR
295.99	0.501	COSTUME	lure	NR	1	NR
296.507	2.002	SHELL	long	NR	1	NR
298.524	0.467	AVERSION	lure	NR	1	NR
299.007	0.744	SHUTDOWN	lure	NR	1	NR
299.757	0.689	BAGFUL	lure	NR	1	NR
300.457	0.652	GAUNTLET	lure	NR	1	NR
301.124	0.364	TELECAST	lure	NR	1	NR
301.49	0.593	FOODSTUFF	lure	NR	1	NR
302.09	0.594	PASTEBOARD	lure	NR	1	NR
302.69	0.622	BISHOP	lure	NR	1	NR
303.407	0.737	CERVIX	lure	NR	1	NR
304.157	0.685	PASSPORT	lure	NR	1	NR
304.857	0.683	SOLICITUDE	lure	NR	1	NR
305.557	0.427	INFORMANT	lure	NR	1	NR
305.99	0.502	AUDITORIUM	lure	NR	1	NR
306.507	2.002	COAL	long	NR	1	NR
308.523	0.726	CHEST	lure	NR	1	NR
309.257	0.703	RIFLEMEN	lure	NR	1	NR
309.973	0.471	VOCALIST	lure	NR	1	NR
310.457	0.377	GEOLOGIST	lure	NR	1	NR
310.84	0.574	MARSUPIAL	lure	NR	1	NR
311.426	0.741	INTIMACY	lure	NR	1	NR
312.173	0.632	BATTERY	lure	NR	1	NR
312.823	0.555	CHAMPAGNE	lure	NR	1	NR
313.39	0.748	PANORAMA	lure	NR	1	NR
314.157	0.498	COMMUNION	lure	NR	1	NR
314.673	0.35	EMPIRE	lure	NR	1	NR
315.04	0.942	ICECAP	lure	NR	1	NR
315.99	0.501	PURSUIT	lure	NR	1	NR
316.507	0.601	BOLT	short	NR	1	NR
317.19	0.471	DARKROOM	lure	NR	1	NR
317.673	0.735	BLOCKAGE	lure	NR	1	NR
318.423	0.466	PACIFISM	lure	NR	1	NR
318.907	0.508	CHIC	lure	NR	1	NR
319.427	0.601	PLEASANTRY	lure	NR	1	NR
320.04	0.727	HEADPIECE	lure	NR	1	NR
320.773	0.35	HYPERBOLE	lure	NR	1	NR
321.14	0.395	PROMENADE	lure	NR	1	NR
321.54	0.655	FOREST	lure	NR	1	NR
322.207	0.729	BANKRUPTCY	lure	NR	1	NR
322.94	1.044	SOFTBALL	lure	NR	1	NR
323.99	0.502	KAYAK	lure	NR	1	NR
324.507	1.003	CHERRY	fruit	detect	1	674
325.523	0.699	HILLSIDE	lure	NR	1	NR
326.24	0.547	EMIGRATION	lure	NR	1	NR
326.79	0.464	BUFFET	lure	NR	1	NR
327.273	0.398	TYPESCRIPT	lure	NR	1	NR
327.69	0.423	POETRY	lure	NR	1	NR
328.123	0.748	MOUTH	lure	NR	1	NR
328.89	0.483	GUARDSMAN	lure	NR	1	NR
329.457	0.394	COMPLEXITY	lure	NR	1	NR
329.857	0.471	SPREE	lure	NR	1	NR
330.34	0.595	FUTILITY	lure	NR	1	NR
330.94	1.044	SAILCLOTH	lure	NR	1	NR
331.99	0.501	DUNCE	lure	NR	1	NR
332.506	0.601	CLOAK	short	NR	1	NR
333.123	0.736	CROSSBAR	lure	NR	1	NR
333.873	0.49	TURTLENECK	lure	NR	1	NR
334.373	0.399	PEAL	lure	NR	1	NR
334.79	0.327	DOWNPOUR	lure	NR	1	NR
335.123	0.635	AUTISM	lure	NR	1	NR
335.773	0.672	COUNTRYMEN	lure	NR	1	NR
336.456	0.342	SHELLSHOCK	lure	NR	1	NR
336.81	0.452	RAMPART	lure	NR	1	NR
337.274	0.566	ASCENT	lure	NR	1	NR
