onset	duration	cond	RT	resp	cresp	acc
5.015	0.917	face	n/a	n/a	n/a	1
6.015	0.917	face	n/a	n/a	n/a	1
7.015	0.917	face	478	2	2	1
7.998	0.917	face	n/a	n/a	n/a	1
9.015	0.917	face	366	2	2	1
9.998	0.917	face	n/a	n/a	n/a	1
11.015	0.917	face	n/a	n/a	n/a	1
11.998	0.917	face	n/a	n/a	n/a	1
13.015	0.9	face	534	2	2	1
14.015	0.917	face	n/a	n/a	n/a	1
14.998	0.917	face	375	2	2	1
16.015	0.917	face	n/a	n/a	n/a	1
16.998	0.917	face	407	2	2	1
18.015	0.9	face	n/a	n/a	n/a	1
19.015	0.917	face	n/a	n/a	n/a	1
19.998	0.917	face	407	2	2	1
31.048	0.9	word	n/a	n/a	n/a	1
31.998	0.917	word	n/a	n/a	n/a	1
33.014	0.917	word	383	2	2	1
33.998	0.917	word	n/a	n/a	n/a	1
35.014	0.917	word	351	2	2	1
35.998	0.9	word	n/a	n/a	n/a	1
36.998	0.917	word	n/a	n/a	n/a	1
38.014	0.917	word	343	2	2	1
38.998	0.917	word	n/a	n/a	n/a	1
40.014	0.917	word	n/a	n/a	n/a	1
40.998	0.917	word	n/a	n/a	n/a	1
42.014	0.917	word	535	2	2	1
43.014	0.917	word	n/a	n/a	n/a	1
44.014	0.917	word	343	2	2	1
45.014	0.9	word	n/a	n/a	n/a	1
46.014	0.917	word	335	2	2	1
57.064	0.917	scene	n/a	n/a	n/a	1
58.014	0.917	scene	n/a	n/a	n/a	1
58.997	0.917	scene	368	2	2	1
60.014	0.9	scene	n/a	n/a	n/a	1
61.014	0.917	scene	335	2	2	1
61.997	0.917	scene	n/a	n/a	n/a	1
63.014	0.917	scene	351	2	2	1
63.997	0.917	scene	n/a	n/a	n/a	1
65.014	0.9	scene	n/a	n/a	n/a	1
66.014	0.917	scene	343	2	2	1
66.997	0.917	scene	n/a	n/a	n/a	1
68.014	0.917	scene	343	2	2	1
69.014	0.917	scene	n/a	n/a	n/a	1
70.014	0.917	scene	351	2	2	1
70.997	0.917	scene	n/a	n/a	n/a	1
72.014	0.917	scene	n/a	n/a	n/a	1
83.064	0.917	car	n/a	n/a	n/a	1
84.014	0.917	car	391	2	2	1
84.997	0.917	car	n/a	n/a	n/a	1
86.014	0.917	car	n/a	n/a	n/a	1
86.997	0.917	car	n/a	n/a	n/a	1
88.014	0.917	car	n/a	n/a	n/a	1
88.997	0.917	car	376	2	2	1
90.014	0.917	car	n/a	n/a	n/a	1
91.014	0.917	car	367	2	2	1
91.997	0.917	car	n/a	n/a	n/a	1
93.014	0.917	car	n/a	n/a	n/a	1
93.997	0.917	car	376	2	2	1
95.014	0.917	car	n/a	n/a	n/a	1
96.014	0.917	car	375	2	2	1
97.014	0.917	car	n/a	n/a	n/a	1
98.014	0.918	car	367	2	2	1
109.08	0.917	face	n/a	n/a	n/a	1
110.03	0.917	face	367	2	2	1
111.013	0.917	face	n/a	n/a	n/a	1
112.013	0.917	face	344	2	2	1
113.013	0.917	face	n/a	n/a	n/a	1
114.013	0.917	face	352	2	2	1
115.013	0.917	face	n/a	n/a	n/a	1
116.013	0.9	face	n/a	n/a	n/a	1
117.013	0.917	face	n/a	n/a	n/a	1
118.013	0.917	face	336	2	2	1
119.013	0.917	face	n/a	n/a	n/a	1
120.013	0.917	face	360	2	2	1
121.013	0.917	face	n/a	n/a	n/a	1
122.013	0.917	face	n/a	n/a	n/a	1
123.013	0.917	face	352	2	2	1
124.013	0.917	face	n/a	n/a	n/a	1
135.063	0.917	scene	n/a	n/a	n/a	1
136.013	0.917	scene	368	2	2	1
137.013	0.9	scene	n/a	n/a	n/a	1
138.013	0.917	scene	360	2	2	1
139.013	0.9	scene	n/a	n/a	n/a	1
140.013	0.9	scene	n/a	n/a	n/a	1
141.013	0.917	scene	352	2	2	1
142.013	0.917	scene	n/a	n/a	n/a	1
143.013	0.917	scene	376	2	2	1
144.013	0.9	scene	n/a	n/a	n/a	1
144.996	0.917	scene	n/a	n/a	n/a	1
146.013	0.9	scene	n/a	n/a	n/a	1
147.013	0.917	scene	n/a	n/a	n/a	1
148.013	0.917	scene	400	2	2	1
149.013	0.917	scene	n/a	n/a	n/a	1
150.013	0.918	scene	408	2	2	1
161.079	0.9	word	n/a	n/a	n/a	1
162.013	0.917	word	n/a	n/a	n/a	1
163.013	0.917	word	n/a	n/a	n/a	1
164.013	0.917	word	368	2	2	1
165.013	0.917	word	n/a	n/a	n/a	1
166.013	0.9	word	n/a	n/a	n/a	1
166.996	0.917	word	345	2	2	1
168.013	0.917	word	n/a	n/a	n/a	1
169.013	0.917	word	440	2	2	1
170.013	0.917	word	n/a	n/a	n/a	1
171.013	0.917	word	376	2	2	1
172.013	0.917	word	n/a	n/a	n/a	1
173.013	0.917	word	n/a	n/a	n/a	1
174.012	0.917	word	360	2	2	1
175.012	0.9	word	n/a	n/a	n/a	1
175.996	0.917	word	361	2	2	1
187.063	0.916	car	n/a	n/a	n/a	1
188.012	0.917	car	361	2	2	1
189.012	0.917	car	n/a	n/a	n/a	1
190.012	0.917	car	393	2	2	1
191.012	0.917	car	n/a	n/a	n/a	1
192.012	0.917	car	n/a	n/a	n/a	1
193.012	0.917	car	n/a	n/a	n/a	1
194.012	0.917	car	n/a	n/a	n/a	1
195.012	0.917	car	345	2	2	1
196.012	0.917	car	n/a	n/a	n/a	1
197.012	0.917	car	393	2	2	1
198.012	0.917	car	n/a	n/a	n/a	1
199.012	0.917	car	361	2	2	1
200.012	0.917	car	n/a	n/a	n/a	1
201.012	0.917	car	337	2	2	1
202.012	0.917	car	n/a	n/a	n/a	1
213.079	0.917	car	n/a	n/a	n/a	1
214.029	0.917	car	312	2	2	1
215.012	0.917	car	n/a	n/a	n/a	1
216.012	0.917	car	n/a	n/a	n/a	1
217.012	0.9	car	n/a	n/a	n/a	1
218.012	0.917	car	369	2	2	1
219.012	0.9	car	n/a	n/a	n/a	1
220.012	0.917	car	n/a	n/a	n/a	1
221.012	0.917	car	345	2	2	1
222.012	0.917	car	n/a	n/a	n/a	1
223.012	0.917	car	361	2	2	1
224.012	0.917	car	n/a	n/a	n/a	1
225.012	0.917	car	409	2	2	1
226.012	0.9	car	n/a	n/a	n/a	1
227.012	0.917	car	393	2	2	1
227.995	0.9	car	n/a	n/a	n/a	1
239.046	0.916	scene	n/a	n/a	n/a	1
240.012	0.917	scene	n/a	n/a	n/a	1
241.012	0.917	scene	n/a	n/a	n/a	1
242.012	0.917	scene	353	2	2	1
243.012	0.917	scene	n/a	n/a	n/a	1
244.012	0.917	scene	n/a	n/a	n/a	1
245.012	0.917	scene	354	2	2	1
246.012	0.917	scene	n/a	n/a	n/a	1
247.012	0.917	scene	354	2	2	1
248.011	0.9	scene	n/a	n/a	n/a	1
249.011	0.917	scene	n/a	n/a	n/a	1
250.011	0.917	scene	362	2	2	1
251.011	0.9	scene	n/a	n/a	n/a	1
252.011	0.917	scene	442	2	2	1
253.011	0.917	scene	n/a	n/a	n/a	1
254.011	0.917	scene	442	2	2	1
265.079	0.916	word	n/a	n/a	n/a	1
266.028	0.917	word	n/a	n/a	n/a	1
267.011	0.917	word	n/a	n/a	n/a	1
268.011	0.917	word	250	2	2	1
269.011	0.917	word	n/a	n/a	n/a	1
270.011	0.917	word	354	2	2	1
271.011	0.917	word	n/a	n/a	n/a	1
272.011	0.917	word	354	2	2	1
273.011	0.917	word	n/a	n/a	n/a	1
274.011	0.917	word	394	2	2	1
275.011	0.917	word	n/a	n/a	n/a	1
276.011	0.917	word	330	2	2	1
277.011	0.917	word	n/a	n/a	n/a	1
278.011	0.9	word	338	2	2	1
279.011	0.9	word	n/a	n/a	n/a	1
280.011	0.917	word	n/a	n/a	n/a	1
291.08	0.914	face	n/a	n/a	n/a	1
292.028	0.917	face	329	2	2	1
293.011	0.9	face	n/a	n/a	n/a	1
294.011	0.917	face	n/a	n/a	n/a	1
295.011	0.917	face	330	2	2	1
296.011	0.917	face	n/a	n/a	n/a	1
297.011	0.917	face	346	2	2	1
298.011	0.917	face	n/a	n/a	n/a	1
299.011	0.917	face	338	2	2	1
300.011	0.917	face	n/a	n/a	n/a	1
301.011	0.917	face	330	2	2	1
302.011	0.917	face	n/a	n/a	n/a	1
303.011	0.917	face	n/a	n/a	n/a	1
304.011	0.917	face	n/a	n/a	n/a	1
305.011	0.917	face	410	2	2	1
306.011	0.917	face	n/a	n/a	n/a	1
317.08	0.914	face	n/a	n/a	n/a	1
318.027	0.917	face	354	2	2	1
319.011	0.917	face	n/a	n/a	n/a	1
320.011	0.9	face	n/a	n/a	n/a	1
321.011	0.917	face	n/a	n/a	n/a	1
322.01	0.917	face	n/a	n/a	n/a	1
323.01	0.917	face	386	2	2	1
324.01	0.917	face	n/a	n/a	n/a	1
325.01	0.917	face	362	2	2	1
326.01	0.917	face	n/a	n/a	n/a	1
327.01	0.917	face	354	2	2	1
328.01	0.917	face	n/a	n/a	n/a	1
329.01	0.917	face	n/a	n/a	n/a	1
330.01	0.917	face	355	2	2	1
331.01	0.917	face	n/a	n/a	n/a	1
332.01	0.917	face	371	2	2	1
343.077	0.917	word	n/a	n/a	n/a	1
344.044	0.917	word	345	2	2	1
345.01	0.921	word	n/a	n/a	n/a	1
346.01	0.917	word	387	2	2	1
347.01	0.917	word	n/a	n/a	n/a	1
348.01	0.917	word	363	2	2	1
349.01	0.917	word	n/a	n/a	n/a	1
350.01	0.917	word	331	2	2	1
351.01	0.917	word	n/a	n/a	n/a	1
352.01	0.917	word	n/a	n/a	n/a	1
353.01	0.9	word	n/a	n/a	n/a	1
354.01	0.917	word	451	2	2	1
355.01	0.917	word	n/a	n/a	n/a	1
356.01	0.917	word	n/a	n/a	n/a	1
357.01	0.917	word	371	2	2	1
358.01	0.917	word	n/a	n/a	n/a	1
369.077	0.9	car	n/a	n/a	n/a	1
370.027	0.917	car	n/a	n/a	n/a	1
371.01	0.921	car	n/a	n/a	n/a	1
372.01	0.917	car	363	2	2	1
373.01	0.917	car	n/a	n/a	n/a	1
374.01	0.917	car	363	2	2	1
