onset	duration	cue	cond	sbjResp	sbjRT	mcAcc	mcResp	cResp	mcRT	lures
6.026	11	MIST	practice	2	830	1	5	2345	356	79,38,50,48
26.01	11	MAGNET	long	3	1847	0	2	4	1557	81,75,31,60
46.006	11	MOUNTAIN	short	4	1871	1	3	3	1437	81,24,14,20
66.006	11	BUCKET	omit	4	2511	1	4	4	1222	50,20,47,71
86.005	11	SHOVEL	lure	1	1024	1	2	2345	382	45,72,48,26
106.007	11	LEVEL	lure	1	1240	1	3	2345	342	81,37,50,40
126.005	11	CONTRACT	lure	3	536	1	3	2345	342	07,53,60,24
146.005	11	CAPITOL	lure	4	1241	1	4	2345	375	72,71,23,19
166.005	11	ROPE	short	3	2521	1	4	4	2015	38,20,81,76
186.004	11	CABLE	omit	4	1929	1	3	3	2351	47,72,48,82
206.004	11	DIAL	long	5	730	1	4	4	1120	56,20,57,29
226.003	11	SWORD	lure	3	890	1	2	2345	304	81,38,57,19
246.003	11	CLIFF	omit	4	738	1	3	3	1696	56,53,20,45
266.003	11	POLISH	short	4	578	1	3	3	2336	82,29,48,40
286.003	11	CURTAIN	long	5	427	1	4	4	1713	56,71,50,65
306.002	11	ESSAY	lure	4	1603	1	5	2345	729	37,23,19,40
326.002	11	STAR	omit	3	2267	1	4	4	1297	57,82,38,23
346.002	11	BASKET	short	4	2843	1	2	2	1559	20,19,57,65
366.001	11	FERRY	lure	1	436	1	2	2345	714	65,26,20,16
385.987	11	MAST	long	4	533	1	4	4	1051	65,16,45,82
406.001	11	PUDDLE	lure	3	1092	1	2	2345	458	26,16,29,76
425.985	11	REGISTER	lure	2	997	1	5	2345	419	48,23,69,71
445.987	11	PLANET	long	4	340	1	2	2	740	07,72,71,50
465.983	11	ROCK	omit	4	918	1	5	5	1492	53,19,75,79
485.983	11	GLOBE	lure	5	662	1	4	2345	1580	75,79,50,23
505.983	11	TIRE	short	4	606	1	2	2	780	82,65,20,75
525.986	11	COLLAR	short	5	669	1	5	5	1189	31,82,38,40
545.985	11	FOREST	lure	1	527	1	2	2345	981	45,24,20,82
565.999	11	FIDDLE	long	4	430	1	3	3	1989	45,60,20,81
585.982	11	FORT	lure	1	431	1	2	2345	1173	31,19,81,20
605.982	11	SUMMIT	omit	4	1072	1	3	3	1478	31,76,40,71
625.981	11	WHEEL	lure	3	1440	1	2	2345	350	72,19,53,71
645.981	11	SIGN	omit	4	1216	1	2	2	1246	75,40,76,48
665.981	11	IODINE	short	5	449	1	4	4	1239	40,60,23,72
685.98	11	QUILL	lure	4	697	1	4	2345	399	45,79,07,53
705.98	11	DISTRICT	long	3	2305	1	5	5	1551	16,57,81,48
725.981	11	BANNER	lure	5	409	1	5	2345	535	79,31,38,75
745.981	11	CRAYON	omit	3	498	0	2	4	336	23,76,37,31
765.981	11	PYRAMID	lure	1	538	1	5	2345	864	14,75,40,79
785.981	11	DOME	short	4	474	1	4	4	1280	71,57,19,72
805.981	11	LUMBER	long	4	402	1	2	2	665	26,40,24,07
825.978	11	EXIT	lure	4	499	1	3	2345	337	76,79,47,23
845.978	11	SUDS	long	4	315	0	4	2	297	71,29,56,20
865.978	11	CHALK	short	3	1251	1	3	3	1289	38,14,40,71
885.978	11	TRACTOR	lure	4	859	1	4	2345	458	65,07,48,60
905.977	11	PADDLE	omit	2	860	0	4	5	842	26,24,65,16
925.977	11	HILL	long	4	444	1	2	2	1378	69,14,82,48
945.977	11	RUST	omit	4	500	1	3	3	930	24,56,40,81
965.977	11	BATON	short	5	437	1	3	3	1131	79,65,48,37
985.976	11	TAPE	lure	1	493	1	2	2345	579	65,50,20,29
1005.976	11	TICKET	lure	1	597	1	2	2345	587	07,60,71,26
