onset	duration	stim	cond	RT	resp	cresp	acc
4.042	0.700034259	WINGSPAN	lure	n/a	n/a	n/a	1
4.742	0.699947902	PROMENADE	lure	n/a	n/a	n/a	1
5.442	0.516703267	ROOF	lure	n/a	n/a	n/a	1
5.958	0.566612235	DOVE	lure	n/a	n/a	n/a	1
6.525	0.370373273	TOXIN	lure	n/a	n/a	n/a	1
6.895	0.579616195	CEREAL	lure	n/a	n/a	n/a	1
7.475	0.650038331	MOTHERLAND	lure	n/a	n/a	n/a	1
8.125	0.61660948	BRASS	short	n/a	n/a	n/a	1
8.741	0.566716914	TEABAG	lure	n/a	n/a	n/a	1
9.308	0.349936285	SERUM	lure	n/a	n/a	n/a	1
9.658	0.399992773	SHEEPSKIN	lure	n/a	n/a	n/a	1
10.058	0.583327168	SESAME	lure	n/a	n/a	n/a	1
10.641	0.716655249	FORUM	lure	n/a	n/a	n/a	1
11.358	0.32058351	SONGBOOK	lure	n/a	n/a	n/a	1
11.679	0.566572608	UTOPIA	lure	n/a	n/a	n/a	1
12.245	0.749570309	JUSTICE	lure	n/a	n/a	n/a	1
12.995	0.383561738	WALNUT	lure	n/a	n/a	n/a	1
13.378	0.563009696	FISSION	lure	n/a	n/a	n/a	1
13.941	0.316662472	NOBILITY	lure	n/a	n/a	n/a	1
14.258	0.400058893	CHICK	lure	n/a	n/a	n/a	1
14.658	0.333259891	DISBELIEF	lure	n/a	n/a	n/a	1
14.991	0.483333294	VERDICT	lure	n/a	n/a	n/a	1
15.475	0.333321758	MOTEL	lure	n/a	n/a	n/a	1
15.808	0.683387161	MANOR	lure	n/a	n/a	n/a	1
16.491	0.616599871	ASHES	short	n/a	n/a	n/a	1
17.108	0.566650629	CLERGY	lure	n/a	n/a	n/a	1
17.675	0.550047165	QUICKSAND	lure	n/a	n/a	n/a	1
18.225	0.383278212	FREEBIE	lure	n/a	n/a	n/a	1
18.608	0.483384806	RELICT	lure	n/a	n/a	n/a	1
19.091	0.633263828	FIn/aCIER	lure	n/a	n/a	n/a	1
19.725	0.4529766	COWBOY	lure	n/a	n/a	n/a	1
20.178	0.513678566	UNDERTONE	lure	n/a	n/a	n/a	1
20.691	0.633325695	OPENER	lure	n/a	n/a	n/a	1
21.325	0.483323666	CHALICE	lure	n/a	n/a	n/a	1
21.808	0.566706601	CALORIE	lure	n/a	n/a	n/a	1
22.375	0.699942849	PLATEFUL	lure	n/a	n/a	n/a	1
23.075	0.483326518	SIMULATOR	lure	n/a	n/a	n/a	1
23.558	0.466717593	DICTIONARY	lure	n/a	n/a	n/a	1
24.025	0.333268327	FOREBEAR	lure	n/a	n/a	n/a	1
24.358	2.04997275	COLUMN	long	n/a	n/a	n/a	1
26.408	0.33574961	RETRIAL	lure	n/a	n/a	n/a	1
26.744	0.414242097	AUTONOMY	lure	n/a	n/a	n/a	1
27.158	0.600033974	RESIDENT	lure	n/a	n/a	n/a	1
27.758	0.583339563	HAIRSTYLE	lure	n/a	n/a	n/a	1
28.341	0.749990111	JITTERBUG	lure	n/a	n/a	n/a	1
29.091	0.599932312	DRAY	lure	n/a	n/a	n/a	1
29.691	0.650047986	BRIDGEHEAD	lure	n/a	n/a	n/a	1
30.341	0.699931743	WORKDAY	lure	n/a	n/a	n/a	1
31.041	0.599991871	JACKRABBIT	lure	n/a	n/a	n/a	1
31.641	0.633323332	NEWT	lure	n/a	n/a	n/a	1
32.274	0.46666048	SAWHORSE	lure	n/a	n/a	n/a	1
32.741	2.016639797	COUNCIL	long	n/a	n/a	n/a	1
34.758	0.416658351	TONGUE	lure	n/a	n/a	n/a	1
35.174	0.633325568	SAPPHIRE	lure	n/a	n/a	n/a	1
35.808	0.316660732	VAPOR	lure	n/a	n/a	n/a	1
