onset	duration	cond	RT	resp	cresp	acc
4.998	0.917	scene	n/a	n/a	n/a	1
5.998	0.917	scene	n/a	n/a	n/a	1
7.015	0.917	scene	n/a	n/a	2	0
7.998	0.917	scene	n/a	n/a	n/a	1
9.015	0.917	scene	n/a	n/a	2	0
9.998	0.917	scene	n/a	n/a	n/a	1
11.015	0.917	scene	n/a	n/a	n/a	1
11.998	0.9	scene	n/a	n/a	n/a	1
12.998	0.917	scene	863	2	2	1
14.015	0.917	scene	n/a	n/a	n/a	1
14.998	0.917	scene	615	2	2	1
15.998	0.917	scene	n/a	n/a	n/a	1
17.015	0.917	scene	687	2	2	1
17.998	0.917	scene	n/a	n/a	n/a	1
19.015	0.917	scene	n/a	n/a	n/a	1
19.998	0.917	scene	687	2	2	1
31.065	0.917	face	n/a	n/a	n/a	1
32.031	0.917	face	n/a	n/a	n/a	1
33.015	0.917	face	743	2	2	1
33.998	0.917	face	n/a	n/a	n/a	1
35.015	0.917	face	519	2	2	1
35.998	0.9	face	n/a	n/a	n/a	1
36.981	0.917	face	n/a	n/a	n/a	1
38.015	0.917	face	655	2	2	1
38.998	0.917	face	n/a	n/a	n/a	1
39.998	0.9	face	n/a	n/a	n/a	1
41.015	0.917	face	n/a	n/a	n/a	1
42.015	0.917	face	615	2	2	1
43.014	0.9	face	n/a	n/a	n/a	1
44.014	0.917	face	583	2	2	1
44.998	0.9	face	n/a	n/a	n/a	1
46.014	0.917	face	615	2	2	1
57.081	0.917	car	n/a	n/a	n/a	1
58.048	0.9	car	n/a	n/a	n/a	1
58.998	0.917	car	720	2	2	1
60.014	0.917	car	n/a	n/a	n/a	1
61.014	0.917	car	487	2	2	1
61.998	0.9	car	n/a	n/a	n/a	1
62.998	0.917	car	448	2	2	1
64.014	0.917	car	n/a	n/a	n/a	1
64.998	0.917	car	n/a	n/a	n/a	1
66.014	0.917	car	527	2	2	1
67.014	0.9	car	n/a	n/a	n/a	1
68.014	0.917	car	759	2	2	1
68.997	0.9	car	n/a	n/a	n/a	1
69.997	0.917	car	504	2	2	1
71.014	0.917	car	n/a	n/a	n/a	1
71.997	0.917	car	n/a	n/a	n/a	1
83.064	0.917	word	n/a	n/a	n/a	1
84.014	0.917	word	688	2	2	1
84.981	0.9	word	n/a	n/a	n/a	1
85.997	0.9	word	n/a	n/a	n/a	1
87.014	0.917	word	n/a	n/a	n/a	1
87.997	0.9	word	n/a	n/a	n/a	1
88.997	0.917	word	800	2	2	1
89.997	0.917	word	n/a	n/a	n/a	1
91.014	0.917	word	520	2	2	1
91.997	0.917	word	n/a	n/a	n/a	1
93.014	0.9	word	n/a	n/a	n/a	1
94.014	0.917	word	456	2	2	1
94.997	0.917	word	n/a	n/a	n/a	1
96.014	0.917	word	584	2	2	1
