onset	duration	cond	RT	resp	cresp	acc
488.012	0.9	car	561	2	n/a	0
499.062	0.9	scene	n/a	n/a	n/a	1
500.012	0.917	scene	n/a	n/a	n/a	1
501.012	0.917	scene	601	2	2	1
502.012	0.917	scene	n/a	n/a	n/a	1
503.012	0.917	scene	n/a	n/a	n/a	1
504.012	0.918	scene	641	2	2	1
505.012	0.9	scene	n/a	n/a	n/a	1
506.012	0.9	scene	n/a	n/a	n/a	1
507.012	0.919	scene	601	2	2	1
508.012	0.917	scene	n/a	n/a	n/a	1
509.012	0.917	scene	681	2	2	1
510.012	0.9	scene	n/a	n/a	n/a	1
511.012	0.9	scene	n/a	n/a	n/a	1
512.012	0.917	scene	513	2	2	1
513.012	0.917	scene	n/a	n/a	n/a	1
514.012	0.917	scene	489	2	2	1
525.078	0.917	scene	n/a	n/a	n/a	1
526.045	0.9	scene	n/a	n/a	n/a	1
527.012	0.917	scene	537	2	2	1
528.012	0.917	scene	n/a	n/a	n/a	1
529.012	0.917	scene	441	2	2	1
530.012	0.917	scene	n/a	n/a	n/a	1
531.012	0.919	scene	489	2	2	1
532.012	0.917	scene	n/a	n/a	n/a	1
533.012	0.917	scene	505	2	2	1
534.011	0.917	scene	n/a	n/a	n/a	1
535.011	0.917	scene	n/a	n/a	n/a	1
536.011	0.917	scene	n/a	n/a	n/a	1
537.011	0.9	scene	n/a	n/a	2	0
538.011	0.917	scene	n/a	n/a	n/a	1
539.011	0.917	scene	634	2	2	1
540.011	0.917	scene	n/a	n/a	n/a	1
551.078	0.917	face	n/a	n/a	n/a	1
552.045	0.917	face	n/a	n/a	n/a	1
553.011	0.917	face	690	2	2	1
554.011	0.9	face	n/a	n/a	n/a	1
555.011	0.9	face	n/a	n/a	n/a	1
556.011	0.917	face	810	2	2	1
557.011	0.9	face	n/a	n/a	n/a	1
558.011	0.917	face	n/a	n/a	n/a	1
559.011	0.917	face	n/a	n/a	2	0
560.011	0.917	face	n/a	n/a	n/a	1
561.011	0.917	face	738	2	2	1
562.011	0.9	face	n/a	n/a	n/a	1
563.011	0.917	face	738	2	2	1
564.011	0.917	face	n/a	n/a	n/a	1
565.011	0.918	face	722	2	2	1
566.011	0.9	face	n/a	n/a	n/a	1
577.061	0.917	car	n/a	n/a	n/a	1
578.028	0.917	car	689	2	2	1
579.011	0.9	car	n/a	n/a	n/a	1
580.011	0.9	car	n/a	n/a	n/a	1
581.011	0.917	car	490	2	2	1
582.011	0.9	car	n/a	n/a	n/a	1
583.011	0.917	car	586	2	2	1
584.011	0.917	car	n/a	n/a	n/a	1
585.011	0.917	car	514	2	2	1
586.011	0.917	car	n/a	n/a	n/a	1
587.011	0.917	car	490	2	2	1
588.011	0.9	car	n/a	n/a	n/a	1
589.011	0.917	car	538	2	2	1
590.011	0.917	car	n/a	n/a	n/a	1
591.011	0.9	car	n/a	n/a	n/a	1
592.011	0.917	car	n/a	n/a	n/a	1
603.077	0.917	word	n/a	n/a	n/a	1
604.044	0.917	word	793	2	2	1
605.01	0.917	word	n/a	n/a	n/a	1
606.01	0.917	word	506	2	2	1
607.01	0.9	word	n/a	n/a	n/a	1
608.01	0.9	word	451	2	2	1
609.01	0.9	word	n/a	n/a	n/a	1
610.01	0.917	word	571	2	2	1
611.01	0.917	word	n/a	n/a	n/a	1
612.01	0.9	word	n/a	n/a	n/a	1
613.01	0.917	word	795	2	2	1
614.01	0.917	word	n/a	n/a	n/a	1
615.01	0.917	word	n/a	n/a	n/a	1
616.01	0.917	word	619	2	2	1
617.01	0.917	word	n/a	n/a	n/a	1
618.01	0.9	word	n/a	n/a	n/a	1
