onset	duration	cue	cond	sbjResp	sbjRT	mcAcc	mcResp	cResp	mcRT	lures
6.028	11	MIST	practice	1	793	0	n/a	2345	n/a	51,61,54,37
26.013	11	LEVEL	lure	2	765	0	n/a	2345	n/a	40,22,67,31
46.012	11	PLANK	short	4	573	1	5	5	1419	32,47,18,39
66.012	11	STAPLE	lure	1	2341	0	n/a	2345	n/a	40,39,67,58
86.008	11	MORNING	omit	5	685	1	4	4	1555	25,57,05,36
106.008	11	LIGHT	long	4	998	1	4	4	1812	18,36,73,65
126.008	11	MATTER	short	5	822	1	5	5	1268	82,47,75,71
146.007	11	PAINT	omit	2	478	1	5	5	2036	37,07,73,36
166.007	11	NOTE	lure	1	871	1	2	2345	485	57,73,81,24
186.007	11	SPEAR	long	5	743	1	5	5	1437	57,25,07,18
206.007	11	MACHINE	lure	1	535	1	2	2345	1365	58,72,81,16
226.006	11	COUNCIL	lure	1	1191	1	2	2345	693	39,24,72,32
245.989	11	LABEL	long	3	1216	1	3	3	1710	05,82,47,07
266.006	11	FOAM	omit	4	1824	1	4	4	1054	37,25,76,32
286.005	11	ISLAND	short	5	1072	1	4	4	1150	07,21,61,72
305.988	11	MAGNET	lure	1	881	1	2	2345	975	81,31,79,21
326.005	11	TRUCK	lure	1	833	1	2	2345	1175	54,31,65,81
345.988	11	FLOOD	omit	4	1314	1	4	4	1120	47,57,72,73
365.988	11	DIAL	lure	1	514	1	2	2345	848	21,24,36,16
386.004	11	GIFT	long	3	1418	1	2	2	1424	24,73,82,79
405.987	11	ROCK	short	5	1267	1	4	4	1249	76,61,75,65
425.987	11	BRAKE	omit	2	2867	1	3	3	2105	40,07,36,71
445.987	11	CORK	lure	1	763	1	2	2345	1377	81,57,39,22
465.987	11	ORNAMENT	short	5	707	1	4	4	921	21,58,54,51
485.989	11	CHISEL	long	3	763	1	5	5	1586	31,79,39,16
505.988	11	PIN	lure	1	924	1	2	2345	1050	61,25,75,54
525.99	11	PLUG	omit	2	396	1	2	2	2482	32,24,82,18
545.987	11	LAUNDRY	lure	1	645	1	2	2345	963	57,40,76,32
565.987	11	BROOM	short	2	540	0	5	4	1811	31,67,37,32
585.986	11	RAVINE	long	5	629	1	5	5	1411	54,39,67,51
605.987	11	CHAIN	lure	1	653	1	2	2345	867	79,22,24,25
625.984	11	BRASS	omit	3	1134	1	2	2	2356	65,67,61,37
645.984	11	PANEL	short	4	1142	1	4	4	1508	72,32,21,57
665.983	11	RACKET	lure	1	846	1	2	2345	548	58,39,36,76
685.983	11	ENGINE	lure	1	591	1	2	2345	1005	25,65,73,71
705.983	11	PHOTO	long	3	463	1	4	4	1901	05,67,31,22
725.983	11	MOON	omit	3	983	1	4	4	1277	61,71,57,67
745.984	11	STICK	short	4	1079	1	5	5	1813	37,65,32,79
765.984	11	PICK	lure	2	1096	1	3	2345	2894	31,47,73,81
785.982	11	CENT	long	2	344	1	2	2	1350	58,61,47,37
805.983	11	MARKET	lure	1	528	1	2	2345	1182	82,79,22,24
825.982	11	PURSE	lure	1	937	1	2	2345	431	05,31,22,37
845.964	11	DOCK	lure	1	602	1	2	2345	959	72,47,81,61
865.964	11	PILE	omit	5	922	1	3	3	1440	75,22,18,07
885.98	11	BELL	long	2	553	1	2	2	1951	67,58,18,75
905.98	11	CYCLONE	short	5	1274	1	2	2	1824	81,05,82,16
925.98	11	SPOKE	omit	2	802	1	4	4	1528	65,21,40,07
945.979	11	RIDGE	short	4	866	1	2	2	1568	25,79,75,72
965.979	11	WAGON	long	2	1650	1	3	3	2033	73,47,39,51
985.979	11	SOCKET	lure	1	555	1	2	2345	625	67,16,75,58
1005.979	11	POUCH	lure	1	667	1	2	2345	553	32,75,58,72
