onset	duration	cue	cond	sbjResp	sbjRT	mcAcc	mcResp	cResp	mcRT	lures
6.029	11	MIST	practice	1	1009	1	2	2345	471	76,22,21,31
26.014	11	FOAM	omit	4	914	1	2	2	1440	76,81,39,51
46.017	11	LIGHT	long	5	1098	1	2	2	1368	73,18,54,21
66.012	11	BOTTLE	lure	1	642	1	2	2345	408	37,22,51,39
86.012	11	CYCLONE	short	5	811	1	2	2	1209	81,39,67,36
106.011	11	GLASS	lure	1	523	1	2	2345	1241	05,79,18,75
125.994	11	MATTRESS	lure	1	660	1	2	2345	338	16,25,22,40
146.011	11	LABEL	long	2	395	0	2	4	2433	61,25,82,79
166.011	11	FLOOD	omit	3	900	1	3	3	1186	07,72,54,79
186.01	11	ROCK	short	4	1276	1	4	4	1018	37,82,75,79
206.01	11	PUPPET	lure	1	692	1	2	2345	1978	81,16,67,21
226.01	11	PHOTO	long	3	1149	1	2	2	1850	31,82,18,73
245.997	11	PANEL	short	3	1477	1	3	3	1219	57,21,24,07
266.009	11	MORNING	omit	5	1013	1	2	2	1531	05,07,65,73
285.992	11	VAULT	lure	1	878	1	2	2345	452	73,61,05,76
305.992	11	METAL	lure	1	438	1	2	2345	1124	51,40,82,18
325.996	11	SPEAR	long	5	631	1	4	4	2085	25,73,18,67
345.996	11	NICKEL	lure	1	463	1	2	2345	2149	58,16,07,51
365.991	11	ORNAMENT	short	5	751	1	5	5	1333	82,65,81,54
385.995	11	SUBWAY	lure	1	1295	1	2	2345	1485	37,75,54,32
405.995	11	PILE	omit	n/a	n/a	0	4	2	726	22,16,82,21
425.99	11	BROOM	short	2	392	1	2	2	1526	37,81,47,76
445.99	11	CHISEL	long	3	496	1	4	4	1510	47,72,16,79
465.99	11	PLUG	omit	2	568	0	2	4	1055	24,81,32,73
485.992	11	ASHES	lure	1	505	1	2	2345	671	65,72,21,51
505.989	11	CANOE	lure	1	785	1	2	2345	559	21,39,54,79
525.989	11	MATTER	short	5	905	1	4	4	879	16,21,71,79
545.991	11	DRUM	lure	1	1354	1	2	2345	640	81,24,71,65
565.99	11	CENT	long	5	866	1	3	3	1136	18,58,37,22
585.988	11	CRAYON	lure	1	818	1	2	2345	920	54,05,07,71
605.988	11	BRASS	omit	5	746	1	2	2	1145	65,32,82,71
625.992	11	RIDGE	short	5	731	1	3	3	1569	51,25,57,79
645.991	11	SPOKE	omit	5	507	1	2	2	961	40,21,73,51
665.987	11	TRACK	lure	1	747	1	2	2345	425	81,65,25,58
685.989	11	CABLE	lure	1	516	1	2	2345	554	05,72,58,71
705.986	11	BELL	long	5	804	1	2	2	1482	67,39,71,24
725.986	11	FERRY	lure	1	628	1	2	2345	1386	61,73,51,67
745.986	11	RAVINE	long	5	828	1	5	5	1307	79,65,37,51
765.985	11	MOON	omit	3	2037	1	5	5	1811	71,75,16,57
785.985	11	ISLAND	short	5	853	1	2	2	939	61,05,39,71
805.985	11	SEAT	lure	1	893	1	2	2345	1115	18,07,75,47
825.985	11	ACRE	lure	1	638	1	2	2345	844	47,36,71,61
845.984	11	GIFT	long	2	2430	1	5	5	2212	65,22,79,24
865.984	11	STICK	short	3	446	1	3	3	1572	24,79,73,16
885.967	11	DIRT	lure	1	559	1	2	2345	1493	73,61,51,75
905.983	11	PAINT	omit	5	791	1	5	5	1157	25,82,21,36
925.967	11	SKETCH	lure	1	584	1	2	2345	718	82,16,05,36
945.983	11	PLANK	short	5	799	1	2	2	1181	39,82,47,37
965.966	11	CLIFF	lure	1	920	1	2	2345	798	18,36,32,54
985.982	11	BRAKE	omit	n/a	n/a	1	2	2	2630	07,54,57,24
1005.965	11	WAGON	long	5	585	1	4	4	1607	36,05,47,32
