onset	duration	cond	RT	resp	cresp	acc
300.016	0.917	word	n/a	n/a	n/a	1
300.999	0.917	word	414	2	2	1
301.999	0.917	word	n/a	n/a	n/a	1
303.016	0.9	word	n/a	n/a	n/a	1
303.999	0.9	word	n/a	n/a	n/a	1
304.999	0.917	word	606	2	2	1
305.999	0.917	word	n/a	n/a	n/a	1
317.069	0.913	scene	n/a	n/a	n/a	1
318.016	0.917	scene	437	2	2	1
318.999	0.9	scene	n/a	n/a	n/a	1
319.999	0.917	scene	n/a	n/a	n/a	1
320.999	0.917	scene	n/a	n/a	n/a	1
321.999	0.917	scene	n/a	n/a	n/a	1
322.999	0.917	scene	422	2	2	1
323.999	0.917	scene	n/a	n/a	n/a	1
324.999	0.917	scene	430	2	2	1
325.999	0.917	scene	n/a	n/a	n/a	1
327.016	0.917	scene	429	2	2	1
327.999	0.917	scene	n/a	n/a	n/a	1
328.999	0.9	scene	n/a	n/a	n/a	1
329.999	0.917	scene	606	2	2	1
330.999	0.917	scene	n/a	n/a	n/a	1
331.999	0.919	scene	462	2	2	1
343.065	0.917	word	n/a	n/a	n/a	1
344.032	0.917	word	589	2	2	1
344.999	0.92	word	n/a	n/a	n/a	1
345.999	0.917	word	422	2	2	1
346.999	0.917	word	n/a	n/a	n/a	1
347.999	0.917	word	342	2	2	1
348.999	0.917	word	n/a	n/a	n/a	1
349.999	0.917	word	454	2	2	1
350.999	0.917	word	n/a	n/a	n/a	1
352.015	0.917	word	n/a	n/a	n/a	1
352.999	0.917	word	n/a	n/a	n/a	1
353.999	0.917	word	510	2	2	1
354.999	0.9	word	n/a	n/a	n/a	1
356.015	0.917	word	n/a	n/a	n/a	1
356.999	0.917	word	n/a	n/a	2	0
357.999	0.9	word	n/a	n/a	n/a	1
369.05	0.915	car	n/a	n/a	n/a	1
370.015	0.917	car	n/a	n/a	n/a	1
370.998	0.917	car	n/a	n/a	n/a	1
371.998	0.917	car	447	2	2	1
372.998	0.917	car	n/a	n/a	n/a	1
374.348	0.917	car	841	2	2	1
375.315	0.917	car	n/a	n/a	n/a	1
376.282	0.917	car	n/a	n/a	n/a	1
377.248	0.917	car	501	2	2	1
378.215	0.917	car	n/a	n/a	n/a	1
379.182	0.917	car	n/a	n/a	n/a	1
380.148	0.917	car	473	2	2	1
381.115	0.917	car	n/a	n/a	n/a	1
382.082	0.917	car	515	2	2	1
383.048	0.917	car	n/a	n/a	n/a	1
384.015	0.9	car	462	2	2	1
395.065	0.917	face	n/a	n/a	n/a	1
396.031	0.917	face	n/a	n/a	n/a	1
397.015	0.917	face	454	2	2	1
398.015	0.917	face	n/a	n/a	n/a	1
398.998	0.917	face	n/a	n/a	n/a	1
400.015	0.917	face	422	2	2	1
401.015	0.917	face	n/a	n/a	n/a	1
402.015	0.917	face	374	2	2	1
403.015	0.917	face	n/a	n/a	n/a	1
404.015	0.917	face	391	2	2	1
405.015	0.917	face	n/a	n/a	n/a	1
406.015	0.917	face	n/a	n/a	n/a	1
407.015	0.917	face	n/a	n/a	n/a	1
408.014	0.917	face	415	2	2	1
409.014	0.9	face	n/a	n/a	n/a	1
410.014	0.917	face	383	2	2	1
421.086	0.912	face	n/a	n/a	n/a	1
422.048	0.917	face	n/a	n/a	n/a	1
423.014	0.919	face	783	2	2	1
424.014	0.917	face	n/a	n/a	n/a	1
425.014	0.917	face	471	2	2	1
426.014	0.917	face	n/a	n/a	n/a	1
427.014	0.917	face	375	2	2	1
428.014	0.917	face	n/a	n/a	n/a	1
429.014	0.917	face	n/a	n/a	n/a	1
430.014	0.917	face	391	2	2	1
431.014	0.917	face	n/a	n/a	n/a	1
432.014	0.917	face	423	2	2	1
433.014	0.917	face	n/a	n/a	n/a	1
434.014	0.917	face	351	2	2	1
435.014	0.917	face	n/a	n/a	n/a	1
436.014	0.919	face	407	2	n/a	0
447.081	0.917	word	n/a	n/a	n/a	1
448.047	0.917	word	558	2	2	1
449.014	0.92	word	n/a	n/a	n/a	1
449.997	0.917	word	n/a	n/a	n/a	1
451.014	0.917	word	431	2	2	1
451.997	0.917	word	n/a	n/a	n/a	1
452.997	0.917	word	n/a	n/a	n/a	1
454.014	0.917	word	431	2	2	1
454.997	0.917	word	n/a	n/a	n/a	1
455.997	0.917	word	n/a	n/a	n/a	1
456.997	0.917	word	472	2	2	1
458.014	0.917	word	n/a	n/a	n/a	1
458.997	0.917	word	480	2	2	1
460.014	0.9	word	n/a	n/a	n/a	1
461.014	0.9	word	623	2	2	1
462.014	0.9	word	n/a	n/a	n/a	1
473.064	0.917	car	n/a	n/a	n/a	1
474.03	0.9	car	n/a	n/a	n/a	1
474.997	0.919	car	512	2	2	1
476.016	0.914	car	n/a	n/a	n/a	1
477.014	0.917	car	447	2	2	1
478.014	0.917	car	n/a	n/a	n/a	1
479.014	0.917	car	495	2	2	1
480.013	0.917	car	n/a	n/a	n/a	1
481.013	0.917	car	n/a	n/a	n/a	1
481.997	0.917	car	480	2	2	1
483.013	0.917	car	n/a	n/a	n/a	1
484.013	0.919	car	439	2	2	1
485.013	0.917	car	n/a	n/a	n/a	1
485.997	0.917	car	n/a	n/a	n/a	1
487.013	0.917	car	376	2	2	1
487.997	0.917	car	n/a	n/a	n/a	1
499.063	0.9	scene	n/a	n/a	n/a	1
500.013	0.917	scene	n/a	n/a	n/a	1
501.013	0.9	scene	n/a	n/a	n/a	1
502.013	0.917	scene	408	2	2	1
503.013	0.9	scene	n/a	n/a	n/a	1
504.013	0.917	scene	464	2	2	1
505.013	0.917	scene	n/a	n/a	n/a	1
506.013	0.917	scene	n/a	n/a	n/a	1
507.013	0.917	scene	424	2	2	1
508.013	0.917	scene	n/a	n/a	n/a	1
509.013	0.917	scene	440	2	2	1
510.013	0.917	scene	n/a	n/a	n/a	1
511.013	0.917	scene	528	2	2	1
512.013	0.917	scene	n/a	n/a	n/a	1
513.013	0.917	scene	n/a	n/a	n/a	1
514.013	0.917	scene	384	2	2	1
525.08	0.9	scene	n/a	n/a	n/a	1
526.03	0.917	scene	n/a	n/a	n/a	1
526.996	0.9	scene	n/a	n/a	n/a	1
527.996	0.917	scene	481	2	2	1
529.013	0.9	scene	n/a	n/a	n/a	1
530.013	0.917	scene	400	2	2	1
531.013	0.917	scene	n/a	n/a	n/a	1
532.013	0.917	scene	616	2	2	1
533.013	0.917	scene	n/a	n/a	n/a	1
534.013	0.917	scene	536	2	2	1
534.996	0.9	scene	n/a	n/a	n/a	1
536.013	0.917	scene	n/a	n/a	n/a	1
536.996	0.917	scene	361	2	2	1
538.013	0.917	scene	n/a	n/a	n/a	1
538.996	0.917	scene	529	2	2	1
540.013	0.9	scene	n/a	n/a	n/a	1
551.063	0.917	word	n/a	n/a	n/a	1
552.029	0.917	word	n/a	n/a	n/a	1
552.996	0.917	word	417	2	2	1
554.012	0.9	word	n/a	n/a	n/a	1
555.012	0.917	word	593	2	2	1
556.013	0.917	word	n/a	n/a	n/a	1
557.012	0.917	word	n/a	n/a	n/a	1
558.012	0.9	word	409	2	2	1
559.012	0.917	word	n/a	n/a	n/a	1
560.012	0.917	word	n/a	n/a	n/a	1
561.012	0.917	word	449	2	2	1
562.012	0.917	word	n/a	n/a	n/a	1
563.012	0.917	word	401	2	2	1
564.012	0.917	word	n/a	n/a	n/a	1
565.012	0.917	word	n/a	n/a	n/a	1
566.012	0.917	word	521	2	2	1
577.079	0.917	car	n/a	n/a	n/a	1
578.045	0.917	car	800	2	2	1
579.012	0.917	car	n/a	n/a	n/a	1
580.012	0.917	car	n/a	n/a	n/a	1
581.012	0.917	car	n/a	n/a	n/a	1
582.012	0.9	car	489	2	2	1
583.012	0.917	car	n/a	n/a	n/a	1
584.012	0.917	car	n/a	n/a	n/a	1
585.012	0.917	car	409	2	2	1
586.012	0.917	car	n/a	n/a	n/a	1
587.012	0.917	car	441	2	2	1
588.012	0.917	car	n/a	n/a	n/a	1
589.012	0.918	car	561	2	2	1
590.012	0.917	car	n/a	n/a	n/a	1
591.012	0.9	car	n/a	n/a	n/a	1
592.012	0.917	car	521	2	2	1
603.095	0.917	face	n/a	n/a	n/a	1
604.062	0.917	face	n/a	n/a	n/a	1
605.028	0.917	face	481	2	2	1
606.012	0.917	face	n/a	n/a	n/a	1
607.012	0.917	face	481	2	2	1
608.012	0.917	face	n/a	n/a	n/a	1
609.012	0.917	face	n/a	n/a	n/a	1
610.012	0.917	face	537	2	2	1
611.012	0.917	face	n/a	n/a	n/a	1
612.012	0.917	face	n/a	n/a	n/a	1
613.012	0.917	face	505	2	2	1
614.012	0.917	face	n/a	n/a	n/a	1
615.012	0.917	face	393	2	2	1
616.012	0.9	face	n/a	n/a	n/a	1
617.012	0.917	face	n/a	n/a	2	0
618.012	0.917	face	n/a	n/a	n/a	1
