onset	duration	cue	cond	sbjResp	sbjRT	mcAcc	mcResp	cResp	mcRT	lures
6.027	11	MIST	practice	3	1661	1	2	2345	1643	70,66,82,39
26.006	11	HANDLE	lure	1	487	1	5	2345	1437	46,49,24,21
46.01	11	HAIRPIN	omit	3	2423	1	2	2	1309	46,82,54,05
66.009	11	CLOTH	short	3	2269	1	4	4	1341	80,02,79,54
86.005	11	IRON	lure	3	2519	1	2	2345	2469	54,50,16,46
106.005	11	COAT	long	4	744	1	2	2	1038	72,79,80,39
126.005	11	RELIC	lure	1	624	1	4	2345	1310	69,46,21,75
146.005	11	CHALK	short	3	1160	1	4	4	1838	72,01,30,75
166.021	11	PLUG	lure	2	1600	1	4	2345	2046	82,54,70,34
186.004	11	MARKET	long	4	2961	1	2	2	1503	70,02,05,78
206.004	11	ISLAND	omit	4	1361	1	3	3	983	01,43,79,16
226.004	11	APRON	long	3	809	1	5	5	1408	01,02,50,07
246.005	11	CHROME	omit	3	690	1	2	2	1184	05,72,01,43
266.007	11	LEAD	lure	2	1522	1	2	2345	1608	06,34,07,50
286.003	11	COMPASS	lure	1	754	1	4	2345	1497	23,24,01,60
306.002	11	HOOD	short	5	539	1	2	2	761	02,54,30,72
326.002	11	COLLAR	lure	1	1131	1	4	2345	1769	75,39,78,12
346.002	11	DRILL	short	5	739	1	5	5	1217	39,49,60,80
366.001	11	NOTE	omit	3	851	1	5	5	1401	60,02,30,58
386.002	11	ANCHOR	lure	3	1212	1	5	2345	1970	46,60,58,80
406.001	11	STEEL	long	4	500	1	3	3	1178	49,39,79,43
426.001	11	PAPER	lure	2	1524	1	4	2345	1634	60,24,79,46
446	11	DOCK	lure	1	884	1	5	2345	1747	07,21,60,54
466	11	PORTAL	short	5	1501	0	n/a	3	n/a	70,82,58,80
486	11	BATON	omit	3	373	1	4	4	915	43,21,35,06
505.999	11	TRUCK	long	3	933	1	3	3	787	12,69,01,34
525.999	11	CARD	long	4	1382	1	5	5	1410	72,79,35,23
545.986	11	HILL	lure	2	1621	1	3	2345	2413	35,05,58,78
565.999	11	CARAVAN	lure	1	1126	1	3	2345	2316	69,75,58,39
585.982	11	BOTTLE	short	4	1095	1	5	5	1037	54,78,80,49
605.981	11	PAINT	omit	3	903	1	5	5	1445	12,23,35,66
625.981	11	CABLE	lure	3	2104	1	3	2345	1214	39,35,05,72
645.981	11	HOSE	short	4	760	1	3	3	1086	79,75,24,43
665.981	11	POWDER	lure	3	2320	1	3	2345	1878	21,30,46,54
685.985	11	PIER	omit	5	1311	1	4	4	1095	75,06,54,82
705.997	11	JAIL	long	3	1608	1	2	2	1390	16,82,05,72
725.996	11	TEAR	omit	5	793	1	5	5	1191	78,21,82,60
745.996	11	DISC	short	4	1217	1	2	2	1047	06,39,54,35
765.98	11	QUILL	lure	2	2026	1	5	2345	1408	24,12,02,01
785.979	11	RAINDROP	long	3	1122	1	4	4	1440	12,23,34,58
805.982	11	RUST	lure	1	1042	1	5	2345	1776	75,01,06,82
825.978	11	DITCH	lure	3	546	1	4	2345	2440	78,43,75,01
845.98	11	STAKE	long	3	1331	1	4	4	1137	50,06,24,35
865.982	11	PIN	lure	3	2049	1	5	2345	2689	02,05,06,12
885.978	11	HURDLE	short	5	787	1	2	2	1073	78,12,16,66
905.977	11	MATTER	omit	5	1292	1	2	2	1506	50,05,82,35
925.977	11	TIMBER	lure	4	1356	1	3	2345	1642	79,54,50,07
945.978	11	MALLET	short	3	516	1	4	4	1434	21,72,12,49
965.98	11	PURSE	long	5	372	1	2	2	1346	01,49,66,72
985.976	11	ISSUE	lure	1	701	1	3	2345	1755	23,46,78,05
1005.976	11	COUNCIL	omit	5	1189	1	3	3	1131	72,21,24,16
