onset	duration	cond	RT	resp	cresp	acc
5.013	0.917	face	n/a	n/a	n/a	1
6.013	0.917	face	n/a	n/a	n/a	1
7.013	0.917	face	497	2	2	1
8.013	0.9	face	n/a	n/a	n/a	1
9.013	0.917	face	n/a	n/a	n/a	1
10.013	0.9	face	561	2	2	1
11.013	0.917	face	n/a	n/a	n/a	1
12.013	0.917	face	617	2	2	1
13.013	0.917	face	n/a	n/a	n/a	1
14.013	0.917	face	457	2	2	1
15.013	0.9	face	n/a	n/a	n/a	1
16.013	0.917	face	457	2	2	1
17.013	0.9	face	n/a	n/a	n/a	1
18.013	0.917	face	473	2	2	1
19.013	0.917	face	n/a	n/a	n/a	1
20.013	0.917	face	n/a	n/a	n/a	1
31.063	0.917	scene	n/a	n/a	n/a	1
32.013	0.917	scene	481	2	2	1
33.013	0.917	scene	n/a	n/a	n/a	1
34.013	0.917	scene	433	2	2	1
35.013	0.9	scene	n/a	n/a	n/a	1
36.013	0.917	scene	417	2	2	1
37.013	0.917	scene	n/a	n/a	n/a	1
38.013	0.9	scene	n/a	n/a	n/a	1
39.013	0.917	scene	n/a	n/a	n/a	1
40.013	0.917	scene	473	2	2	1
41.013	0.917	scene	n/a	n/a	n/a	1
42.013	0.9	scene	n/a	n/a	n/a	1
43.013	0.917	scene	425	2	2	1
44.013	0.9	scene	n/a	n/a	n/a	1
45.013	0.917	scene	n/a	n/a	n/a	1
46.013	0.917	scene	449	2	2	1
57.063	0.917	car	n/a	n/a	n/a	1
58.013	0.917	car	417	2	2	1
59.013	0.9	car	n/a	n/a	n/a	1
60.013	0.9	car	n/a	n/a	n/a	1
61.013	0.917	car	466	2	2	1
62.013	0.9	car	n/a	n/a	n/a	1
63.012	0.917	car	n/a	n/a	n/a	1
64.012	0.917	car	418	2	2	1
65.012	0.917	car	n/a	n/a	n/a	1
66.012	0.917	car	474	2	2	1
67.012	0.9	car	n/a	n/a	n/a	1
68.012	0.9	car	n/a	n/a	n/a	1
69.012	0.917	car	442	2	2	1
70.012	0.9	car	n/a	n/a	n/a	1
71.012	0.917	car	522	2	2	1
72.012	0.9	car	n/a	n/a	n/a	1
83.046	0.917	word	n/a	n/a	n/a	1
