onset	duration	cond	RT	resp	cresp	acc
4.982	0.917	car	n/a	n/a	n/a	1
6.015	0.917	car	734	2	n/a	0
6.999	0.917	car	847	2	2	1
7.999	0.917	car	n/a	n/a	n/a	1
8.999	0.917	car	n/a	n/a	n/a	1
9.999	0.917	car	639	2	2	1
10.999	0.9	car	n/a	n/a	n/a	1
11.999	0.918	car	631	2	2	1
12.999	0.9	car	n/a	n/a	n/a	1
13.999	0.917	car	671	2	2	1
14.999	0.917	car	n/a	n/a	n/a	1
16.015	0.9	car	590	2	2	1
16.999	0.917	car	n/a	n/a	n/a	1
18.015	0.917	car	630	2	2	1
18.999	0.917	car	n/a	n/a	n/a	1
20.015	0.917	car	n/a	n/a	n/a	1
31.082	0.917	face	n/a	n/a	n/a	1
32.032	0.917	face	710	2	2	1
33.015	0.917	face	n/a	n/a	n/a	1
34.015	0.9	face	591	2	2	1
34.998	0.917	face	n/a	n/a	n/a	1
36.015	0.917	face	487	2	2	1
36.998	0.917	face	n/a	n/a	n/a	1
37.998	0.917	face	n/a	n/a	n/a	1
38.998	0.917	face	n/a	n/a	n/a	1
40.015	0.917	face	519	2	2	1
40.998	0.917	face	n/a	n/a	n/a	1
41.981	0.917	face	n/a	n/a	n/a	1
43.015	0.917	face	503	2	2	1
44.015	0.9	face	n/a	n/a	n/a	1
44.998	0.917	face	n/a	n/a	n/a	1
46.015	0.917	face	519	2	2	1
57.081	0.917	scene	n/a	n/a	n/a	1
58.031	0.917	scene	478	2	2	1
58.998	0.9	scene	n/a	n/a	n/a	1
59.981	0.917	scene	n/a	n/a	n/a	1
60.998	0.917	scene	576	2	2	1
61.998	0.917	scene	n/a	n/a	n/a	1
63.014	0.9	scene	n/a	n/a	n/a	1
64.014	0.917	scene	455	2	2	1
64.998	0.917	scene	n/a	n/a	n/a	1
66.014	0.917	scene	583	2	2	1
66.998	0.9	scene	n/a	n/a	n/a	1
68.014	0.917	scene	n/a	n/a	n/a	1
69.014	0.917	scene	415	2	2	1
69.998	0.9	scene	n/a	n/a	n/a	1
70.998	0.917	scene	472	2	2	1
72.014	0.9	scene	n/a	n/a	n/a	1
83.064	0.917	word	n/a	n/a	n/a	1
84.048	0.9	word	n/a	n/a	n/a	1
85.014	0.917	word	551	2	2	1
85.997	0.917	word	n/a	n/a	n/a	1
86.981	0.917	word	n/a	n/a	n/a	1
87.997	0.917	word	536	2	2	1
88.997	0.917	word	n/a	n/a	n/a	1
90.014	0.917	word	487	2	2	1
90.997	0.9	word	n/a	n/a	n/a	1
92.014	0.917	word	n/a	n/a	n/a	1
93.014	0.917	word	471	2	2	1
93.997	0.917	word	n/a	n/a	n/a	1
95.014	0.917	word	463	2	2	1
95.997	0.917	word	n/a	n/a	n/a	1
97.014	0.9	word	511	2	2	1
98.018	0.912	word	n/a	n/a	n/a	1
109.064	0.917	scene	n/a	n/a	n/a	1
110.014	0.917	scene	n/a	n/a	n/a	1
111.014	0.917	scene	400	2	2	1
112.014	0.9	scene	n/a	n/a	n/a	1
113.014	0.917	scene	512	2	2	1
114.014	0.917	scene	n/a	n/a	n/a	1
115.014	0.917	scene	472	2	2	1
116.014	0.917	scene	n/a	n/a	n/a	1
117.014	0.917	scene	n/a	n/a	n/a	1
118.014	0.9	scene	n/a	n/a	n/a	1
119.014	0.917	scene	432	2	2	1
120.014	0.917	scene	n/a	n/a	n/a	1
121.014	0.917	scene	664	2	2	1
122.014	0.917	scene	n/a	n/a	n/a	1
123.014	0.918	scene	520	2	2	1
124.014	0.917	scene	n/a	n/a	n/a	1
135.08	0.9	face	n/a	n/a	n/a	1
136.013	0.917	face	n/a	n/a	n/a	1
137.013	0.917	face	n/a	n/a	n/a	1
138.013	0.917	face	440	2	2	1
139.013	0.917	face	n/a	n/a	n/a	1
140.013	0.917	face	n/a	n/a	n/a	1
141.013	0.917	face	424	2	2	1
142.013	0.9	face	n/a	n/a	n/a	1
143.013	0.917	face	552	2	2	1
144.013	0.917	face	n/a	n/a	n/a	1
145.013	0.917	face	n/a	n/a	n/a	1
146.013	0.917	face	496	2	2	1
147.013	0.917	face	n/a	n/a	n/a	1
148.013	0.917	face	584	2	2	1
149.013	0.917	face	n/a	n/a	n/a	1
150.013	0.917	face	464	2	2	1
161.063	0.917	car	n/a	n/a	n/a	1
162.013	0.917	car	576	2	2	1
163.013	0.9	car	n/a	n/a	n/a	1
164.013	0.917	car	n/a	n/a	n/a	1
165.013	0.917	car	464	2	2	1
166.013	0.9	car	n/a	n/a	n/a	1
166.996	0.917	car	465	2	2	1
168.013	0.917	car	n/a	n/a	n/a	1
169.013	0.917	car	472	2	2	1
170.013	0.917	car	n/a	n/a	n/a	1
171.013	0.917	car	n/a	n/a	n/a	1
172.013	0.917	car	448	2	2	1
173.013	0.917	car	n/a	n/a	n/a	1
174.013	0.9	car	n/a	n/a	n/a	1
175.013	0.917	car	601	2	2	1
176.013	0.917	car	n/a	n/a	n/a	1
187.079	0.9	word	n/a	n/a	n/a	1
188.013	0.917	word	n/a	n/a	n/a	1
189.013	0.918	word	529	2	2	1
190.013	0.917	word	n/a	n/a	n/a	1
191.013	0.917	word	497	2	2	1
192.013	0.917	word	n/a	n/a	n/a	1
193.013	0.917	word	n/a	n/a	n/a	1
194.013	0.917	word	457	2	2	1
195.013	0.9	word	n/a	n/a	n/a	1
196.016	0.918	word	662	2	2	1
197.013	0.916	word	n/a	n/a	n/a	1
198.013	0.917	word	465	2	2	1
199.013	0.917	word	n/a	n/a	n/a	1
200.013	0.917	word	433	2	2	1
201.013	0.9	word	n/a	n/a	n/a	1
202.013	0.917	word	n/a	n/a	n/a	1
213.079	0.917	scene	n/a	n/a	n/a	1
214.029	0.917	scene	n/a	n/a	n/a	1
215.012	0.917	scene	n/a	n/a	n/a	1
216.012	0.917	scene	425	2	2	1
217.012	0.917	scene	n/a	n/a	n/a	1
218.012	0.917	scene	513	2	2	1
219.012	0.917	scene	n/a	n/a	n/a	1
220.012	0.9	scene	n/a	n/a	n/a	1
220.996	0.917	scene	514	2	2	1
222.012	0.9	scene	n/a	n/a	n/a	1
223.012	0.917	scene	473	2	2	1
224.012	0.917	scene	n/a	n/a	n/a	1
225.012	0.917	scene	465	2	2	1
226.012	0.9	scene	n/a	n/a	n/a	1
226.995	0.917	scene	n/a	n/a	n/a	1
228.012	0.917	scene	441	2	2	1
239.079	0.917	word	n/a	n/a	n/a	1
240.029	0.9	word	n/a	n/a	n/a	1
241.012	0.917	word	466	2	2	1
242.012	0.917	word	n/a	n/a	n/a	1
243.012	0.917	word	490	2	2	1
244.012	0.9	word	n/a	n/a	n/a	1
245.012	0.917	word	n/a	n/a	n/a	1
246.012	0.917	word	569	2	2	1
247.012	0.917	word	n/a	n/a	n/a	1
248.012	0.9	word	n/a	n/a	n/a	1
249.012	0.917	word	530	2	2	1
250.012	0.9	word	n/a	n/a	n/a	1
250.995	0.9	word	562	2	2	1
252.012	0.9	word	n/a	n/a	n/a	1
253.016	0.912	word	685	2	2	1
254.012	0.9	word	n/a	n/a	n/a	1
265.065	0.913	face	n/a	n/a	n/a	1
266.012	0.9	face	530	2	2	1
267.012	0.917	face	n/a	n/a	n/a	1
268.012	0.917	face	n/a	n/a	n/a	1
269.012	0.917	face	n/a	n/a	n/a	1
270.012	0.917	face	482	2	2	1
271.012	0.917	face	n/a	n/a	n/a	1
272.012	0.917	face	n/a	n/a	n/a	1
273.012	0.918	face	498	2	2	1
274.012	0.917	face	n/a	n/a	n/a	1
275.011	0.917	face	n/a	n/a	n/a	1
276.012	0.917	face	434	2	2	1
277.012	0.917	face	n/a	n/a	n/a	1
278.011	0.917	face	522	2	2	1
279.011	0.917	face	n/a	n/a	n/a	1
280.011	0.918	face	458	2	2	1
291.078	0.9	car	n/a	n/a	n/a	1
292.011	0.917	car	618	2	2	1
293.011	0.917	car	n/a	n/a	n/a	1
294.011	0.917	car	498	2	2	1
295.011	0.917	car	n/a	n/a	n/a	1
296.011	0.917	car	n/a	n/a	n/a	1
297.011	0.917	car	410	2	2	1
298.011	0.917	car	n/a	n/a	n/a	1
299.011	0.917	car	n/a	n/a	n/a	1
300.011	0.917	car	434	2	2	1
301.011	0.9	car	n/a	n/a	n/a	1
302.011	0.917	car	n/a	n/a	n/a	1
303.011	0.917	car	442	2	2	1
304.011	0.917	car	n/a	n/a	n/a	1
305.011	0.917	car	522	2	2	1
306.011	0.917	car	n/a	n/a	n/a	1
317.078	0.917	face	n/a	n/a	n/a	1
318.028	0.9	face	n/a	n/a	n/a	1
319.011	0.917	face	659	2	2	1
320.011	0.917	face	n/a	n/a	n/a	1
321.011	0.9	face	n/a	n/a	n/a	1
322.011	0.917	face	467	2	2	1
323.011	0.917	face	n/a	n/a	n/a	1
324.011	0.917	face	475	2	2	1
325.011	0.9	face	n/a	n/a	n/a	1
326.011	0.917	face	555	2	2	1
327.011	0.917	face	n/a	n/a	n/a	1
328.011	0.917	face	691	2	2	1
329.011	0.917	face	n/a	n/a	n/a	1
330.011	0.917	face	n/a	n/a	n/a	1
331.011	0.917	face	451	2	2	1
332.011	0.917	face	n/a	n/a	n/a	1
343.077	0.917	car	n/a	n/a	n/a	1
344.044	0.9	car	n/a	n/a	n/a	1
345.011	0.918	car	467	2	2	1
346.01	0.917	car	n/a	n/a	n/a	1
347.01	0.917	car	n/a	n/a	n/a	1
348.01	0.917	car	515	2	2	1
349.01	0.917	car	n/a	n/a	n/a	1
350.01	0.917	car	555	2	2	1
351.01	0.9	car	n/a	n/a	n/a	1
352.01	0.9	car	n/a	n/a	n/a	1
353.01	0.917	car	483	2	2	1
354.01	0.917	car	n/a	n/a	n/a	1
355.01	0.917	car	515	2	2	1
356.01	0.917	car	n/a	n/a	n/a	1
357.01	0.917	car	619	2	2	1
358.01	0.917	car	n/a	n/a	n/a	1
369.081	0.913	scene	n/a	n/a	n/a	1
370.043	0.917	scene	n/a	n/a	n/a	1
371.01	0.917	scene	443	2	2	1
372.01	0.917	scene	n/a	n/a	n/a	1
373.01	0.917	scene	451	2	2	1
374.01	0.917	scene	n/a	n/a	n/a	1
375.01	0.917	scene	n/a	n/a	n/a	1
376.01	0.917	scene	467	2	2	1
377.01	0.917	scene	n/a	n/a	n/a	1
378.01	0.917	scene	n/a	n/a	n/a	1
379.01	0.917	scene	571	2	2	1
380.01	0.917	scene	n/a	n/a	2	0
381.01	0.917	scene	275	2	n/a	0
382.01	0.917	scene	619	2	2	1
383.01	0.917	scene	n/a	n/a	n/a	1
384.01	0.917	scene	n/a	n/a	n/a	1
395.076	0.9	word	n/a	n/a	n/a	1
396.026	0.917	word	563	2	2	1
397.01	0.917	word	n/a	n/a	n/a	1
398.01	0.917	word	588	2	2	1
399.01	0.917	word	n/a	n/a	n/a	1
400.01	0.917	word	n/a	n/a	n/a	1
401.01	0.917	word	n/a	n/a	n/a	1
402.01	0.917	word	428	2	2	1
403.01	0.917	word	n/a	n/a	n/a	1
404.01	0.917	word	508	2	2	1
405.01	0.917	word	n/a	n/a	n/a	1
406.01	0.917	word	n/a	n/a	n/a	1
407.01	0.917	word	n/a	n/a	n/a	1
408.01	0.917	word	452	2	2	1
409.01	0.917	word	n/a	n/a	n/a	1
410.01	0.917	word	484	2	2	1
421.076	0.917	car	n/a	n/a	n/a	1
422.043	0.917	car	563	2	2	1
423.009	0.921	car	n/a	n/a	n/a	1
424.009	0.917	car	444	2	2	1
425.009	0.917	car	n/a	n/a	n/a	1
426.009	0.917	car	436	2	2	1
427.009	0.9	car	n/a	n/a	n/a	1
428.009	0.917	car	n/a	n/a	n/a	1
429.009	0.917	car	484	2	2	1
430.009	0.9	car	n/a	n/a	n/a	1
431.009	0.917	car	n/a	n/a	n/a	1
432.009	0.917	car	420	2	2	1
433.009	0.917	car	n/a	n/a	n/a	1
434.009	0.917	car	540	2	2	1
435.009	0.917	car	n/a	n/a	n/a	1
436.009	0.917	car	n/a	n/a	n/a	1
447.076	0.917	face	n/a	n/a	n/a	1
448.042	0.917	face	n/a	n/a	n/a	1
449.009	0.921	face	444	2	2	1
450.009	0.9	face	n/a	n/a	n/a	1
451.009	0.917	face	n/a	n/a	n/a	1
452.009	0.917	face	509	2	2	1
453.009	0.9	face	n/a	n/a	n/a	1
454.009	0.9	face	n/a	n/a	n/a	1
455.009	0.917	face	460	2	2	1
456.009	0.917	face	n/a	n/a	n/a	1
457.009	0.917	face	524	2	2	1
458.009	0.917	face	n/a	n/a	n/a	1
459.009	0.917	face	n/a	n/a	n/a	1
460.009	0.917	face	501	2	2	1
461.009	0.917	face	n/a	n/a	n/a	1
462.009	0.917	face	453	2	2	1
473.075	0.917	scene	n/a	n/a	n/a	1
474.042	0.917	scene	619	2	2	1
475.009	0.917	scene	n/a	n/a	n/a	1
476.009	0.9	scene	n/a	n/a	n/a	1
477.009	0.917	scene	565	2	2	1
478.009	0.917	scene	n/a	n/a	n/a	1
479.009	0.917	scene	445	2	2	1
480.009	0.9	scene	n/a	n/a	n/a	1
481.009	0.917	scene	461	2	2	1
482.009	0.917	scene	n/a	n/a	n/a	1
483.009	0.917	scene	501	2	2	1
484.009	0.917	scene	n/a	n/a	n/a	1
485.009	0.917	scene	n/a	n/a	n/a	1
486.009	0.9	scene	n/a	n/a	n/a	1
487.009	0.917	scene	n/a	n/a	n/a	1
488.008	0.917	scene	453	2	2	1
499.075	0.917	word	n/a	n/a	n/a	1
500.042	0.917	word	n/a	n/a	n/a	1
501.008	0.917	word	n/a	n/a	n/a	1
502.008	0.917	word	453	2	2	1
503.008	0.917	word	n/a	n/a	n/a	1
504.008	0.917	word	n/a	n/a	n/a	1
505.008	0.917	word	469	2	2	1
506.008	0.917	word	n/a	n/a	n/a	1
507.008	0.917	word	557	2	2	1
508.008	0.917	word	n/a	n/a	n/a	1
509.008	0.9	word	469	2	2	1
510.008	0.917	word	n/a	n/a	n/a	1
511.008	0.9	word	n/a	n/a	n/a	1
512.008	0.917	word	485	2	2	1
513.008	0.917	word	n/a	n/a	n/a	1
514.008	0.917	word	565	2	2	1
525.075	0.917	word	n/a	n/a	n/a	1
526.041	0.9	word	n/a	n/a	n/a	1
527.008	0.917	word	n/a	n/a	n/a	1
528.008	0.917	word	453	2	2	1
529.008	0.917	word	n/a	n/a	n/a	1
530.008	0.917	word	n/a	n/a	n/a	1
531.008	0.917	word	534	2	2	1
532.008	0.917	word	n/a	n/a	n/a	1
533.008	0.917	word	574	2	2	1
534.008	0.917	word	n/a	n/a	n/a	1
535.008	0.917	word	566	2	2	1
536.008	0.917	word	n/a	n/a	n/a	1
537.008	0.9	word	n/a	n/a	n/a	1
538.008	0.917	word	454	2	2	1
539.008	0.917	word	n/a	n/a	n/a	1
540.008	0.917	word	566	2	2	1
551.074	0.9	car	n/a	n/a	n/a	1
552.026	0.914	car	n/a	n/a	n/a	1
553.008	0.917	car	486	2	2	1
554.008	0.917	car	n/a	n/a	n/a	1
555.008	0.917	car	462	2	2	1
556.008	0.917	car	n/a	n/a	n/a	1
557.008	0.9	car	502	2	2	1
558.008	0.917	car	n/a	n/a	n/a	1
559.008	0.917	car	406	2	2	1
560.007	0.917	car	n/a	n/a	n/a	1
561.007	0.917	car	406	2	2	1
562.007	0.917	car	n/a	n/a	n/a	1
563.007	0.917	car	n/a	n/a	n/a	1
564.007	0.917	car	n/a	n/a	n/a	1
565.007	0.9	car	n/a	n/a	n/a	1
566.007	0.917	car	462	2	2	1
577.074	0.917	scene	n/a	n/a	n/a	1
578.041	0.917	scene	n/a	n/a	n/a	1
579.007	0.917	scene	470	2	2	1
580.007	0.9	scene	n/a	n/a	n/a	1
581.007	0.917	scene	606	2	2	1
582.007	0.917	scene	n/a	n/a	n/a	1
583.007	0.917	scene	566	2	2	1
584.007	0.917	scene	n/a	n/a	n/a	1
585.007	0.917	scene	n/a	n/a	n/a	1
586.007	0.9	scene	694	2	2	1
587.007	0.917	scene	n/a	n/a	n/a	1
588.007	0.917	scene	502	2	2	1
589.007	0.9	scene	n/a	n/a	n/a	1
590.007	0.917	scene	n/a	n/a	n/a	1
591.007	0.917	scene	n/a	n/a	n/a	1
592.007	0.917	scene	526	2	2	1
603.074	0.917	face	n/a	n/a	n/a	1
604.04	0.917	face	493	2	2	1
605.007	0.917	face	n/a	n/a	n/a	1
606.007	0.917	face	423	2	2	1
607.007	0.917	face	n/a	n/a	n/a	1
608.007	0.917	face	n/a	n/a	n/a	1
609.007	0.917	face	415	2	2	1
610.007	0.917	face	n/a	n/a	n/a	1
611.007	0.917	face	n/a	n/a	n/a	1
