onset	duration	cue	cond	sbjResp	sbjRT	mcAcc	mcResp	cResp	mcRT	lures
6.032	11	MIST	practice	1	639	1	5	2345	733	51,46,57,61
25.998	11	CURB	short	3	1288	1	5	5	2029	61,56,66,46
45.998	11	PARCEL	omit	5	656	1	5	5	1046	55,26,22,51
65.998	11	SEAT	lure	1	817	1	2	2345	551	55,48,68,30
86.014	11	MOUNTAIN	lure	1	800	1	4	2345	726	02,50,01,06
106.014	11	MACHINE	long	4	809	1	3	3	1231	70,30,65,23
125.997	11	DEPOT	short	4	682	1	2	2	1720	06,68,63,51
145.997	11	MONSOON	long	5	594	1	4	4	1952	28,08,01,70
165.997	11	BRASS	lure	2	690	1	4	2345	1616	61,70,39,26
185.996	11	CORD	omit	n/a	n/a	0	5	2	432	09,39,23,63
205.996	11	PANEL	lure	2	947	1	4	2345	1209	26,63,20,40
225.996	11	SAIL	long	n/a	n/a	1	4	4	1241	65,63,61,51
245.997	11	ASHES	short	4	379	1	2	2	1609	40,26,09,50
265.997	11	PORTAL	lure	2	883	1	2	2345	1594	63,50,26,56
285.995	11	GOLF	lure	1	812	1	3	2345	1434	09,30,51,35
305.999	11	BOTTLE	omit	4	1484	1	3	3	1330	70,39,20,08
325.996	11	NICKEL	lure	1	1796	1	2	2345	1426	61,40,50,08
345.996	11	HURDLE	omit	4	1197	1	2	2	1211	35,28,01,68
365.994	11	FOIL	short	5	757	1	3	3	1955	56,20,63,01
385.995	11	COURT	lure	1	1101	1	2	2345	1563	28,02,48,68
405.993	11	RAVINE	long	5	854	1	2	2	1300	65,48,28,07
425.996	11	FLAG	lure	1	701	1	2	2345	612	40,49,61,63
445.993	11	RAMP	short	5	670	1	2	2	1276	77,56,68,07
465.992	11	ARROW	long	4	1606	1	5	5	1052	20,77,65,07
485.992	11	HOSE	omit	4	1423	1	3	3	1637	28,26,30,22
505.992	11	JOURNAL	lure	1	975	1	3	2345	853	07,61,63,20
525.992	11	DOME	omit	4	687	1	5	5	1221	26,56,68,08
545.991	11	MAST	long	4	1231	1	3	3	1189	08,66,50,51
565.991	11	MALLET	lure	1	880	1	4	2345	1046	65,40,02,35
585.974	11	LIGHT	short	3	1361	1	4	4	1199	46,26,49,08
605.974	11	BROOM	lure	2	857	1	2	2345	1999	30,46,68,56
625.99	11	DRILL	short	4	1297	1	4	4	2223	06,39,22,20
645.99	11	CABLE	lure	1	1049	1	2	2345	1055	66,01,65,35
665.989	11	CLUB	long	4	881	1	2	2	1783	55,35,22,65
685.989	11	ROOT	lure	1	585	1	5	2345	776	30,09,23,35
705.989	11	TARGET	omit	3	1802	1	4	4	1392	02,46,48,68
725.989	11	DIRT	short	5	618	1	3	3	1816	01,68,02,39
745.988	11	CONE	long	3	882	1	2	2	1232	63,77,01,09
765.988	11	VAULT	lure	1	971	1	3	2345	1785	65,39,20,26
785.988	11	COLUMN	omit	3	1075	1	4	4	1761	57,40,70,50
805.971	11	CHROME	lure	1	1732	1	4	2345	650	22,07,40,77
825.975	11	ELBOW	lure	1	1324	1	5	2345	1538	68,56,57,26
845.975	11	CORK	short	5	898	1	2	2	1594	23,66,02,01
865.971	11	TAPE	omit	5	205	1	4	4	1923	22,70,57,35
885.97	11	RAINDROP	lure	1	941	1	4	2345	1355	39,28,68,23
905.973	11	PUTTY	long	5	1269	1	5	5	1307	23,39,08,28
925.97	11	LEAF	lure	1	1101	1	3	2345	1308	55,01,07,30
945.969	11	BRUSH	long	4	782	1	2	2	1476	50,55,09,35
965.973	11	TIRE	short	5	2646	1	5	5	1108	08,35,30,02
985.968	11	GRAVEL	omit	5	710	1	4	4	1324	02,70,56,48
1005.968	11	PELLET	lure	2	2159	1	2	2345	893	61,06,08,22
