onset	duration	cue	cond	sbjResp	sbjRT	mcAcc	mcResp	cResp	mcRT	lures
6.032	11	MIST	practice	1	1016	0	n/a	2345	n/a	49,70,51,35
26.012	11	PIANO	lure	n/a	n/a	0	n/a	2345	n/a	09,66,68,40
46.011	11	CLUB	long	4	1155	1	2	2	1569	55,77,06,51
66.011	11	HURDLE	omit	5	1147	1	3	3	1353	63,35,68,01
86.01	11	ROAD	lure	1	571	1	3	2345	1409	02,30,22,06
106.01	11	LIGHT	short	4	1107	1	3	3	849	46,49,39,23
126.01	11	PENDULUM	lure	1	716	1	3	2345	1746	56,61,68,48
146.009	11	BELL	lure	1	1132	1	5	2345	1810	49,01,77,09
166.009	11	CORK	short	5	676	1	3	3	1218	06,23,40,70
186.009	11	HOSE	omit	4	1357	1	2	2	1450	26,08,23,02
206.009	11	MONSOON	long	4	1589	1	5	5	1515	30,35,48,01
226.008	11	TIRE	short	4	925	1	5	5	1699	77,57,48,02
245.991	11	TARGET	omit	3	1678	1	3	3	1428	01,48,65,46
265.995	11	SAIL	long	5	902	1	4	4	1228	28,77,61,26
285.991	11	BADGE	lure	1	1215	1	3	2345	1869	06,40,63,20
305.995	11	ACRE	lure	1	1263	1	4	2345	1957	02,63,66,20
325.99	11	BRUSH	long	5	1919	1	4	4	1005	57,70,50,06
345.99	11	ASHES	short	n/a	n/a	1	2	2	1894	40,48,63,01
365.99	11	GRAVEL	omit	4	1168	1	3	3	1038	07,56,35,30
385.993	11	SIGN	lure	1	751	1	3	2345	1358	48,40,06,08
405.989	11	PICK	lure	1	2208	1	5	2345	1807	23,56,26,57
426.005	11	CIRCUIT	lure	2	1176	1	4	2345	2126	26,35,66,48
445.988	11	PARCEL	omit	5	1025	1	5	5	1383	20,01,65,51
465.989	11	TIMBER	lure	1	929	1	4	2345	2127	40,51,28,23
485.991	11	FOIL	short	4	1426	1	4	4	1920	46,57,20,65
505.988	11	CONE	long	3	890	1	2	2	1640	63,68,77,49
525.987	11	PATCH	lure	1	1602	1	3	2345	2056	30,66,07,35
545.991	11	CURB	short	3	1203	1	3	3	1577	66,46,20,77
565.987	11	ENGINE	lure	1	1243	1	5	2345	2313	20,07,08,23
585.99	11	TAPE	omit	5	1347	1	5	5	1633	51,26,56,57
605.986	11	MAST	long	n/a	n/a	1	3	3	1345	65,66,63,08
625.986	11	CONTRACT	lure	1	788	1	5	2345	1786	49,68,56,26
645.987	11	BOTTLE	omit	4	1196	1	2	2	2290	39,50,01,57
665.985	11	RAVINE	long	5	1356	1	5	5	1554	30,48,22,65
685.985	11	DRILL	short	3	1460	1	3	3	1451	09,22,46,56
705.985	11	ROPE	lure	2	2085	1	4	2345	1507	22,39,09,70
725.984	11	ARROW	long	5	1373	1	5	5	1171	68,23,20,07
745.984	11	COLUMN	omit	3	1229	1	4	4	1907	07,68,70,66
765.984	11	RAMP	short	4	1998	1	3	3	1372	49,77,35,06
785.984	11	TRACK	lure	1	1070	1	4	2345	2100	57,23,56,63
805.983	11	MOON	lure	1	830	1	5	2345	2204	26,70,30,07
825.983	11	PLANK	lure	1	1263	1	3	2345	1645	55,77,23,06
845.966	11	DEPOT	short	4	871	1	5	5	1414	51,49,20,06
865.966	11	DOME	omit	5	608	1	5	5	1614	09,07,26,08
885.982	11	BUCKET	lure	1	1007	1	2	2345	1565	68,08,66,02
905.965	11	MACHINE	long	5	768	1	4	4	1126	51,09,30,39
925.965	11	PADDLE	lure	1	897	1	3	2345	1439	68,63,61,77
945.981	11	CORD	omit	5	1448	1	3	3	1110	28,09,06,30
965.981	11	PUTTY	long	5	1921	1	3	3	1335	50,28,57,30
985.964	11	DIRT	short	4	1233	1	2	2	1416	68,77,02,56
1005.964	11	SPOKE	lure	1	850	1	5	2345	1904	30,06,48,50
