onset	duration	cond	RT	resp	cresp	acc
165.006	0.917	word	n/a	n/a	n/a	1
166.006	0.917	word	n/a	n/a	n/a	1
167.006	0.917	word	576	2	2	1
168.006	0.917	word	n/a	n/a	n/a	1
169.006	0.917	word	448	2	2	1
170.006	0.9	word	n/a	n/a	n/a	1
171.006	0.917	word	496	2	2	1
172.006	0.917	word	n/a	n/a	n/a	1
173.006	0.9	word	n/a	n/a	n/a	1
174.006	0.917	word	560	2	2	1
175.006	0.9	word	n/a	n/a	n/a	1
176.006	0.918	word	560	2	2	1
187.073	0.917	car	n/a	n/a	n/a	1
188.023	0.9	car	511	2	2	1
189.006	0.917	car	n/a	n/a	n/a	1
190.006	0.917	car	600	2	2	1
191.006	0.917	car	n/a	n/a	n/a	1
192.006	0.9	car	n/a	n/a	n/a	1
193.006	0.917	car	n/a	n/a	n/a	1
194.006	0.917	car	n/a	n/a	n/a	1
195.006	0.917	car	544	2	2	1
196.006	0.917	car	n/a	n/a	n/a	1
197.006	0.917	car	536	2	2	1
198.006	0.9	car	n/a	n/a	n/a	1
199.006	0.917	car	520	2	2	1
200.006	0.917	car	n/a	n/a	n/a	1
201.006	0.917	car	520	2	2	1
202.006	0.917	car	n/a	n/a	n/a	1
213.073	0.916	face	n/a	n/a	n/a	1
214.022	0.917	face	448	2	2	1
215.006	0.917	face	n/a	n/a	n/a	1
216.006	0.9	face	n/a	n/a	n/a	1
217.005	0.917	face	n/a	n/a	n/a	1
218.005	0.917	face	560	2	2	1
219.005	0.9	face	n/a	n/a	n/a	1
220.005	0.917	face	n/a	n/a	n/a	1
221.005	0.917	face	496	2	2	1
222.005	0.917	face	n/a	n/a	n/a	1
223.005	0.917	face	616	2	2	1
224.005	0.917	face	n/a	n/a	n/a	1
225.005	0.917	face	512	2	2	1
226.005	0.9	face	n/a	n/a	n/a	1
227.005	0.917	face	528	2	2	1
228.005	0.9	face	n/a	n/a	n/a	1
239.055	0.9	car	n/a	n/a	n/a	1
240.005	0.917	car	n/a	n/a	n/a	1
241.005	0.917	car	n/a	n/a	n/a	1
242.005	0.917	car	601	2	2	1
243.005	0.9	car	n/a	n/a	n/a	1
244.005	0.917	car	n/a	n/a	n/a	1
245.005	0.917	car	497	2	2	1
246.005	0.917	car	n/a	n/a	n/a	1
247.005	0.917	car	585	2	2	1
248.005	0.917	car	n/a	n/a	n/a	1
249.005	0.917	car	n/a	n/a	n/a	1
250.005	0.9	car	553	2	2	1
251.005	0.9	car	n/a	n/a	n/a	1
252.005	0.917	car	497	2	2	1
253.005	0.917	car	n/a	n/a	n/a	1
254.005	0.917	car	457	2	2	1
265.072	0.916	word	n/a	n/a	n/a	1
266.021	0.917	word	n/a	n/a	n/a	1
267.005	0.9	word	n/a	n/a	n/a	1
268.005	0.917	word	537	2	2	1
269.005	0.917	word	n/a	n/a	n/a	1
270.005	0.917	word	457	2	2	1
271.005	0.917	word	n/a	n/a	n/a	1
272.005	0.9	word	481	2	2	1
273.005	0.917	word	n/a	n/a	n/a	1
274.005	0.917	word	433	2	2	1
275.005	0.917	word	n/a	n/a	n/a	1
276.005	0.919	word	473	2	2	1
277.005	0.917	word	n/a	n/a	n/a	1
278.005	0.917	word	617	2	2	1
279.005	0.917	word	n/a	n/a	n/a	1
280.005	0.917	word	n/a	n/a	n/a	1
291.073	0.915	scene	n/a	n/a	n/a	1
292.021	0.917	scene	545	2	2	1
293.004	0.9	scene	n/a	n/a	n/a	1
294.004	0.917	scene	n/a	n/a	n/a	1
295.004	0.917	scene	529	2	2	1
296.004	0.917	scene	n/a	n/a	n/a	1
297.004	0.917	scene	489	2	2	1
298.004	0.917	scene	n/a	n/a	n/a	1
299.004	0.917	scene	505	2	2	1
300.004	0.917	scene	n/a	n/a	n/a	1
301.004	0.917	scene	497	2	2	1
302.004	0.917	scene	n/a	n/a	n/a	1
303.004	0.917	scene	n/a	n/a	n/a	1
304.004	0.917	scene	n/a	n/a	n/a	1
305.004	0.917	scene	577	2	2	1
306.004	0.917	scene	n/a	n/a	n/a	1
317.072	0.915	scene	n/a	n/a	n/a	1
318.021	0.917	scene	529	2	2	1
319.004	0.917	scene	n/a	n/a	n/a	1
320.004	0.917	scene	n/a	n/a	n/a	1
321.004	0.917	scene	n/a	n/a	n/a	1
322.004	0.917	scene	n/a	n/a	n/a	1
323.004	0.917	scene	498	2	2	1
324.004	0.917	scene	n/a	n/a	n/a	1
325.004	0.9	scene	450	2	2	1
326.004	0.917	scene	n/a	n/a	n/a	1
327.004	0.917	scene	498	2	2	1
328.004	0.917	scene	n/a	n/a	n/a	1
329.004	0.917	scene	n/a	n/a	n/a	1
330.004	0.917	scene	554	2	2	1
331.004	0.9	scene	n/a	n/a	n/a	1
332.004	0.917	scene	506	2	2	1
343.07	0.9	face	n/a	n/a	n/a	1
344.02	0.917	face	505	2	2	1
345.004	0.9	face	n/a	n/a	n/a	1
346.004	0.9	face	490	2	2	1
347.004	0.917	face	n/a	n/a	n/a	1
348.004	0.917	face	514	2	2	1
349.004	0.917	face	n/a	n/a	n/a	1
350.004	0.917	face	522	2	2	1
351.004	0.917	face	n/a	n/a	n/a	1
352.004	0.917	face	n/a	n/a	n/a	1
353.004	0.9	face	n/a	n/a	n/a	1
354.004	0.918	face	530	2	2	1
355.004	0.917	face	n/a	n/a	n/a	1
356.004	0.917	face	n/a	n/a	n/a	1
357.004	0.917	face	586	2	2	1
358.004	0.917	face	n/a	n/a	n/a	1
369.07	0.917	word	n/a	n/a	n/a	1
370.037	0.917	word	n/a	n/a	n/a	1
371.003	0.917	word	n/a	n/a	n/a	1
372.003	0.917	word	450	2	2	1
373.003	0.9	word	n/a	n/a	n/a	1
374.003	0.917	word	554	2	2	1
375.003	0.9	word	n/a	n/a	n/a	1
376.003	0.917	word	n/a	n/a	n/a	1
377.003	0.917	word	530	2	2	1
378.003	0.917	word	n/a	n/a	n/a	1
379.003	0.9	word	n/a	n/a	n/a	1
380.003	0.917	word	506	2	2	1
381.003	0.917	word	n/a	n/a	n/a	1
382.003	0.917	word	482	2	2	1
383.003	0.9	word	n/a	n/a	n/a	1
384.003	0.917	word	602	2	2	1
395.073	0.913	car	n/a	n/a	n/a	1
396.036	0.917	car	n/a	n/a	n/a	1
397.003	0.917	car	555	2	2	1
398.003	0.917	car	n/a	n/a	n/a	1
399.003	0.9	car	n/a	n/a	n/a	1
400.003	0.917	car	547	2	2	1
401.003	0.9	car	n/a	n/a	n/a	1
402.003	0.917	car	499	2	2	1
403.003	0.917	car	n/a	n/a	n/a	1
404.003	0.917	car	475	2	2	1
405.003	0.917	car	n/a	n/a	n/a	1
406.003	0.917	car	n/a	n/a	n/a	1
407.003	0.917	car	n/a	n/a	n/a	1
408.003	0.917	car	475	2	2	1
409.003	0.917	car	n/a	n/a	n/a	1
410.003	0.9	car	523	2	2	1
421.053	0.917	face	n/a	n/a	n/a	1
422.019	0.9	face	n/a	n/a	n/a	1
423.003	0.917	face	467	2	2	1
424.003	0.917	face	n/a	n/a	n/a	1
425.003	0.917	face	467	2	2	1
426.003	0.917	face	n/a	n/a	n/a	1
427.003	0.917	face	635	2	2	1
428.003	0.9	face	n/a	n/a	n/a	1
429.003	0.917	face	n/a	n/a	n/a	1
430.003	0.917	face	523	2	2	1
431.003	0.917	face	n/a	n/a	n/a	1
432.003	0.917	face	483	2	2	1
433.003	0.917	face	n/a	n/a	n/a	1
434.003	0.917	face	523	2	2	1
435.003	0.917	face	n/a	n/a	n/a	1
436.003	0.9	face	n/a	n/a	n/a	1
447.052	0.9	word	n/a	n/a	n/a	1
448.002	0.917	word	515	2	2	1
449.002	0.917	word	n/a	n/a	n/a	1
450.002	0.9	word	n/a	n/a	n/a	1
451.002	0.917	word	531	2	2	1
452.002	0.9	word	n/a	n/a	n/a	1
453.002	0.917	word	n/a	n/a	n/a	1
454.002	0.917	word	483	2	2	1
455.002	0.917	word	n/a	n/a	n/a	1
456.002	0.9	word	n/a	n/a	n/a	1
457.002	0.917	word	500	2	2	1
458.002	0.9	word	n/a	n/a	n/a	1
459.002	0.917	word	515	2	2	1
460.002	0.917	word	n/a	n/a	n/a	1
461.002	0.917	word	452	2	2	1
462.002	0.917	word	n/a	n/a	n/a	1
473.069	0.9	scene	n/a	n/a	n/a	1
474.019	0.917	scene	n/a	n/a	n/a	1
475.002	0.917	scene	500	2	2	1
476.002	0.917	scene	n/a	n/a	n/a	1
477.002	0.917	scene	516	2	2	1
478.002	0.9	scene	n/a	n/a	n/a	1
479.002	0.917	scene	636	2	2	1
480.002	0.917	scene	n/a	n/a	n/a	1
481.002	0.917	scene	n/a	n/a	n/a	1
482.002	0.917	scene	500	2	2	1
483.002	0.917	scene	n/a	n/a	n/a	1
484.002	0.917	scene	508	2	2	1
485.002	0.917	scene	n/a	n/a	n/a	1
486.002	0.9	scene	n/a	n/a	n/a	1
487.002	0.917	scene	540	2	2	1
488.002	0.917	scene	n/a	n/a	n/a	1
499.068	0.917	car	n/a	n/a	n/a	1
500.035	0.917	car	n/a	n/a	n/a	1
501.002	0.9	car	n/a	n/a	n/a	1
502.006	0.913	car	584	2	2	1
503.002	0.917	car	n/a	n/a	n/a	1
503.985	0.9	car	541	2	2	1
505.002	0.917	car	n/a	n/a	n/a	1
506.002	0.9	car	n/a	n/a	n/a	1
507.002	0.917	car	564	2	2	1
508.002	0.917	car	n/a	n/a	n/a	1
509.002	0.917	car	492	2	2	1
510.002	0.917	car	n/a	n/a	n/a	1
511.002	0.917	car	604	2	2	1
512.002	0.917	car	n/a	n/a	n/a	1
513.002	0.917	car	n/a	n/a	n/a	1
514.002	0.917	car	524	2	2	1
525.068	0.9	car	n/a	n/a	n/a	1
526.018	0.9	car	n/a	n/a	n/a	1
527.001	0.917	car	n/a	n/a	n/a	1
528.001	0.917	car	492	2	2	1
529.001	0.917	car	n/a	n/a	n/a	1
530.001	0.917	car	748	2	2	1
531.001	0.917	car	n/a	n/a	n/a	1
532.001	0.917	car	485	2	2	1
533.001	0.917	car	n/a	n/a	n/a	1
534.001	0.917	car	468	2	2	1
535.001	0.917	car	n/a	n/a	n/a	1
536.001	0.917	car	n/a	n/a	n/a	1
537.001	0.917	car	549	2	2	1
538.001	0.917	car	n/a	n/a	n/a	1
539.001	0.918	car	541	2	2	1
540.001	0.917	car	n/a	n/a	n/a	1
551.068	0.917	face	n/a	n/a	n/a	1
552.034	0.917	face	n/a	n/a	n/a	1
553.001	0.917	face	581	2	2	1
554.001	0.9	face	n/a	n/a	n/a	1
555.001	0.917	face	493	2	2	1
556.001	0.917	face	n/a	n/a	n/a	1
557.001	0.917	face	n/a	n/a	n/a	1
558.001	0.917	face	557	2	2	1
559.001	0.917	face	n/a	n/a	n/a	1
560.001	0.917	face	n/a	n/a	n/a	1
561.001	0.917	face	517	2	2	1
562.001	0.917	face	n/a	n/a	n/a	1
563.001	0.917	face	517	2	2	1
564.001	0.917	face	n/a	n/a	n/a	1
565.001	0.917	face	n/a	n/a	n/a	1
566.001	0.917	face	573	2	2	1
577.067	0.9	scene	n/a	n/a	n/a	1
578.017	0.917	scene	476	2	2	1
579.001	0.917	scene	n/a	n/a	n/a	1
580.001	0.9	scene	n/a	n/a	n/a	1
581.005	0.912	scene	n/a	n/a	n/a	1
582.001	0.917	scene	453	2	2	1
583.001	0.9	scene	n/a	n/a	n/a	1
584.005	0.912	scene	n/a	n/a	n/a	1
585.001	0.919	scene	509	2	2	1
586.001	0.917	scene	n/a	n/a	n/a	1
587.001	0.917	scene	493	2	2	1
588.001	0.9	scene	n/a	n/a	n/a	1
589.001	0.917	scene	453	2	2	1
590.001	0.917	scene	n/a	n/a	n/a	1
591	0.917	scene	n/a	n/a	n/a	1
592	0.917	scene	517	2	2	1
603.067	0.917	word	n/a	n/a	n/a	1
604.034	0.917	word	n/a	n/a	n/a	1
605	0.917	word	613	2	2	1
606	0.917	word	n/a	n/a	n/a	1
607	0.917	word	501	2	2	1
608	0.917	word	n/a	n/a	n/a	1
609	0.917	word	n/a	n/a	n/a	1
610	0.917	word	606	2	2	1
611	0.917	word	n/a	n/a	n/a	1
612	0.917	word	n/a	n/a	n/a	1
613	0.9	word	510	2	2	1
614	0.9	word	n/a	n/a	n/a	1
615	0.917	word	462	2	2	1
616	0.917	word	n/a	n/a	n/a	1
617	0.917	word	502	2	2	1
618	0.917	word	n/a	n/a	n/a	1
