onset	duration	cond	RT	resp	cresp	acc
4.998	0.917	car	n/a	n/a	n/a	1
5.998	0.917	car	737	2	2	1
6.998	0.9	car	n/a	n/a	n/a	1
8.015	0.917	car	632	2	2	1
8.998	0.917	car	n/a	n/a	n/a	1
9.998	0.917	car	553	2	2	1
11.015	0.9	car	n/a	n/a	n/a	1
11.998	0.9	car	n/a	n/a	n/a	1
13.015	0.917	car	n/a	n/a	n/a	1
13.998	0.917	car	513	2	2	1
14.998	0.9	car	n/a	n/a	n/a	1
15.998	0.917	car	465	2	2	1
16.998	0.917	car	n/a	n/a	n/a	1
18.015	0.917	car	n/a	n/a	n/a	1
18.998	0.917	car	457	2	2	1
20.015	0.9	car	n/a	n/a	n/a	1
31.048	0.917	scene	n/a	n/a	n/a	1
31.998	0.917	scene	561	2	2	1
33.015	0.917	scene	n/a	n/a	n/a	1
33.998	0.917	scene	457	2	2	1
35.015	0.917	scene	n/a	n/a	n/a	1
35.998	0.917	scene	n/a	n/a	n/a	1
37.015	0.917	scene	536	2	2	1
38.015	0.917	scene	n/a	n/a	n/a	1
38.998	0.917	scene	n/a	n/a	n/a	1
40.014	0.917	scene	408	2	2	1
40.998	0.917	scene	n/a	n/a	n/a	1
42.014	0.9	scene	480	2	2	1
43.014	0.917	scene	n/a	n/a	n/a	1
43.998	0.917	scene	n/a	n/a	n/a	1
45.014	0.9	scene	n/a	n/a	n/a	1
46.014	0.917	scene	472	2	2	1
57.064	0.917	face	n/a	n/a	n/a	1
58.014	0.917	face	n/a	n/a	n/a	1
59.014	0.917	face	n/a	n/a	n/a	1
60.014	0.917	face	417	2	2	1
61.014	0.917	face	n/a	n/a	n/a	1
62.014	0.917	face	537	2	2	1
63.014	0.917	face	n/a	n/a	n/a	1
64.014	0.917	face	497	2	2	1
65.014	0.917	face	n/a	n/a	n/a	1
66.014	0.917	face	489	2	2	1
67.014	0.917	face	n/a	n/a	n/a	1
68.014	0.917	face	473	2	2	1
69.014	0.917	face	n/a	n/a	n/a	1
70.014	0.917	face	n/a	n/a	n/a	1
71.014	0.917	face	473	2	2	1
72.014	0.917	face	n/a	n/a	n/a	1
83.064	0.917	word	n/a	n/a	n/a	1
84.014	0.917	word	n/a	n/a	n/a	1
85.014	0.917	word	481	2	2	1
86.014	0.9	word	n/a	n/a	n/a	1
87.014	0.917	word	513	2	2	1
88.014	0.917	word	n/a	n/a	n/a	1
89.014	0.917	word	441	2	2	1
90.014	0.917	word	n/a	n/a	n/a	1
