onset	duration	stim	cond	RT	resp	cresp	acc
4.089	0.383332345	SOLOIST	lure	n/a	n/a	n/a	1
4.473	0.683362039	BIGAMIST	lure	n/a	n/a	n/a	1
5.156	0.600012069	ZEAL	lure	n/a	n/a	n/a	1
5.756	0.733312743	JUNCTION	lure	n/a	n/a	n/a	1
6.489	0.568945359	TEACUP	lure	n/a	n/a	n/a	1
7.058	0.517561156	LOUDMOUTH	lure	n/a	n/a	n/a	1
7.576	0.480091507	TSUNAMI	lure	n/a	n/a	n/a	1
8.056	0.616720585	PERMIT	short	n/a	n/a	n/a	1
8.673	0.716594212	CHEETAH	lure	n/a	n/a	n/a	1
9.389	0.566656847	TWISTER	lure	n/a	n/a	n/a	1
9.956	0.549993494	AIRSPEED	lure	n/a	n/a	n/a	1
10.506	0.316707692	SUBMERSION	lure	n/a	n/a	n/a	1
10.823	0.349948847	FUNERAL	lure	n/a	n/a	n/a	1
11.173	0.500048638	IMPORT	lure	n/a	n/a	n/a	1
11.673	0.699936345	SWEATER	lure	n/a	n/a	n/a	1
12.373	0.766654819	PAINTBRUSH	lure	n/a	n/a	n/a	1
13.139	0.733369733	HORDE	lure	n/a	n/a	n/a	1
13.873	0.666670672	FESTIVITY	lure	n/a	n/a	n/a	1
14.539	0.399935452	HARDWARE	lure	n/a	n/a	n/a	1
14.939	0.56665697	MUSCLEMAN	lure	n/a	n/a	n/a	1
15.506	0.649992827	BARKEEP	lure	n/a	n/a	n/a	1
16.156	0.616654936	SACK	short	n/a	n/a	n/a	1
16.773	0.616661991	ASTRONAUT	lure	n/a	n/a	n/a	1
17.389	0.536852826	BRUNT	lure	n/a	n/a	n/a	1
17.926	0.596512981	CONDUCTOR	lure	n/a	n/a	n/a	1
18.523	0.40289669	TENOR	lure	n/a	n/a	n/a	1
18.925	0.330376747	HEARSAY	lure	n/a	n/a	n/a	1
19.256	0.54999425	JAB	lure	n/a	n/a	n/a	1
19.806	0.449991907	CLOVE	lure	n/a	n/a	n/a	1
20.256	0.666703444	AVENUE	lure	n/a	n/a	n/a	1
20.923	0.56661291	AMPLITUDE	lure	n/a	n/a	n/a	1
21.489	0.399993429	SUNBEAM	lure	n/a	n/a	n/a	1
21.889	0.44999407	OBLIVION	lure	n/a	n/a	n/a	1
22.339	0.366661907	TRACTION	lure	n/a	n/a	n/a	1
22.706	0.699992603	GLAMOR	lure	n/a	n/a	n/a	1
23.406	0.683322393	EMPIRICISM	lure	n/a	n/a	n/a	1
24.089	0.633371702	FOLKTALE	lure	n/a	n/a	n/a	1
24.722	2.016593669	FLEET	long	n/a	n/a	n/a	1
26.739	0.566654095	RIBOFLAVIN	lure	n/a	n/a	n/a	1
27.306	0.466751107	CONFESSOR	lure	n/a	n/a	n/a	1
27.772	0.483296325	HEADROOM	lure	n/a	n/a	n/a	1
28.256	0.499934154	COBBLER	lure	n/a	n/a	n/a	1
28.756	0.350043734	SCHOOLMATE	lure	n/a	n/a	n/a	1
29.106	0.700259238	FARMYARD	lure	n/a	n/a	n/a	1
29.806	0.499677805	SOMEONE	lure	n/a	n/a	n/a	1
30.306	0.34999516	CUISINE	lure	n/a	n/a	n/a	1
30.656	0.416661545	TEACAKE	lure	n/a	n/a	n/a	1
31.072	0.466655839	DESOLATION	lure	n/a	n/a	n/a	1
31.539	0.549995679	SWITCHBACK	lure	n/a	n/a	n/a	1
32.089	0.433325725	EARPIECE	lure	n/a	n/a	n/a	1
32.522	2.016640879	ATLAS	long	n/a	n/a	n/a	1
34.539	0.649990504	SQUALL	lure	n/a	n/a	n/a	1
35.189	0.599991573	GLACIER	lure	n/a	n/a	n/a	1
35.789	0.633325552	FRIGIDITY	lure	n/a	n/a	n/a	1
36.422	0.733323131	DISPERSION	lure	n/a	n/a	n/a	1
37.156	0.499992846	BATHROBE	lure	n/a	n/a	n/a	1
37.656	0.499992392	TARANTULA	lure	n/a	n/a	n/a	1
38.156	0.466718263	BUREAUCRAT	lure	n/a	n/a	n/a	1
38.622	0.399986269	TURNTABLE	lure	n/a	n/a	n/a	1
39.022	0.38333752	INEPTITUDE	lure	n/a	n/a	n/a	1
39.406	0.516600745	PRUDE	lure	n/a	n/a	n/a	1
39.922	0.48338817	CREDITOR	lure	n/a	n/a	n/a	1
40.406	1.016593378	PLUM	fruit	581	2	2	1
41.422	0.650042805	LIZARD	lure	n/a	n/a	n/a	1
42.072	0.599939292	CONCOURSE	lure	n/a	n/a	n/a	1
42.672	0.549991652	ANTICLIMAX	lure	n/a	n/a	n/a	1
43.222	0.566657268	STEPSISTER	lure	n/a	n/a	n/a	1
43.789	0.400057504	SUMMARY	lure	n/a	n/a	n/a	1
44.189	0.516669748	ALLOTMENT	lure	n/a	n/a	n/a	1
44.706	0.549920787	BIB	lure	n/a	n/a	n/a	1
45.255	0.450042439	ARMOR	lure	n/a	n/a	n/a	1
45.706	0.566608877	REALTY	lure	n/a	n/a	n/a	1
46.272	0.416661426	LULLABY	lure	n/a	n/a	n/a	1
46.689	0.499994315	SPUD	lure	n/a	n/a	n/a	1
47.189	0.683322874	IMPOSTOR	lure	n/a	n/a	n/a	1
47.872	0.533399497	EGGHEAD	lure	n/a	n/a	n/a	1
48.406	0.616644292	CHROME	short	n/a	n/a	n/a	1
49.022	0.533267333	MORGUE	lure	n/a	n/a	n/a	1
49.555	0.483325611	PIER	lure	n/a	n/a	n/a	1
50.039	0.56665928	BERK	lure	n/a	n/a	n/a	1
50.605	0.566657249	THERMOSTAT	lure	n/a	n/a	n/a	1
51.172	0.733325797	WHALE	lure	n/a	n/a	n/a	1
51.905	0.4999924	SHOEMAKER	lure	n/a	n/a	n/a	1
52.405	0.516660139	BOARDER	lure	n/a	n/a	n/a	1
52.922	0.48332647	PAGANISM	lure	n/a	n/a	n/a	1
53.405	0.449992318	PLACEBO	lure	n/a	n/a	n/a	1
53.855	0.749990075	TURBINE	lure	n/a	n/a	n/a	1
54.605	0.383326606	CLOSET	lure	n/a	n/a	n/a	1
54.989	0.533416991	CAFETERIA	lure	n/a	n/a	n/a	1
55.522	0.599898402	SOMETHING	lure	n/a	n/a	n/a	1
56.122	0.666659068	SOLACE	lure	n/a	n/a	n/a	1
56.789	2.016644831	SAWDUST	long	n/a	n/a	n/a	1
58.805	0.549989863	SALIVA	lure	n/a	n/a	n/a	1
59.355	0.716704768	EXTREMISM	lure	n/a	n/a	n/a	1
60.072	0.616612156	ASYMMETRY	lure	n/a	n/a	n/a	1
60.689	0.449992772	BREATHER	lure	n/a	n/a	n/a	1
61.139	0.533427559	PIGSKIN	lure	n/a	n/a	n/a	1
61.672	0.716555648	VICEROY	lure	n/a	n/a	n/a	1
62.389	0.733373224	BREADLINE	lure	n/a	n/a	n/a	1
63.122	0.366646521	TRAVELER	lure	n/a	n/a	n/a	1
63.489	0.633289429	ARMBAND	lure	n/a	n/a	n/a	1
64.122	0.583325145	APPEARANCE	lure	n/a	n/a	n/a	1
64.705	0.399995853	TYPEWRITER	lure	n/a	n/a	n/a	1
65.105	0.616723004	SOAP	short	n/a	n/a	n/a	1
65.722	0.550004278	RETRIEVAL	lure	n/a	n/a	n/a	1
66.272	0.649986461	RIVERBOAT	lure	n/a	n/a	n/a	1
66.922	0.583253606	WASP	lure	n/a	n/a	n/a	1
67.505	0.316661314	LIVERWURST	lure	n/a	n/a	n/a	1
67.822	0.433328261	WALNUT	lure	n/a	n/a	n/a	1
68.255	0.666655847	TRANSFER	lure	n/a	n/a	n/a	1
68.922	0.499990735	HEADHUNTER	lure	n/a	n/a	n/a	1
69.422	0.466662935	EXTRACTOR	lure	n/a	n/a	n/a	1
69.888	0.383327954	ANYONE	lure	n/a	n/a	n/a	1
70.272	0.649991792	CAR	lure	n/a	n/a	n/a	1
70.922	0.566658042	COUNTRYMAN	lure	n/a	n/a	n/a	1
71.488	0.649991454	MEMORIAL	lure	n/a	n/a	n/a	1
72.138	0.666657747	LISTENER	lure	n/a	n/a	n/a	1
72.805	0.399994211	WART	lure	n/a	n/a	n/a	1
73.205	0.616659032	CONTRACT	short	n/a	n/a	n/a	1
73.822	0.433326672	PAJAMA	lure	n/a	n/a	n/a	1
74.255	0.69999232	IMPORTANCE	lure	n/a	n/a	n/a	1
74.955	0.433321947	BAILIFF	lure	n/a	n/a	n/a	1
75.388	0.516665006	PENTAGRAM	lure	n/a	n/a	n/a	1
75.905	0.699989022	SYMBOL	lure	n/a	n/a	n/a	1
76.605	0.369558867	SHOWROOM	lure	n/a	n/a	n/a	1
76.975	0.580429555	POPCORN	lure	n/a	n/a	n/a	1
77.555	0.549992917	WASHER	lure	n/a	n/a	n/a	1
78.105	0.583367982	DOMINANCE	lure	n/a	n/a	n/a	1
78.688	0.433282497	HATCHWAY	lure	n/a	n/a	n/a	1
79.122	0.616658116	SEMESTER	lure	n/a	n/a	n/a	1
79.738	0.649992273	EXALTATION	lure	n/a	n/a	n/a	1
80.388	0.433322113	NITWIT	lure	n/a	n/a	n/a	1
