onset	duration	cue	cond	sbjResp	sbjRT	mcAcc	mcResp	cResp	mcRT	lures
6.028	11	MIST	practice	1	2397	1	4	2345	2067	32,35,25,79
26.012	11	ELBOW	lure	1	2788	0	n/a	2345	n/a	02,32,74,76
46.007	11	TICKET	lure	1	1695	1	2	2345	2541	13,19,49,79
66.007	11	PARADE	long	3	1776	1	2	2	1741	32,76,79,42
86.01	11	RAIL	omit	2	888	1	4	4	1622	19,38,56,74
106.011	11	SUDS	short	3	600	1	4	4	2948	76,40,22,38
126.006	11	PENDULUM	lure	1	1560	1	2	2345	1902	75,34,38,03
146.006	11	LAUNDRY	short	3	1273	1	3	3	2127	46,34,48,40
166.006	11	ARROW	omit	4	865	1	2	2	2055	79,13,20,22
186.007	11	FOAM	lure	1	921	1	2	2345	3135	61,22,34,26
206.005	11	CORK	long	3	1553	1	3	3	1479	26,75,11,46
226.005	11	MAGNET	lure	1	770	1	2	2345	832	01,48,75,70
246.004	11	COAT	short	3	722	1	4	4	1376	19,40,74,25
266.004	11	GIFT	long	4	1970	1	4	4	1830	49,02,01,20
286.005	11	PISTOL	lure	1	2843	1	2	2345	1321	61,47,11,22
306.005	11	METAL	omit	4	1195	1	2	2	1521	20,48,01,40
325.987	11	WALLET	omit	3	1284	1	4	4	2162	46,38,48,32
346.003	11	DEPOT	long	2	859	0	2	5	2305	19,46,32,42
366.003	11	SOAP	short	3	636	1	2	2	1169	03,22,19,79
386.002	11	FOREST	lure	1	732	1	4	2345	3274	19,38,20,76
406.002	11	SUMMIT	lure	1	564	1	2	2345	1402	26,50,34,22
426.002	11	TART	lure	1	965	1	2	2345	1179	48,19,50,56
446.001	11	RADIO	lure	1	853	1	2	2345	1107	47,40,74,11
466.001	11	JAIL	short	3	957	1	4	4	1075	56,74,26,25
486.001	11	FLAG	long	5	1957	1	3	3	2731	13,54,42,25
506.001	11	SAWDUST	omit	3	1558	1	4	4	1116	46,03,61,40
525.984	11	PAINT	lure	1	1215	1	4	2345	2749	54,02,40,19
546	11	CARAVAN	lure	1	766	0	n/a	2345	n/a	47,35,46,22
565.983	11	RAMP	long	4	631	1	2	2	1405	40,50,20,75
585.983	11	CHART	short	n/a	n/a	1	3	3	2429	42,49,46,47
605.983	11	CLOAK	omit	3	488	1	5	5	1526	76,34,40,38
625.982	11	EARTHQUAKE	long	3	1032	1	5	5	1942	20,75,22,50
645.982	11	WIRE	omit	2	760	0	n/a	5	n/a	46,25,19,70
665.982	11	RATTLE	lure	1	681	1	3	2345	1719	74,48,50,01
685.982	11	RACK	lure	1	665	0	n/a	2345	n/a	56,79,74,10
705.982	11	PELLET	short	2	401	1	5	5	1759	49,48,32,76
725.981	11	DECK	lure	1	553	1	3	2345	1343	32,75,19,10
745.981	11	MAGAZINE	short	3	258	1	4	4	1296	19,01,02,79
765.981	11	CRANE	omit	4	522	1	5	5	1376	47,50,75,10
785.98	11	IRON	lure	1	866	1	3	2345	1208	02,46,03,75
805.981	11	COAL	long	n/a	n/a	1	5	5	2393	70,32,42,47
825.98	11	ROAD	lure	1	619	1	2	2345	2545	48,74,11,13
845.981	11	PUMP	long	3	955	1	5	5	1049	26,47,25,11
865.981	11	PASTEL	lure	1	747	1	3	2345	1081	40,49,42,38
885.982	11	ENGINE	short	4	1100	1	5	5	890	75,11,79,13
905.978	11	LABEL	omit	2	852	1	5	5	1682	75,20,38,19
925.979	11	PUTTY	long	3	828	1	2	2	1610	46,13,56,75
945.978	11	APRON	lure	1	404	1	2	2345	4114	32,56,46,01
965.978	11	FLEET	short	3	365	1	3	3	1747	03,25,54,75
985.977	11	CHALK	omit	4	2405	1	2	2	2275	35,79,19,40
1005.977	11	PARK	lure	1	237	1	2	2345	1451	26,25,70,13
