onset	duration	cond	RT	resp	cresp	acc
95.002	0.906	scene	452	2	2	1
95.986	0.906	scene	-1000	n/a	0	0
97.002	0.902	scene	444	2	2	1
97.986	0.907	scene	-1000	n/a	0	0
109.019	0.906	word	-1000	n/a	3	0
109.985	0.904	word	565	2	2	1
110.985	0.907	word	-1000	n/a	0	0
112.002	0.906	word	-1000	n/a	0	0
113.002	0.905	word	524	2	2	1
114.002	0.906	word	-1000	n/a	0	0
115.002	0.906	word	-1000	n/a	0	0
116.002	0.904	word	460	2	2	1
116.985	0.907	word	-1000	n/a	0	0
118.002	0.907	word	-1000	n/a	0	0
119.005	0.904	word	497	2	2	1
120.005	0.907	word	-1000	n/a	0	0
121.002	0.905	word	508	2	2	1
121.985	0.905	word	-1000	n/a	0	0
123.002	0.901	word	452	2	2	1
123.985	0.908	word	-1000	n/a	0	0
135.018	0.906	car	-1000	n/a	3	0
135.985	0.906	car	-1000	n/a	0	0
137.002	0.906	car	-1000	n/a	0	0
138.002	0.902	car	604	2	2	1
138.985	0.907	car	-1000	n/a	0	0
140.002	0.907	car	-1000	n/a	0	0
141.002	0.904	car	460	2	2	1
141.985	0.906	car	-1000	n/a	0	0
143.002	0.901	car	612	2	2	1
143.985	0.907	car	-1000	n/a	0	0
145.002	0.901	car	428	2	2	1
145.985	0.907	car	-1000	n/a	0	0
147.002	0.906	car	436	2	2	1
147.985	0.906	car	-1000	n/a	0	0
149.001	0.907	car	-1000	n/a	0	0
150.001	0.905	car	437	2	2	1
161.035	0.906	face	-1000	n/a	3	0
162.001	0.907	face	-1000	n/a	2	0
163.001	0.907	face	-1000	n/a	0	0
164.001	0.906	face	-1000	n/a	0	0
165.001	0.904	face	477	2	2	1
165.985	0.905	face	-1000	n/a	0	0
167.001	0.905	face	413	2	2	1
168.001	0.907	face	-1000	n/a	0	0
169.001	0.902	face	445	2	2	1
169.985	0.907	face	-1000	n/a	0	0
171.001	0.901	face	405	2	2	1
171.985	0.905	face	-1000	n/a	0	0
173.001	0.906	face	-1000	n/a	0	0
174.001	0.906	face	-1000	n/a	0	0
175.001	0.902	face	445	2	2	1
176.001	0.906	face	-1000	n/a	0	0
187.051	0.906	scene	-1000	n/a	3	0
188.001	0.907	scene	-1000	n/a	0	0
189.001	0.904	scene	445	2	2	1
189.984	0.906	scene	-1000	n/a	0	0
191.001	0.904	scene	421	2	2	1
191.984	0.906	scene	-1000	n/a	0	0
193.001	0.908	scene	-1000	n/a	0	0
194.001	0.905	scene	405	2	2	1
195.001	0.907	scene	-1000	n/a	0	0
196.001	0.905	scene	-1000	n/a	0	0
197.001	0.905	scene	437	2	2	1
197.984	0.907	scene	-1000	n/a	0	0
199.001	0.906	scene	-1000	n/a	0	0
200.001	0.904	scene	445	2	2	1
200.984	0.907	scene	-1000	n/a	0	0
202.001	0.903	scene	533	2	2	1
213.034	0.907	face	-1000	n/a	3	0
214.001	0.907	face	-1000	n/a	0	0
215.001	0.907	face	-1000	n/a	0	0
216.001	0.902	face	573	2	2	1
216.984	0.908	face	-1000	n/a	0	0
218.001	0.904	face	726	2	2	1
218.984	0.907	face	-1000	n/a	0	0
220.001	0.907	face	-1000	n/a	0	0
221.001	0.908	face	-1000	n/a	0	0
222.003	0.901	face	403	2	2	1
222.984	0.906	face	-1000	n/a	0	0
224	0.904	face	446	2	2	1
225	0.907	face	-1000	n/a	0	0
226	0.901	face	382	2	2	1
226.984	0.905	face	-1000	n/a	0	0
228	0.903	face	430	2	2	1
239.034	0.907	car	-1000	n/a	3	0
240	0.906	car	-1000	n/a	0	0
241	0.903	car	446	2	2	1
241.984	0.907	car	-1000	n/a	0	0
243	0.901	car	414	2	2	1
243.984	0.905	car	-1000	n/a	0	0
245	0.907	car	-1000	n/a	0	0
246.003	0.906	car	-1000	n/a	0	0
247.003	0.902	car	515	2	2	1
248	0.908	car	-1000	n/a	0	0
249	0.907	car	-1000	n/a	0	0
250	0.903	car	430	2	2	1
250.983	0.907	car	-1000	n/a	0	0
252	0.903	car	430	2	2	1
252.983	0.907	car	-1000	n/a	0	0
254	0.904	car	414	2	2	1
265.033	0.908	word	-1000	n/a	3	0
266	0.907	word	-1000	n/a	0	0
267.003	0.904	word	467	2	2	1
268	0.907	word	-1000	n/a	0	0
269.003	0.906	word	-1000	n/a	0	0
270	0.906	word	-1000	n/a	0	0
271	0.907	word	-1000	n/a	0	0
272	0.902	word	558	2	2	1
272.983	0.907	word	-1000	n/a	0	0
274	0.904	word	462	2	2	1
275	0.907	word	-1000	n/a	0	0
276	0.905	word	438	2	2	1
277	0.907	word	-1000	n/a	0	0
278	0.904	word	446	2	2	1
279	0.906	word	-1000	n/a	0	0
280	0.905	word	422	2	2	1
291.033	0.907	scene	-1000	n/a	3	0
292	0.905	scene	391	2	2	1
293	0.907	scene	-1000	n/a	0	0
294	0.902	scene	415	2	2	1
294.983	0.907	scene	-1000	n/a	0	0
295.999	0.907	scene	-1000	n/a	0	0
296.999	0.906	scene	-1000	n/a	0	0
297.999	0.903	scene	487	2	2	1
298.983	0.907	scene	-1000	n/a	0	0
299.999	0.904	scene	471	2	2	1
300.983	0.908	scene	-1000	n/a	0	0
301.999	0.907	scene	-1000	n/a	0	0
302.999	0.903	scene	455	2	2	1
303.983	0.905	scene	-1000	n/a	0	0
304.999	0.905	scene	423	2	2	1
305.999	0.907	scene	-1000	n/a	0	0
317.033	0.908	car	-1000	n/a	3	0
317.999	0.907	car	-1000	n/a	0	0
319.002	0.907	car	-1000	n/a	0	0
319.999	0.907	car	-1000	n/a	0	0
321.002	0.904	car	492	2	2	1
321.999	0.905	car	-1000	n/a	0	0
322.999	0.904	car	447	2	2	1
323.982	0.907	car	-1000	n/a	0	0
324.999	0.906	car	-1000	n/a	0	0
325.999	0.904	car	543	2	2	1
326.999	0.906	car	-1000	n/a	0	0
327.999	0.904	car	503	2	2	1
328.999	0.907	car	-1000	n/a	0	0
329.999	0.901	car	423	2	2	1
330.982	0.908	car	-1000	n/a	0	0
331.999	0.905	car	415	2	2	1
343.032	0.907	face	-1000	n/a	3	0
343.999	0.903	face	543	2	2	1
344.999	0.906	face	-1000	n/a	0	0
345.999	0.902	face	399	2	2	1
346.999	0.906	face	-1000	n/a	0	0
347.999	0.904	face	391	2	2	1
348.999	0.906	face	-1000	n/a	0	0
349.999	0.902	face	383	2	2	1
350.982	0.908	face	-1000	n/a	0	0
351.999	0.907	face	-1000	n/a	0	0
352.999	0.907	face	-1000	n/a	0	0
354.001	0.907	face	-1000	n/a	0	0
354.999	0.903	face	439	2	2	1
355.999	0.907	face	-1000	n/a	0	0
356.999	0.906	face	407	2	2	1
357.999	0.905	face	-1000	n/a	0	0
369.032	0.907	scene	-1000	n/a	3	0
369.998	0.905	scene	448	2	2	1
370.998	0.907	scene	-1000	n/a	0	0
371.999	0.906	scene	-1000	n/a	0	0
372.998	0.907	scene	-1000	n/a	0	0
373.998	0.904	scene	632	2	2	1
374.998	0.907	scene	-1000	n/a	0	0
375.999	0.905	scene	414	2	2	1
376.998	0.907	scene	-1000	n/a	0	0
377.998	0.906	scene	-1000	n/a	0	0
378.998	0.905	scene	-1000	n/a	0	0
379.998	0.905	scene	432	2	2	1
380.998	0.907	scene	-1000	n/a	0	0
381.998	0.902	scene	440	2	2	1
382.998	0.907	scene	-1000	n/a	0	0
383.998	0.905	scene	432	2	2	1
395.031	0.906	word	-1000	n/a	3	0
395.998	0.906	word	-1000	n/a	0	0
396.998	0.904	word	456	2	2	1
397.998	0.907	word	-1000	n/a	0	0
398.999	0.902	word	447	2	2	1
399.998	0.907	word	-1000	n/a	0	0
400.998	0.906	word	-1000	n/a	0	0
401.998	0.903	word	552	2	2	1
402.998	0.906	word	-1000	n/a	0	0
403.998	0.901	word	448	2	2	1
404.981	0.907	word	-1000	n/a	0	0
405.998	0.904	word	472	2	2	1
406.998	0.907	word	-1000	n/a	0	0
407.998	0.906	word	-1000	n/a	0	0
408.998	0.901	word	448	2	2	1
409.998	0.906	word	-1000	n/a	0	0
421.031	0.906	face	-1000	n/a	3	0
421.998	0.906	face	-1000	n/a	0	0
422.998	0.902	face	464	2	2	1
423.998	0.905	face	-1000	n/a	0	0
424.998	0.903	face	440	2	2	1
425.998	0.906	face	-1000	n/a	0	0
426.998	0.902	face	408	2	2	1
427.998	0.907	face	-1000	n/a	0	0
428.998	0.906	face	-1000	n/a	0	0
429.998	0.902	face	728	2	2	1
430.998	0.906	face	-1000	n/a	0	0
431.998	0.907	face	-1000	n/a	0	0
432.998	0.905	face	544	2	2	1
433.998	0.907	face	-1000	n/a	0	0
434.998	0.904	face	424	2	2	1
435.998	0.906	face	-1000	n/a	0	0
447.031	0.906	car	-1000	n/a	3	0
447.997	0.902	car	449	2	2	1
448.997	0.907	car	-1000	n/a	0	0
449.998	0.907	car	-1000	n/a	0	0
450.997	0.901	car	577	2	2	1
451.997	0.907	car	-1000	n/a	0	0
452.997	0.904	car	497	2	2	1
453.997	0.907	car	-1000	n/a	0	0
454.997	0.905	car	417	2	2	1
455.997	0.906	car	-1000	n/a	0	0
456.997	0.907	car	-1000	n/a	0	0
457.997	0.903	car	721	2	2	1
458.997	0.905	car	-1000	n/a	0	0
459.997	0.905	car	-1000	n/a	0	0
460.997	0.906	car	-1000	n/a	0	0
461.997	0.902	car	553	2	2	1
473.03	0.907	scene	-1000	n/a	3	0
473.997	0.903	scene	417	2	2	1
474.997	0.906	scene	-1000	n/a	0	0
475.997	0.902	scene	385	2	2	1
476.997	0.907	scene	-1000	n/a	0	0
477.997	0.906	scene	-1000	n/a	0	0
478.997	0.903	scene	441	2	2	1
479.997	0.906	scene	-1000	n/a	0	0
480.997	0.901	scene	457	2	2	1
481.997	0.907	scene	-1000	n/a	0	0
482.997	0.904	scene	441	2	2	1
483.997	0.906	scene	-1000	n/a	0	0
484.997	0.905	scene	417	2	2	1
485.997	0.906	scene	-1000	n/a	0	0
486.997	0.905	scene	-1000	n/a	0	0
487.997	0.907	scene	-1000	n/a	0	0
499.03	0.907	word	-1000	n/a	3	0
499.997	0.906	word	-1000	n/a	0	0
500.997	0.902	word	497	2	2	1
501.997	0.905	word	-1000	n/a	0	0
502.997	0.905	word	-1000	n/a	0	0
503.997	0.902	word	497	2	2	1
504.997	0.906	word	-1000	n/a	0	0
505.997	0.906	word	-1000	n/a	0	0
506.997	0.901	word	505	2	2	1
507.98	0.906	word	-1000	n/a	0	0
508.997	0.902	word	610	2	2	1
509.997	0.907	word	-1000	n/a	0	0
510.997	0.906	word	-1000	n/a	0	0
511.997	0.903	word	521	2	2	1
512.997	0.907	word	-1000	n/a	0	0
513.997	0.904	word	497	2	2	1
525.03	0.907	face	-1000	n/a	3	0
525.996	0.905	face	-1000	n/a	0	0
526.996	0.902	face	434	2	2	1
527.996	0.907	face	-1000	n/a	0	0
528.996	0.904	face	450	2	2	1
529.996	0.907	face	-1000	n/a	0	0
530.996	0.904	face	498	2	2	1
531.996	0.906	face	-1000	n/a	0	0
532.996	0.905	face	410	2	2	1
533.996	0.907	face	-1000	n/a	0	0
534.996	0.906	face	-1000	n/a	0	0
535.996	0.907	face	-1000	n/a	0	0
536.996	0.903	face	482	2	2	1
537.996	0.906	face	-1000	n/a	0	0
538.996	0.902	face	538	2	2	1
539.996	0.907	face	-1000	n/a	0	0
551.031	0.908	word	-1000	n/a	3	0
551.996	0.907	word	-1000	n/a	0	0
552.996	0.905	word	490	2	2	1
553.996	0.907	word	-1000	n/a	0	0
554.996	0.907	word	-1000	n/a	0	0
555.996	0.903	word	466	2	2	1
556.996	0.907	word	-1000	n/a	0	0
557.996	0.907	word	-1000	n/a	0	0
558.996	0.902	word	618	2	2	1
559.996	0.905	word	-1000	n/a	0	0
560.996	0.902	word	490	2	2	1
561.996	0.907	word	-1000	n/a	0	0
562.996	0.901	word	426	2	2	1
563.996	0.905	word	-1000	n/a	0	0
564.996	0.903	word	578	2	2	1
565.996	0.906	word	-1000	n/a	0	0
577.029	0.906	car	-1000	n/a	3	0
577.996	0.901	car	443	2	2	1
578.996	0.906	car	-1000	n/a	0	0
579.997	0.906	car	-1000	n/a	0	0
580.996	0.905	car	458	2	2	1
581.996	0.907	car	-1000	n/a	0	0
582.996	0.904	car	435	2	2	1
583.996	0.907	car	-1000	n/a	0	0
584.996	0.901	car	442	2	2	1
585.996	0.906	car	-1000	n/a	0	0
586.996	0.902	car	458	2	2	1
587.995	0.907	car	-1000	n/a	0	0
588.996	0.901	car	459	2	2	1
589.995	0.907	car	-1000	n/a	0	0
590.995	0.905	car	-1000	n/a	0	0
591.995	0.907	car	-1000	n/a	0	0
603.029	0.907	scene	-1000	n/a	3	0
603.995	0.905	scene	419	2	2	1
604.995	0.906	scene	-1000	n/a	0	0
605.995	0.904	scene	443	2	2	1
606.995	0.907	scene	-1000	n/a	0	0
607.995	0.905	scene	419	2	2	1
608.995	0.908	scene	-1000	n/a	0	0
609.995	0.904	scene	459	2	2	1
610.995	0.907	scene	-1000	n/a	0	0
611.995	0.905	scene	-1000	n/a	0	0
612.995	0.904	scene	435	2	2	1
613.995	0.907	scene	-1000	n/a	0	0
614.995	0.906	scene	-1000	n/a	0	0
615.995	0.903	scene	467	2	2	1
616.995	0.907	scene	-1000	n/a	0	0
617.995	0.906	scene	-1000	n/a	0	0
