onset	duration	stim	cond	RT	resp	acc
63.135	0.74	BOULEVARD	lure	n/a	n/a	1
63.885	0.544	WINDMILL	lure	n/a	n/a	1
64.435	0.388	RUNT	lure	n/a	n/a	1
64.835	0.387	SOOTHSAYER	lure	n/a	n/a	1
65.235	0.472	MUSKET	lure	n/a	n/a	1
65.718	0.551	BRINK	lure	n/a	n/a	1
66.285	0.326	SECLUSION	lure	n/a	n/a	1
66.618	0.537	CHIMP	lure	n/a	n/a	1
67.168	0.727	LYRE	lure	n/a	n/a	1
67.902	0.516	MONASTERY	lure	n/a	n/a	1
68.435	0.541	COHERENCE	lure	n/a	n/a	1
68.985	1.006	SUBSIDENCE	lure	n/a	n/a	1
70.004	0.502	TEMPTER	lure	n/a	n/a	1
70.585	2.001	SPONGE	long	n/a	n/a	1
72.602	0.715	PROCEDURE	lure	n/a	n/a	1
73.335	0.631	BLACKJACK	lure	n/a	n/a	1
73.968	0.585	CAPE	lure	n/a	n/a	1
74.568	0.689	LOYALTY	lure	n/a	n/a	1
75.268	0.635	COUPE	lure	n/a	n/a	1
75.918	0.573	MAILBOX	lure	n/a	n/a	1
76.502	0.33	BANDAGE	lure	n/a	n/a	1
76.835	0.746	CELERY	lure	n/a	n/a	1
77.585	0.406	GRIMACE	lure	n/a	n/a	1
78.001	0.502	RUNNER	lure	n/a	n/a	1
78.518	2.001	DISC	long	n/a	n/a	1
80.535	0.325	BARNACLE	lure	n/a	n/a	1
80.868	0.411	MILLENIUM	lure	n/a	n/a	1
81.285	0.694	OWL	lure	n/a	n/a	1
81.985	0.701	WARMUP	lure	n/a	n/a	1
82.701	0.329	DOGMA	lure	n/a	n/a	1
83.035	0.651	CANDY	lure	n/a	n/a	1
83.701	0.291	SOUVENIR	lure	n/a	n/a	1
84.001	0.501	CORVETTE	lure	n/a	n/a	1
84.585	1.001	PINEAPPLE	fruit	549	detect	1
85.601	0.629	INGREDIENT	lure	n/a	n/a	1
86.235	0.428	LONGBOAT	lure	n/a	n/a	1
86.668	0.436	JERSEY	lure	n/a	n/a	1
87.118	0.364	EXPOSITION	lure	n/a	n/a	1
87.485	0.498	BOUQUET	lure	n/a	n/a	1
87.985	0.409	BOAT	lure	n/a	n/a	1
88.401	0.741	BULLRING	lure	n/a	n/a	1
89.151	0.353	COMMISSARY	lure	n/a	n/a	1
89.523	0.383	FINDER	lure	n/a	n/a	1
89.918	0.449	DYNASTY	lure	n/a	n/a	1
90.385	0.471	COLUMNIST	lure	n/a	n/a	1
90.868	0.597	COASTER	lure	n/a	n/a	1
91.468	0.523	LANDLADY	lure	n/a	n/a	1
92.001	0.503	DRUNKARD	lure	n/a	n/a	1
92.518	2.003	SHELL	long	n/a	n/a	1
94.535	0.352	DEVICE	lure	n/a	n/a	1
94.901	0.632	FRESHMAN	lure	n/a	n/a	1
95.551	0.699	REHASH	lure	n/a	n/a	1
96.268	0.64	RINK	lure	n/a	n/a	1
96.985	0.478	RIVALRY	lure	n/a	n/a	1
97.468	0.496	POORHOUSE	lure	n/a	n/a	1
97.968	0.502	MADHOUSE	lure	n/a	n/a	1
98.485	0.655	CARLOAD	lure	n/a	n/a	1
99.151	0.466	LESSON	lure	n/a	n/a	1
99.635	0.358	APPENDIX	lure	n/a	n/a	1
100.001	0.501	SUBSIDIARY	lure	n/a	n/a	1
100.518	0.603	SOAP	short	n/a	n/a	1
101.135	0.34	ROBOT	lure	n/a	n/a	1
101.486	0.409	SCHOOLMATE	lure	n/a	n/a	1
101.901	0.349	PAMPHLET	lure	n/a	n/a	1
102.268	0.383	WICK	lure	n/a	n/a	1
102.668	0.631	IRRIGATION	lure	n/a	n/a	1
103.301	0.698	EARRING	lure	n/a	n/a	1
104.018	0.485	MODERNISM	lure	n/a	n/a	1
104.518	0.461	MENACE	lure	n/a	n/a	1
104.984	0.672	GUn/aOOM	lure	n/a	n/a	1
105.668	0.435	ASH	lure	n/a	n/a	1
106.118	0.514	ANTHEM	lure	n/a	n/a	1
106.651	0.648	SKIMMER	lure	n/a	n/a	1
107.384	0.608	SURFBOARD	lure	n/a	n/a	1
108.005	0.502	BONDHOLDER	lure	n/a	n/a	1
108.519	0.602	BOLT	short	n/a	n/a	1
109.134	0.732	NUT	lure	n/a	n/a	1
109.884	0.559	INSULATOR	lure	n/a	n/a	1
110.451	0.566	APTITUDE	lure	n/a	n/a	1
111.034	0.655	CRAFTSMAN	lure	n/a	n/a	1
111.701	0.567	PALLBEARER	lure	n/a	n/a	1
112.284	0.399	RECOURSE	lure	n/a	n/a	1
112.701	0.644	PARANOIA	lure	n/a	n/a	1
113.351	0.415	GOBBLER	lure	n/a	n/a	1
113.784	0.372	HUBBY	lure	n/a	n/a	1
114.168	0.661	SPRINGTIME	lure	n/a	n/a	1
114.834	0.729	BRIMSTONE	lure	n/a	n/a	1
115.568	0.436	TREASON	lure	n/a	n/a	1
116.018	0.433	CARNATION	lure	n/a	n/a	1
116.468	0.383	CULTURE	lure	n/a	n/a	1
116.868	0.311	COMPLEXION	lure	n/a	n/a	1
117.184	0.567	STEAD	lure	n/a	n/a	1
117.768	0.223	PREDICTOR	lure	n/a	n/a	1
118.068	0.501	EVANGELISM	lure	n/a	n/a	1
118.584	2.001	SUMMIT	long	n/a	n/a	1
120.601	0.355	PATTY	lure	n/a	n/a	1
120.968	0.313	HANDSTAND	lure	n/a	n/a	1
121.284	0.627	FOLLOWER	lure	n/a	n/a	1
121.918	0.46	SCORECARD	lure	n/a	n/a	1
122.384	0.354	IMPEDIMENT	lure	n/a	n/a	1
122.751	0.615	APPOINTEE	lure	n/a	n/a	1
123.384	0.699	INSIGHT	lure	n/a	n/a	1
124.101	0.364	MELODRAMA	lure	n/a	n/a	1
124.468	0.39	FLURRY	lure	n/a	n/a	1
124.869	0.719	PREMISE	lure	n/a	n/a	1
125.601	0.393	FLOODLIGHT	lure	n/a	n/a	1
126.001	0.497	LIKELIHOOD	lure	n/a	n/a	1
126.501	0.655	LECTURER	lure	n/a	n/a	1
127.167	0.824	MANATEE	lure	n/a	n/a	1
128.001	0.502	MILLENNIUM	lure	n/a	n/a	1
128.517	2.002	PHONE	long	n/a	n/a	1
130.534	0.475	NARRATION	lure	n/a	n/a	1
131.017	0.448	DEFECTOR	lure	n/a	n/a	1
131.552	0.423	CEDAR	lure	n/a	n/a	1
131.984	0.372	PETROL	lure	n/a	n/a	1
132.367	0.316	GENE	lure	n/a	n/a	1
132.701	0.317	SYNC	lure	n/a	n/a	1
133.034	0.367	NEPHEW	lure	n/a	n/a	1
133.417	0.321	YEARBOOK	lure	n/a	n/a	1
133.751	0.347	FROG	lure	n/a	n/a	1
134.101	0.507	MUSICIAN	lure	n/a	n/a	1
134.619	0.747	CASHEW	lure	n/a	n/a	1
135.384	0.607	HICKORY	lure	n/a	n/a	1
136.001	0.501	HEADWIND	lure	n/a	n/a	1
136.517	2.001	COAL	long	n/a	n/a	1
138.534	0.594	STOREROOM	lure	n/a	n/a	1
139.134	0.538	HOTBED	lure	n/a	n/a	1
139.684	0.351	LOTTO	lure	n/a	n/a	1
140.051	0.509	ENZYME	lure	n/a	n/a	1
140.567	0.342	GUITARIST	lure	n/a	n/a	1
140.917	0.452	COMMA	lure	n/a	n/a	1
141.384	0.607	TAKEOVER	lure	n/a	n/a	1
142.005	0.502	MANDARIN	lure	n/a	n/a	1
142.584	0.601	CLOAK	short	n/a	n/a	1
143.201	0.701	PRAT	lure	n/a	n/a	1
143.917	0.66	CONCOCTION	lure	n/a	n/a	1
144.584	0.42	NITROGEN	lure	n/a	n/a	1
145.017	0.42	FALSITY	lure	n/a	n/a	1
145.451	0.597	QUOTATION	lure	n/a	n/a	1
146.051	0.69	LEGUME	lure	n/a	n/a	1
146.751	0.341	WRECKAGE	lure	n/a	n/a	1
147.101	0.751	FORERUNNER	lure	n/a	n/a	1
147.867	0.625	PROPOSAL	lure	n/a	n/a	1
148.501	0.695	WOOD	lure	n/a	n/a	1
149.201	0.689	ANEMIA	lure	n/a	n/a	1
149.901	0.091	VODKA	lure	n/a	n/a	1
150.001	0.501	ASSERTION	lure	n/a	n/a	1
150.517	1.003	CHERRY	fruit	792	detect	1
151.534	0.44	BARBARITY	lure	n/a	n/a	1
151.984	0.686	HEMP	lure	n/a	n/a	1
152.684	0.457	HEXAGRAM	lure	n/a	n/a	1
153.15	0.699	ADMITTANCE	lure	n/a	n/a	1
153.867	0.471	SUSPENSION	lure	n/a	n/a	1
154.417	0.42	SMOKESTACK	lure	n/a	n/a	1
154.85	0.359	DOCKET	lure	n/a	n/a	1
155.217	0.731	LIPID	lure	n/a	n/a	1
155.967	0.397	STARLING	lure	n/a	n/a	1
156.367	0.734	POLYGAMY	lure	n/a	n/a	1
157.117	0.414	PROBATION	lure	n/a	n/a	1
157.534	0.464	LOGIC	lure	n/a	n/a	1
158	0.498	WOODBLOCK	lure	n/a	n/a	1
158.517	0.403	WIDOW	lure	n/a	n/a	1
158.934	1.056	TRANSPLANT	lure	n/a	n/a	1
160	0.501	SAVER	lure	n/a	n/a	1
160.517	0.602	CORD	short	n/a	n/a	1
161.134	0.564	PROTECTOR	lure	n/a	n/a	1
161.717	0.51	TURBOJET	lure	n/a	n/a	1
162.238	0.397	HAKE	lure	n/a	n/a	1
162.65	0.673	CRASHER	lure	n/a	n/a	1
163.334	0.494	PAR	lure	n/a	n/a	1
163.834	0.436	DOCTRINE	lure	n/a	n/a	1
164.284	0.628	DEED	lure	n/a	n/a	1
164.917	0.634	HEMISPHERE	lure	n/a	n/a	1
165.635	0.649	CHOWDER	lure	n/a	n/a	1
166.3	0.689	CONSOn/aCE	lure	n/a	n/a	1
167	0.704	GRANDSON	lure	n/a	n/a	1
167.717	0.274	DIFFERENCE	lure	n/a	n/a	1
168	0.501	NIGHTHAWK	lure	n/a	n/a	1
168.517	1.005	GRAPE	fruit	552	detect	1
169.534	0.751	ALLIANCE	lure	n/a	n/a	1
170.3	0.399	HEADGEAR	lure	n/a	n/a	1
170.717	0.596	INSET	lure	n/a	n/a	1
171.317	0.744	TWOSOME	lure	n/a	n/a	1
172.067	0.389	AVENUE	lure	n/a	n/a	1
172.467	0.464	PUPPETEER	lure	n/a	n/a	1
172.934	0.509	LUGGAGE	lure	n/a	n/a	1
173.45	0.305	FIREPOWER	lure	n/a	n/a	1
173.767	0.633	FORMULA	lure	n/a	n/a	1
174.417	0.435	SEMESTER	lure	n/a	n/a	1
174.867	0.341	COMPLETION	lure	n/a	n/a	1
175.217	0.774	POLYMER	lure	n/a	n/a	1
176	0.501	PACEMAKER	lure	n/a	n/a	1
176.517	2.002	NOTE	long	n/a	n/a	1
178.604	0.35	SERVICEMEN	lure	n/a	n/a	1
178.967	0.67	QUICKIE	lure	n/a	n/a	1
179.65	0.708	BISQUE	lure	n/a	n/a	1
180.367	0.718	STALLION	lure	n/a	n/a	1
181.1	0.891	PROCURATOR	lure	n/a	n/a	1
182.003	0.501	NOOSE	lure	n/a	n/a	1
182.517	0.601	SIGN	short	n/a	n/a	1
183.133	0.382	TOENAIL	lure	n/a	n/a	1
183.533	0.749	CZAR	lure	n/a	n/a	1
184.3	0.634	RADISH	lure	n/a	n/a	1
184.95	0.584	DYNAMITE	lure	n/a	n/a	1
185.55	0.37	DUSTPAN	lure	n/a	n/a	1
185.933	0.705	SPECTACLE	lure	n/a	n/a	1
186.65	0.578	OBSTACLE	lure	n/a	n/a	1
187.233	0.662	VALOR	lure	n/a	n/a	1
187.9	0.638	TRACT	lure	n/a	n/a	1
188.55	0.634	BALLPLAYER	lure	n/a	n/a	1
189.2	0.507	KILO	lure	n/a	n/a	1
189.717	0.499	ONSET	lure	n/a	n/a	1
190.233	0.303	SCHOOLBOY	lure	n/a	n/a	1
190.617	0.357	MEMORIAL	lure	n/a	n/a	1
190.983	1.008	RUT	lure	n/a	n/a	1
192	0.501	DEVIANCY	lure	n/a	n/a	1
192.517	1.001	NECTARINE	fruit	977	detect	1
193.533	0.746	FOREFATHER	lure	n/a	n/a	1
194.283	0.326	PROGRAMMER	lure	n/a	n/a	1
194.617	0.45	DRONE	lure	n/a	n/a	1
195.083	0.31	COURAGE	lure	n/a	n/a	1
195.4	0.659	BLOWTORCH	lure	n/a	n/a	1
196.067	0.487	LOCKOUT	lure	n/a	n/a	1
196.567	0.36	SHIRT	lure	n/a	n/a	1
196.933	0.471	EYELASH	lure	n/a	n/a	1
197.417	0.371	SCOREBOOK	lure	n/a	n/a	1
197.8	0.443	POWERHOUSE	lure	n/a	n/a	1
198.254	0.414	GENETICIST	lure	n/a	n/a	1
198.683	0.537	GENTLEMAN	lure	n/a	n/a	1
199.233	0.682	UPSURGE	lure	n/a	n/a	1
199.933	0.439	DETRIMENT	lure	n/a	n/a	1
200.383	0.548	TROOPSHIP	lure	n/a	n/a	1
200.95	1.042	REAM	lure	n/a	n/a	1
202.067	0.501	CROSSROAD	lure	n/a	n/a	1
202.583	2.003	DEPOT	long	n/a	n/a	1
204.6	0.383	RATTLETRAP	lure	n/a	n/a	1
205	0.718	TERRAIN	lure	n/a	n/a	1
205.733	0.691	INHIBITION	lure	n/a	n/a	1
206.433	0.643	BRIDGEWORK	lure	n/a	n/a	1
207.083	0.736	SLANG	lure	n/a	n/a	1
207.833	0.341	PIGTAIL	lure	n/a	n/a	1
208.183	0.704	CHEMISTRY	lure	n/a	n/a	1
208.9	0.498	MAGNATE	lure	n/a	n/a	1
209.416	0.503	VELVET	lure	n/a	n/a	1
209.933	0.634	VEGETATION	lure	n/a	n/a	1
210.583	0.419	PINNACLE	lure	n/a	n/a	1
211.016	0.562	COPYWRITER	lure	n/a	n/a	1
211.583	0.727	ROVER	lure	n/a	n/a	1
212.316	0.491	STOCKPOT	lure	n/a	n/a	1
212.816	0.569	KNOTHOLE	lure	n/a	n/a	1
213.4	0.591	SCALLION	lure	n/a	n/a	1
214	0.501	BACTERIA	lure	n/a	n/a	1
214.516	0.601	ANCHOR	short	n/a	n/a	1
215.2	0.323	MILE	lure	n/a	n/a	1
215.533	0.497	MUMMY	lure	n/a	n/a	1
216.033	0.455	DEMON	lure	n/a	n/a	1
216.5	0.722	EPICENTER	lure	n/a	n/a	1
217.233	0.313	RUBRIC	lure	n/a	n/a	1
217.55	0.38	LOCATION	lure	n/a	n/a	1
217.933	0.731	FACILITY	lure	n/a	n/a	1
218.683	0.55	TRACTION	lure	n/a	n/a	1
219.25	0.406	COLONEL	lure	n/a	n/a	1
219.666	0.452	SMITH	lure	n/a	n/a	1
220.133	0.438	DIVERGENCE	lure	n/a	n/a	1
220.583	0.555	WELLSPRING	lure	n/a	n/a	1
221.15	0.56	SOOT	lure	n/a	n/a	1
221.716	0.39	DIVER	lure	n/a	n/a	1
222.116	0.687	PHYSIOLOGY	lure	n/a	n/a	1
222.816	0.473	ENERGY	lure	n/a	n/a	1
223.3	0.529	WEAVER	lure	n/a	n/a	1
223.833	0.429	RAZZLE	lure	n/a	n/a	1
224.266	0.699	THINKER	lure	n/a	n/a	1
224.983	0.691	ANATOMY	lure	n/a	n/a	1
225.75	0.481	TASKMASTER	lure	n/a	n/a	1
226.233	0.518	PIZZERIA	lure	n/a	n/a	1
226.766	0.626	ILLEGALITY	lure	n/a	n/a	1
227.399	0.433	NUB	lure	n/a	n/a	1
227.849	0.555	GRINDSTONE	lure	n/a	n/a	1
228.416	0.573	STANZA	lure	n/a	n/a	1
228.999	0.692	APPARITION	lure	n/a	n/a	1
229.699	0.566	QUAD	lure	n/a	n/a	1
230.283	0.339	FRIENDSHIP	lure	n/a	n/a	1
230.633	0.391	ANARCHIST	lure	n/a	n/a	1
231.036	0.503	RENEWAL	lure	n/a	n/a	1
231.55	0.355	TREADMILL	lure	n/a	n/a	1
231.917	0.422	ENCLOSURE	lure	n/a	n/a	1
232.35	0.706	WESTERNER	lure	n/a	n/a	1
233.068	0.335	PORCUPINE	lure	n/a	n/a	1
233.416	0.536	NATURALIST	lure	n/a	n/a	1
233.966	0.48	BACKYARD	lure	n/a	n/a	1
234.449	0.65	EPILOGUE	lure	n/a	n/a	1
235.116	0.336	MEDIC	lure	n/a	n/a	1
235.466	0.464	TOASTER	lure	n/a	n/a	1
236.016	0.543	WISECRACK	lure	n/a	n/a	1
236.566	0.308	PETAL	lure	n/a	n/a	1
236.885	0.527	TRUFFLE	lure	n/a	n/a	1
237.416	0.604	LOLLY	lure	n/a	n/a	1
238.033	0.485	TOXIN	lure	197	detect	0
238.533	0.385	CREEK	lure	n/a	n/a	1
238.933	0.736	ANCESTRY	lure	n/a	n/a	1
239.683	0.669	WALKOUT	lure	n/a	n/a	1
250.299	0.746	XYLOPHONE	lure	n/a	n/a	1
251.049	0.604	PREVENTION	lure	n/a	n/a	1
251.666	0.42	STEEPLE	lure	n/a	n/a	1
252.099	0.634	HARDTACK	lure	n/a	n/a	1
252.749	0.634	HUB	lure	n/a	n/a	1
253.399	0.583	FORT	lure	n/a	n/a	1
253.999	0.502	INSPECTOR	lure	n/a	n/a	1
254.518	1.001	BLACKBERRY	fruit	n/a	n/a	0
255.532	0.701	PASSIVITY	lure	129	detect	0
256.249	0.43	ORDIn/aCE	lure	n/a	n/a	1
256.682	0.392	MARGARINE	lure	n/a	n/a	1
257.082	0.708	DUGOUT	lure	n/a	n/a	1
257.882	0.625	WIDTH	lure	n/a	n/a	1
258.52	0.445	TRACER	lure	n/a	n/a	1
258.982	0.624	WEAKLING	lure	n/a	n/a	1
259.616	0.529	HANGOUT	lure	n/a	n/a	1
260.149	0.533	RINGER	lure	n/a	n/a	1
260.699	0.534	CANOPY	lure	n/a	n/a	1
261.249	0.688	VIOLATION	lure	n/a	n/a	1
261.949	0.041	PERJURY	lure	n/a	n/a	1
261.999	0.501	GANGSTER	lure	n/a	n/a	1
262.516	0.602	PILE	short	n/a	n/a	1
263.132	0.602	CAB	lure	n/a	n/a	1
263.749	0.536	MANIAC	lure	n/a	n/a	1
264.299	0.606	CALLER	lure	n/a	n/a	1
264.917	0.641	SCARECROW	lure	n/a	n/a	1
265.566	0.653	BRAVERY	lure	n/a	n/a	1
266.232	0.382	CONJUNCT	lure	n/a	n/a	1
266.632	0.727	COUNTDOWN	lure	n/a	n/a	1
267.366	0.626	MATRIMONY	lure	n/a	n/a	1
267.999	0.501	TALISMAN	lure	n/a	n/a	1
268.516	2.002	DISC	long	n/a	n/a	1
270.599	0.615	SINGSONG	lure	n/a	n/a	1
271.232	0.491	ENTRANCE	lure	n/a	n/a	1
271.735	0.483	MENTALITY	lure	n/a	n/a	1
272.232	0.388	LIGHTHOUSE	lure	n/a	n/a	1
272.632	0.516	ASCENDANCY	lure	n/a	n/a	1
273.166	0.339	SENTRY	lure	n/a	n/a	1
273.515	0.427	PINEWOOD	lure	n/a	n/a	1
273.949	0.608	SALTWATER	lure	n/a	n/a	1
274.566	0.504	RETRIAL	lure	n/a	n/a	1
275.082	0.901	BANNER	lure	n/a	n/a	1
275.999	0.501	WRANGLER	lure	n/a	n/a	1
276.515	0.602	SOAP	short	n/a	n/a	1
277.132	0.683	CALCULATOR	lure	n/a	n/a	1
277.832	0.735	INTUITION	lure	n/a	n/a	1
278.582	0.576	SERENITY	lure	n/a	n/a	1
279.17	0.55	FOREIGNER	lure	n/a	n/a	1
279.732	0.718	ADULTHOOD	lure	n/a	n/a	1
280.465	0.501	PARTICLE	lure	n/a	n/a	1
280.982	0.49	OBOE	lure	n/a	n/a	1
281.482	0.649	FIDDLER	lure	n/a	n/a	1
282.215	0.401	WIZARD	lure	n/a	n/a	1
282.632	0.334	TOLERANCE	lure	n/a	n/a	1
282.982	0.694	SCRAMBLER	lure	n/a	n/a	1
283.682	0.3	UPHOLSTERY	lure	n/a	n/a	1
283.999	0.501	ALLIGATOR	lure	n/a	n/a	1
284.515	2.003	RAIL	long	n/a	n/a	1
286.532	0.341	MURK	lure	n/a	n/a	1
286.882	0.452	POPULARITY	lure	n/a	n/a	1
287.349	0.461	CLASSROOM	lure	n/a	n/a	1
287.815	0.404	SENTINEL	lure	n/a	n/a	1
288.232	0.525	SUGARCANE	lure	n/a	n/a	1
288.765	0.317	RESOURCE	lure	n/a	n/a	1
289.099	0.348	BLANKET	lure	n/a	n/a	1
289.465	0.725	SATURATION	lure	n/a	n/a	1
290.199	0.697	REPRIEVE	lure	n/a	n/a	1
290.915	0.397	LIEU	lure	n/a	n/a	1
291.332	0.741	RESUMPTION	lure	n/a	n/a	1
292.082	0.706	FLAGELLA	lure	n/a	n/a	1
292.801	0.433	ARMISTICE	lure	n/a	n/a	1
293.249	0.735	NUNNERY	lure	n/a	n/a	1
294.065	0.501	BIRD	lure	n/a	n/a	1
294.582	2.002	SUMMIT	long	n/a	n/a	1
296.599	0.5	AWNING	lure	n/a	n/a	1
297.115	0.415	DELETION	lure	n/a	n/a	1
297.549	0.671	ROOFTOP	lure	n/a	n/a	1
298.232	0.32	HAILSTONE	lure	n/a	n/a	1
298.565	0.529	CATWALK	lure	n/a	n/a	1
299.098	0.714	RETROSPECT	lure	n/a	n/a	1
299.815	0.558	LAIR	lure	n/a	n/a	1
300.382	0.473	GYPSY	lure	n/a	n/a	1
300.865	0.643	CATCHER	lure	n/a	n/a	1
301.515	0.468	REPUTATION	lure	n/a	n/a	1
301.998	0.501	INTENTION	lure	n/a	n/a	1
302.515	2.003	SPONGE	long	n/a	n/a	1
304.532	0.432	BESTSELLER	lure	n/a	n/a	1
304.982	0.63	HOOP	lure	n/a	n/a	1
305.615	0.618	ALCHEMY	lure	n/a	n/a	1
306.248	0.557	MEGAPHONE	lure	n/a	n/a	1
306.815	0.58	INHABITANT	lure	n/a	n/a	1
307.398	0.301	TURNER	lure	n/a	n/a	1
307.798	0.709	MONORAIL	lure	n/a	n/a	1
308.515	0.72	BUCKWHEAT	lure	n/a	n/a	1
309.248	0.734	BLOWUP	lure	n/a	n/a	1
