onset	duration	stim	cond	RT	resp	acc
309.998	0.501	SPREADER	lure	n/a	n/a	1
310.515	0.601	ANCHOR	short	n/a	n/a	1
311.132	0.435	INTENSITY	lure	n/a	n/a	1
311.582	0.599	AFFECTION	lure	n/a	n/a	1
312.198	0.304	SWEATSHOP	lure	n/a	n/a	1
312.515	0.688	SUBMISSION	lure	n/a	n/a	1
313.215	0.393	MAGAZINE	lure	n/a	n/a	1
313.619	0.466	COLLOQUIUM	lure	n/a	n/a	1
314.098	0.436	NOVEL	lure	n/a	n/a	1
314.548	0.589	RECEIVER	lure	n/a	n/a	1
315.148	0.717	SIMULATOR	lure	n/a	n/a	1
315.882	0.592	PATH	lure	n/a	n/a	1
316.482	0.58	CASHMERE	lure	n/a	n/a	1
317.065	0.92	BOOKEND	lure	n/a	n/a	1
317.998	0.501	MUFFIN	lure	n/a	n/a	1
318.515	2.002	SHELL	long	n/a	n/a	1
320.532	0.706	RECREATION	lure	n/a	n/a	1
321.315	0.404	CULT	lure	n/a	n/a	1
321.732	0.637	BACKSTROKE	lure	n/a	n/a	1
322.381	0.483	FAILURE	lure	n/a	n/a	1
322.881	0.532	MINK	lure	n/a	n/a	1
323.431	0.715	DOWNTREND	lure	n/a	n/a	1
324.165	0.687	COLE	lure	n/a	n/a	1
324.865	0.71	ELECTORATE	lure	n/a	n/a	1
325.582	0.401	TEAMWORK	lure	n/a	n/a	1
325.998	0.502	ELEVATOR	lure	n/a	n/a	1
326.515	0.603	BLIZZARD	short	n/a	n/a	1
327.131	0.693	DESSERT	lure	n/a	n/a	1
327.831	0.609	RAYON	lure	n/a	n/a	1
328.448	0.43	SEPARATION	lure	n/a	n/a	1
328.881	0.46	PIETY	lure	n/a	n/a	1
329.348	0.664	ENVELOPE	lure	n/a	n/a	1
330.031	0.741	PICKUP	lure	n/a	n/a	1
330.781	0.4	INSIDER	lure	n/a	n/a	1
331.198	0.751	CLIQUE	lure	n/a	n/a	1
331.965	0.384	HOOCH	lure	n/a	n/a	1
332.365	0.67	BATTALION	lure	n/a	n/a	1
333.115	0.431	TRUNK	lure	n/a	n/a	1
333.565	0.528	HATCHBACK	lure	n/a	n/a	1
334.098	0.661	BODY	lure	n/a	n/a	1
334.765	0.73	HARMONICA	lure	n/a	n/a	1
335.498	0.487	COURTESY	lure	n/a	n/a	1
335.998	0.503	SABOTAGE	lure	n/a	n/a	1
336.515	2.002	BASKET	long	n/a	n/a	1
338.531	0.417	MANKIND	lure	n/a	n/a	1
338.965	0.455	SYMPOSIUM	lure	n/a	n/a	1
339.431	0.39	COMPLICITY	lure	n/a	n/a	1
339.831	0.598	KIN	lure	n/a	n/a	1
340.448	0.515	TRICYCLE	lure	n/a	n/a	1
340.981	0.532	CLOSEUP	lure	n/a	n/a	1
341.531	0.313	SOLIDITY	lure	n/a	n/a	1
341.848	0.618	REBIRTH	lure	n/a	n/a	1
342.481	0.569	DUMPLING	lure	n/a	n/a	1
343.065	0.308	MOM	lure	n/a	n/a	1
343.381	0.602	HUMPBACK	lure	n/a	n/a	1
343.998	0.502	COMMANDO	lure	n/a	n/a	1
344.515	1.005	PEACH	fruit	587	detect	1
345.598	0.736	ROSEWOOD	lure	n/a	n/a	1
346.348	0.327	ARTILLERY	lure	n/a	n/a	1
346.681	0.457	RETAIL	lure	n/a	n/a	1
347.148	0.473	ALLOTMENT	lure	n/a	n/a	1
347.633	0.31	GOALPOST	lure	n/a	n/a	1
347.948	0.519	SPORTSMEN	lure	n/a	n/a	1
348.481	0.722	STAG	lure	n/a	n/a	1
349.214	0.557	ROSETTE	lure	n/a	n/a	1
349.781	0.431	TRAIT	lure	n/a	n/a	1
350.231	0.546	BRICKLAYER	lure	n/a	n/a	1
350.781	0.441	DIMENSION	lure	n/a	n/a	1
351.231	0.685	PRANKSTER	lure	n/a	n/a	1
351.931	0.051	RUBBER	lure	n/a	n/a	1
351.998	0.501	MARINER	lure	n/a	n/a	1
352.514	1.004	PEACH	fruit	659	detect	1
353.531	0.67	SOLIDARITY	lure	n/a	n/a	1
354.214	0.669	EVIDENCE	lure	n/a	n/a	1
354.898	0.366	MAKEUP	lure	n/a	n/a	1
355.281	0.527	MINESTRONE	lure	n/a	n/a	1
355.814	0.595	LIAISON	lure	n/a	n/a	1
356.498	0.452	PERISCOPE	lure	n/a	n/a	1
356.964	0.476	FELICITY	lure	n/a	n/a	1
357.453	0.508	NARRATOR	lure	n/a	n/a	1
357.964	0.566	SHAM	lure	n/a	n/a	1
358.548	0.346	IMPUTATION	lure	n/a	n/a	1
358.898	0.39	INSOLENCE	lure	n/a	n/a	1
359.298	0.534	SPEEDBOAT	lure	n/a	n/a	1
359.848	0.135	ERRAND	lure	n/a	n/a	1
359.998	0.501	COOP	lure	n/a	n/a	1
360.514	0.601	CLOAK	short	n/a	n/a	1
361.131	0.699	STIPEND	lure	n/a	n/a	1
361.848	0.39	SHIPMAN	lure	n/a	n/a	1
362.248	0.348	PENICILLIN	lure	n/a	n/a	1
362.614	0.309	ADHERENCE	lure	n/a	n/a	1
362.931	0.448	LYRICIST	lure	n/a	n/a	1
363.398	0.729	RESTAURANT	lure	n/a	n/a	1
364.131	0.333	MONK	lure	n/a	n/a	1
364.481	0.457	VORTEX	lure	n/a	n/a	1
364.948	1.035	POSSESSOR	lure	n/a	n/a	1
365.998	0.501	CLAN	lure	n/a	n/a	1
366.581	0.601	FOIL	short	n/a	n/a	1
367.198	0.506	TEMPEST	lure	n/a	n/a	1
367.714	0.508	PIPER	lure	n/a	n/a	1
368.231	0.692	LORE	lure	n/a	n/a	1
368.931	0.666	MISUSE	lure	n/a	n/a	1
369.614	0.304	BURGLARY	lure	n/a	n/a	1
369.931	0.394	RESILIENCE	lure	n/a	n/a	1
370.331	0.498	COMPETENCE	lure	n/a	n/a	1
370.848	0.646	PERIWINKLE	lure	n/a	n/a	1
371.498	0.485	SLIPPER	lure	n/a	n/a	1
371.997	0.503	AEROSOL	lure	n/a	n/a	1
372.514	1.004	APPLE	fruit	635	detect	1
373.531	0.701	CAPRICE	lure	n/a	n/a	1
374.247	0.72	COURTROOM	lure	n/a	n/a	1
374.981	0.525	GOTHICISM	lure	n/a	n/a	1
375.517	0.364	COACHMEN	lure	n/a	n/a	1
375.897	0.529	CRUISER	lure	n/a	n/a	1
376.431	0.494	APPAREL	lure	n/a	n/a	1
376.931	1.052	NOMAD	lure	n/a	n/a	1
377.997	0.502	RIM	lure	n/a	n/a	1
378.581	0.601	SIGN	short	n/a	n/a	1
379.197	0.346	NYMPH	lure	n/a	n/a	1
379.547	0.392	LUNCHROOM	lure	n/a	n/a	1
379.947	0.359	BIOGRAPHER	lure	n/a	n/a	1
380.314	0.607	CASEBOOK	lure	n/a	n/a	1
380.931	0.71	CONFIDENCE	lure	n/a	n/a	1
381.647	0.39	THICKET	lure	n/a	n/a	1
382.047	0.631	SLED	lure	n/a	n/a	1
382.697	0.699	REGISTRAR	lure	n/a	n/a	1
383.414	0.656	LYRICISM	lure	n/a	n/a	1
384.081	0.565	HANDRAIL	lure	n/a	n/a	1
384.664	0.718	POLYTHEISM	lure	n/a	n/a	1
385.397	0.699	FORESTRY	lure	n/a	n/a	1
386.114	0.33	REJECTION	lure	n/a	n/a	1
386.447	0.392	HOUR	lure	n/a	n/a	1
386.847	0.513	BEDSPREAD	lure	n/a	n/a	1
387.364	0.619	VOLUME	lure	n/a	n/a	1
387.997	0.501	SYRUP	lure	n/a	n/a	1
388.514	0.601	COAST	short	n/a	n/a	1
389.131	0.523	ALGEBRA	lure	n/a	n/a	1
389.731	0.517	PLAYER	lure	n/a	n/a	1
390.264	0.71	WARSHIP	lure	n/a	n/a	1
390.981	0.443	LUNG	lure	n/a	n/a	1
391.431	0.321	RADIOGRAPH	lure	n/a	n/a	1
391.764	0.302	CROSSOVER	lure	n/a	n/a	1
392.081	0.66	SIMILARITY	lure	n/a	n/a	1
392.747	0.371	RIDER	lure	n/a	n/a	1
393.131	0.574	SPARKLER	lure	n/a	n/a	1
393.714	0.52	HAIRCUT	lure	n/a	n/a	1
394.247	0.34	BOURBON	lure	n/a	n/a	1
394.597	0.659	OVERCOAT	lure	n/a	n/a	1
395.268	0.658	ARTIST	lure	n/a	n/a	1
395.931	0.721	WAND	lure	n/a	n/a	1
396.664	0.364	AMPLITUDE	lure	n/a	n/a	1
397.047	0.613	OCCUPANT	lure	n/a	n/a	1
397.664	0.649	REVOLVER	lure	n/a	n/a	1
398.33	0.505	WOODCUTTER	lure	n/a	n/a	1
398.847	0.593	FERRYBOAT	lure	n/a	n/a	1
399.452	0.532	TESTICLE	lure	n/a	n/a	1
399.997	0.501	REBELLION	lure	n/a	n/a	1
400.58	2.001	PHONE	long	n/a	n/a	1
402.597	0.744	DISABILITY	lure	n/a	n/a	1
403.364	0.397	HEDONISM	lure	n/a	n/a	1
403.78	0.725	BEECH	lure	n/a	n/a	1
404.514	0.693	CONSULTANT	lure	n/a	n/a	1
405.214	0.314	PRECINCT	lure	n/a	n/a	1
405.547	0.737	CURBSIDE	lure	n/a	n/a	1
406.297	0.654	CAPSULE	lure	n/a	n/a	1
406.964	0.444	GOOBER	lure	n/a	n/a	1
407.414	0.57	CAMERAMEN	lure	n/a	n/a	1
407.997	0.501	VOODOO	lure	n/a	n/a	1
408.514	2.001	NOTE	long	n/a	n/a	1
410.53	0.441	COSTUMER	lure	n/a	n/a	1
410.98	0.582	FADEOUT	lure	n/a	n/a	1
411.58	0.424	DEMERIT	lure	n/a	n/a	1
412.014	0.694	SATIN	lure	n/a	n/a	1
412.714	0.656	CONFESSOR	lure	n/a	n/a	1
413.38	0.554	HANDBOOK	lure	n/a	n/a	1
413.947	0.692	DECORATION	lure	n/a	n/a	1
414.651	0.339	GREENERY	lure	n/a	n/a	1
415.064	0.919	OXTAIL	lure	n/a	n/a	1
415.997	0.501	LOCALE	lure	n/a	n/a	1
416.514	0.602	BOLT	short	n/a	n/a	1
417.13	0.35	EXUBERANCE	lure	n/a	n/a	1
417.497	0.364	OYSTER	lure	n/a	n/a	1
417.88	0.604	AROMA	lure	n/a	n/a	1
418.497	0.481	BLOWBACK	lure	n/a	n/a	1
418.997	0.477	NUCLEI	lure	n/a	n/a	1
419.48	0.489	RARITY	lure	n/a	n/a	1
419.98	0.692	CRAFTER	lure	n/a	n/a	1
420.68	0.657	FREELOADER	lure	n/a	n/a	1
421.347	0.352	ANAGRAM	lure	n/a	n/a	1
421.713	0.373	CONFIDANT	lure	n/a	n/a	1
422.098	0.429	TEAROOM	lure	n/a	n/a	1
422.547	0.68	LATTER	lure	n/a	n/a	1
423.23	0.754	ROOSTER	lure	n/a	n/a	1
423.997	0.501	GIRDLE	lure	n/a	n/a	1
424.513	1.002	ELDERBERRY	fruit	n/a	n/a	0
425.53	0.524	MASON	lure	67	detect	0
426.063	0.675	ARMBAND	lure	n/a	n/a	1
426.813	0.434	EMIGRANT	lure	n/a	n/a	1
427.263	0.639	LAXATIVE	lure	n/a	n/a	1
427.913	0.398	LIBERALITY	lure	n/a	n/a	1
428.33	0.579	INVALIDISM	lure	n/a	n/a	1
428.913	0.522	GAZETTE	lure	n/a	n/a	1
429.447	0.517	MONARCH	lure	n/a	n/a	1
429.98	0.66	GHETTO	lure	n/a	n/a	1
430.647	0.322	DURATION	lure	n/a	n/a	1
430.98	0.602	HIDEOUT	lure	n/a	n/a	1
431.597	0.387	RECITATIVE	lure	n/a	n/a	1
431.997	0.501	COLUMN	lure	n/a	n/a	1
432.513	2.002	DEPOT	long	n/a	n/a	1
434.53	0.355	LUNCHTIME	lure	n/a	n/a	1
434.897	0.58	BURR	lure	n/a	n/a	1
435.497	0.548	WRITER	lure	n/a	n/a	1
436.063	0.416	EMERGENCE	lure	n/a	n/a	1
436.497	0.71	BRA	lure	n/a	n/a	1
437.213	0.341	BEDFELLOW	lure	n/a	n/a	1
437.567	0.416	IGUANA	lure	n/a	n/a	1
437.997	0.501	EXTREMITY	lure	n/a	n/a	1
438.58	1.004	MELON	fruit	737	detect	1
439.597	0.377	LONGSHOT	lure	n/a	n/a	1
439.98	0.416	SILENCER	lure	n/a	n/a	1
440.413	0.438	BLAZER	lure	n/a	n/a	1
440.864	0.657	INFANCY	lure	n/a	n/a	1
441.532	0.75	MACKEREL	lure	n/a	n/a	1
442.297	0.655	CORTEX	lure	n/a	n/a	1
442.963	0.747	SAKE	lure	n/a	n/a	1
443.73	0.711	COMMENTARY	lure	n/a	n/a	1
444.447	0.303	CUSTODIAN	lure	n/a	n/a	1
444.763	0.729	AUDACITY	lure	n/a	n/a	1
445.497	0.487	WOAD	lure	n/a	n/a	1
445.996	0.502	RESIDENT	lure	n/a	n/a	1
446.513	2.001	COAL	long	n/a	n/a	1
448.53	0.529	TOPCOAT	lure	n/a	n/a	1
449.063	0.545	PURSUER	lure	n/a	n/a	1
449.613	0.368	DISTILLER	lure	n/a	n/a	1
449.996	0.558	TRANSIENCE	lure	n/a	n/a	1
450.563	0.473	GAVEL	lure	n/a	n/a	1
451.046	0.475	MODERATION	lure	n/a	n/a	1
451.596	0.387	SWIMMER	lure	n/a	n/a	1
451.996	0.501	NOMINEE	lure	n/a	n/a	1
452.513	0.602	CORD	short	n/a	n/a	1
453.13	0.431	GUESTHOUSE	lure	n/a	n/a	1
453.58	0.464	ORCHARD	lure	n/a	n/a	1
454.063	0.401	INQUIRER	lure	n/a	n/a	1
454.48	0.543	STIRRUP	lure	n/a	n/a	1
455.03	0.718	POLICY	lure	n/a	n/a	1
455.763	0.559	PLYWOOD	lure	n/a	n/a	1
456.33	0.731	REUNION	lure	n/a	n/a	1
457.08	0.45	BYPRODUCT	lure	n/a	n/a	1
457.546	0.327	OVERDRAFT	lure	n/a	n/a	1
457.88	0.666	RITUAL	lure	n/a	n/a	1
458.563	0.683	DEFENDANT	lure	n/a	n/a	1
459.263	0.411	ADOPTION	lure	n/a	n/a	1
459.68	0.731	SPANGLE	lure	n/a	n/a	1
460.43	0.715	INSTIGATOR	lure	n/a	n/a	1
461.163	0.579	LEGALISM	lure	n/a	n/a	1
461.746	0.401	EXCISION	lure	n/a	n/a	1
462.163	0.687	TARIFF	lure	n/a	n/a	1
462.93	0.348	STRIPE	lure	n/a	n/a	1
463.296	0.564	CONTINUUM	lure	n/a	n/a	1
463.88	0.418	THEATER	lure	n/a	n/a	1
464.313	0.463	REVIVAL	lure	n/a	n/a	1
464.78	0.359	DISCRETION	lure	n/a	n/a	1
465.151	0.559	VISCOSITY	lure	n/a	n/a	1
465.73	0.475	ARROGANCE	lure	n/a	n/a	1
466.213	0.463	MULLET	lure	n/a	n/a	1
466.68	0.733	FOGHORN	lure	n/a	n/a	1
467.43	0.416	ARMFUL	lure	n/a	n/a	1
467.863	0.47	PROPRIETOR	lure	n/a	n/a	1
468.346	0.56	TECHNIQUE	lure	n/a	n/a	1
468.913	0.31	DEFENSE	lure	n/a	n/a	1
469.23	0.728	ANTIPATHY	lure	n/a	n/a	1
469.963	0.457	NATURE	lure	n/a	n/a	1
470.429	0.408	SKIT	lure	n/a	n/a	1
470.846	0.583	JAGUAR	lure	n/a	n/a	1
471.446	0.629	BASSET	lure	n/a	n/a	1
472.079	0.38	SUNDOWN	lure	n/a	n/a	1
472.463	0.737	DEFECT	lure	n/a	n/a	1
473.279	0.467	SPIRIT	lure	n/a	n/a	1
473.763	0.576	DISCLOSURE	lure	n/a	n/a	1
474.346	0.652	BRUSHFIRE	lure	n/a	n/a	1
475.013	0.376	SOFTWARE	lure	n/a	n/a	1
475.396	0.66	POTENCY	lure	n/a	n/a	1
476.063	0.669	PAYMENT	lure	n/a	n/a	1
476.746	0.706	MARE	lure	n/a	n/a	1
477.463	0.389	VENERATION	lure	n/a	n/a	1
477.863	0.559	DEADLOCK	lure	n/a	n/a	1
478.429	0.48	FEATHERBED	lure	n/a	n/a	1
478.913	0.727	COMEDIAN	lure	n/a	n/a	1
479.646	0.343	HERON	lure	n/a	n/a	1
479.996	0.487	INTERPLAY	lure	n/a	n/a	1
480.496	0.738	PAL	lure	n/a	n/a	1
481.246	0.556	OBVERSE	lure	n/a	n/a	1
481.815	0.382	INFLICTION	lure	n/a	n/a	1
482.213	0.387	CONVEYANCE	lure	n/a	n/a	1
482.613	0.597	JAWBONE	lure	n/a	n/a	1
483.213	0.655	CINEMA	lure	n/a	n/a	1
483.879	0.732	ANGLER	lure	n/a	n/a	1
484.696	0.67	PROTEIN	lure	n/a	n/a	1
485.379	0.74	PLATEFUL	lure	n/a	n/a	1
486.129	0.596	OUTBURST	lure	n/a	n/a	1
486.729	0.574	MOCHA	lure	n/a	n/a	1
487.313	0.566	DECATHLON	lure	n/a	n/a	1
487.896	0.443	LANDHOLDER	lure	n/a	n/a	1
488.35	0.611	KINSFOLK	lure	n/a	n/a	1
488.979	0.374	PRETZEL	lure	n/a	n/a	1
489.363	0.572	SALTER	lure	n/a	n/a	1
489.946	0.699	MANOR	lure	n/a	n/a	1
