onset	duration	stim	cond	dur	RT	resp	cresp	acc
4.054	0.747311825	LEGEND	lure	n/a	n/a	n/a	n/a	1
4.801	0.550036677	BLIMP	lure	n/a	n/a	n/a	n/a	1
5.351	0.483281783	PUNISHMENT	lure	n/a	n/a	n/a	n/a	1
5.835	0.383328252	OLIGARCHY	lure	n/a	n/a	n/a	n/a	1
6.218	0.533328016	ABDUCTION	lure	n/a	n/a	n/a	n/a	1
6.751	0.666653764	EVOCATION	lure	n/a	n/a	n/a	n/a	1
7.418	0.333330426	LECH	lure	n/a	n/a	n/a	n/a	1
7.751	2.016638483	RACKET	long	n/a	n/a	n/a	n/a	1
9.768	0.599990708	HERON	lure	n/a	n/a	n/a	n/a	1
10.368	0.799987659	SKYWAY	lure	n/a	n/a	n/a	n/a	1
11.168	0.583327019	DOWNER	lure	n/a	n/a	n/a	n/a	1
11.751	0.499991693	ASSURANCE	lure	n/a	n/a	n/a	n/a	1
12.251	0.616716854	MISSILE	lure	n/a	n/a	n/a	n/a	1
12.868	0.366597172	DOWNPOUR	lure	n/a	n/a	n/a	n/a	1
13.235	0.566657776	ENORMITY	lure	n/a	n/a	n/a	n/a	1
13.801	0.619559859	SHOWROOM	lure	n/a	n/a	n/a	n/a	1
14.421	0.418563452	OBVERSE	lure	n/a	n/a	n/a	n/a	1
14.839	0.561923551	HYDRANT	lure	n/a	n/a	n/a	n/a	1
15.401	0.366599385	TRIVIA	lure	n/a	n/a	n/a	n/a	1
15.768	1.050040984	CHERRY	fruit	n/a	693	2	2	1
16.818	0.749934156	MULE	lure	n/a	n/a	n/a	n/a	1
17.568	0.600075293	INFRACTION	lure	n/a	n/a	n/a	n/a	1
18.168	0.583240121	JEWELER	lure	n/a	n/a	n/a	n/a	1
18.751	0.416654609	CRITICISM	lure	n/a	n/a	n/a	n/a	1
19.168	0.733324846	BOOKMARK	lure	n/a	n/a	n/a	n/a	1
19.901	0.316663366	HYPERBOLE	lure	n/a	n/a	n/a	n/a	1
20.218	0.449995574	SPINE	lure	n/a	n/a	n/a	n/a	1
20.668	0.483388586	EVERGREEN	lure	n/a	n/a	n/a	n/a	1
21.151	0.583260423	COMBAT	lure	n/a	n/a	n/a	n/a	1
21.734	0.649992972	PAJAMA	lure	n/a	n/a	n/a	n/a	1
22.384	0.383328107	PROFESSION	lure	n/a	n/a	n/a	n/a	1
22.768	0.650054314	RESIDENCE	lure	n/a	n/a	n/a	n/a	1
23.418	0.649925477	EARDRUM	lure	n/a	n/a	n/a	n/a	1
24.068	1.016653106	KIWI	fruit	n/a	745	2	2	1
25.084	0.449988722	VIEWFINDER	lure	n/a	n/a	n/a	n/a	1
25.534	0.716728884	SCROOGE	lure	n/a	n/a	n/a	n/a	1
26.251	0.483305934	ARMADILLO	lure	n/a	n/a	n/a	n/a	1
26.734	0.383279166	NAVEL	lure	n/a	n/a	n/a	n/a	1
27.118	0.449994687	HOLDUP	lure	n/a	n/a	n/a	n/a	1
27.568	0.716653477	DIME	lure	n/a	n/a	n/a	n/a	1
