onset	duration	cond	RT	resp	cresp	acc
4.974	0.924	face	-1000	n/a	3	0
5.991	0.908	face	-1000	n/a	3	0
7.007	0.901	face	622	3	2	0
7.974	0.905	face	-1000	n/a	3	0
8.991	0.905	face	519	2	2	1
9.991	0.906	face	-1000	n/a	3	0
10.991	0.907	face	-1000	n/a	3	0
11.991	0.907	face	-1000	n/a	3	0
12.991	0.901	face	855	2	2	1
13.991	0.907	face	-1000	n/a	3	0
14.991	0.903	face	831	3	2	0
15.991	0.902	face	151	2	3	0
16.991	0.908	face	-1000	n/a	2	0
17.991	0.903	face	47	2	3	0
18.99	0.908	face	-1000	n/a	3	0
19.99	0.905	face	519	2	2	1
31.024	0.906	word	-1000	n/a	3	0
31.99	0.907	word	-1000	n/a	3	0
32.99	0.908	word	-1000	n/a	2	0
33.99	0.906	word	-1000	n/a	3	0
34.99	0.903	word	495	2	2	1
35.99	0.906	word	-1000	n/a	3	0
36.99	0.906	word	-1000	n/a	3	0
37.99	0.905	word	751	2	2	1
38.99	0.907	word	-1000	n/a	3	0
39.99	0.906	word	-1000	n/a	3	0
40.99	0.907	word	-1000	n/a	3	0
41.99	0.901	word	695	2	2	1
42.99	0.907	word	-1000	n/a	3	0
43.99	0.902	word	456	2	2	1
44.99	0.906	word	-1000	n/a	3	0
45.99	0.902	word	423	2	2	1
57.023	0.907	scene	-1000	n/a	3	0
57.99	0.906	scene	-1000	n/a	3	0
58.99	0.905	scene	704	2	2	1
59.99	0.907	scene	-1000	n/a	3	0
60.99	0.902	scene	576	3	2	0
61.99	0.906	scene	-1000	n/a	3	0
62.994	0.903	scene	451	2	2	1
63.99	0.906	scene	-1000	n/a	3	0
64.99	0.907	scene	-1000	n/a	3	0
65.99	0.902	scene	552	2	2	1
66.99	0.906	scene	-1000	n/a	3	0
67.99	0.901	scene	448	2	2	1
68.99	0.907	scene	-1000	n/a	3	0
69.995	0.902	scene	387	2	2	1
70.99	0.906	scene	-1000	n/a	3	0
71.99	0.906	scene	-1000	n/a	3	0
83.04	0.908	car	-1000	n/a	3	0
84.006	0.903	car	679	2	2	1
84.99	0.906	car	-1000	n/a	3	0
85.99	0.905	car	-1000	n/a	3	0
86.99	0.906	car	-1000	n/a	3	0
87.99	0.901	car	-1000	n/a	3	0
88.989	0.904	car	656	2	2	1
89.989	0.906	car	-1000	n/a	3	0
90.989	0.904	car	592	2	2	1
91.989	0.907	car	-1000	n/a	3	0
92.989	0.906	car	-1000	n/a	3	0
93.989	0.902	car	536	2	2	1
94.989	0.906	car	-1000	n/a	3	0
95.989	0.906	car	544	2	2	1
96.989	0.908	car	-1000	n/a	3	0
97.989	0.902	car	520	2	2	1
109.023	0.906	word	-1000	n/a	3	0
109.989	0.904	word	528	2	2	1
110.989	0.907	word	-1000	n/a	3	0
112.006	0.901	word	496	2	2	1
112.989	0.908	word	-1000	n/a	3	0
