onset	duration	stim	cond	resp	acc	RT
77.947	0.644	PENn/aT	lure	n/a	1	n/a
78.597	0.639	PHRASEBOOK	lure	n/a	1	n/a
79.247	0.642	MATURITY	lure	n/a	1	n/a
79.897	0.667	SUMMATION	lure	n/a	1	n/a
80.581	0.642	HOVERCRAFT	lure	n/a	1	n/a
81.231	0.351	ATMOSPHERE	lure	n/a	1	n/a
81.597	0.699	SEMICIRCLE	lure	n/a	1	n/a
82.314	0.556	FAREWELL	lure	n/a	1	n/a
82.882	0.541	SALUTATION	lure	n/a	1	n/a
83.497	0.333	DONKEY	lure	n/a	1	n/a
83.847	0.154	FIREBIRD	lure	n/a	1	n/a
84.014	0.502	WRIGHT	lure	n/a	1	n/a
84.531	2.002	CURTAIN	long	n/a	1	n/a
86.547	0.325	OUTRAGE	lure	n/a	1	n/a
86.881	0.615	ARTILLERY	lure	n/a	1	n/a
87.514	0.567	OVERSEER	lure	n/a	1	n/a
88.097	0.478	IMPLOSION	lure	n/a	1	n/a
88.581	0.737	URETHRA	lure	n/a	1	n/a
89.331	0.365	VIBRATION	lure	n/a	1	n/a
89.714	0.591	DOMINATION	lure	n/a	1	n/a
90.314	0.53	ARCHANGEL	lure	n/a	1	n/a
90.847	0.514	PIGSKIN	lure	n/a	1	n/a
91.364	0.391	ANEMIA	lure	n/a	1	n/a
91.764	0.716	CHOCOLATE	lure	n/a	1	n/a
92.497	0.38	RANCHER	lure	n/a	1	n/a
92.881	0.601	PLAYPEN	lure	n/a	1	n/a
93.497	0.493	NATURISM	lure	n/a	1	n/a
93.997	0.502	GREASER	lure	n/a	1	n/a
94.514	0.603	COAL	short	n/a	1	n/a
95.197	0.619	MOWER	lure	n/a	1	n/a
95.831	0.661	BULLDOZER	lure	n/a	1	n/a
96.497	0.475	PROPRIETY	lure	n/a	1	n/a
96.981	0.312	FRATERNITY	lure	n/a	1	n/a
97.297	0.437	PRINTOUT	lure	n/a	1	n/a
97.747	0.73	INSTIGATOR	lure	n/a	1	n/a
98.48	0.698	OUTCAST	lure	n/a	1	n/a
99.197	0.586	VESTMENT	lure	n/a	1	n/a
99.797	0.42	KITTY	lure	n/a	1	n/a
100.23	0.751	PERFUSION	lure	n/a	1	n/a
100.997	0.401	VELVET	lure	n/a	1	n/a
101.414	0.319	FEVER	lure	n/a	1	n/a
101.747	0.551	CONTAINER	lure	n/a	1	n/a
102.314	0.447	RESALE	lure	n/a	1	n/a
102.764	0.556	ALTITUDE	lure	n/a	1	n/a
103.332	0.66	HUMANKIND	lure	n/a	1	n/a
103.997	0.502	UTILITY	lure	n/a	1	n/a
104.514	2.001	GRAVEL	long	n/a	1	n/a
106.53	0.688	MOLEHILL	lure	n/a	1	n/a
107.23	0.401	POTBOILER	lure	n/a	1	n/a
107.717	0.591	RECTORY	lure	n/a	1	n/a
108.314	0.67	PILGRIMAGE	lure	n/a	1	n/a
108.997	0.586	DEMERIT	lure	n/a	1	n/a
109.597	0.335	DEXTERITY	lure	n/a	1	n/a
109.947	0.654	HEARSAY	lure	n/a	1	n/a
110.614	0.645	REGGAE	lure	n/a	1	n/a
111.264	0.554	BUYER	lure	n/a	1	n/a
111.83	0.449	TREMOR	lure	n/a	1	n/a
112.297	0.441	SCALPEL	lure	n/a	1	n/a
112.747	0.721	PREACHER	lure	n/a	1	n/a
113.48	0.513	BLACKBOARD	lure	n/a	1	n/a
113.997	0.5	CARPAL	lure	n/a	1	n/a
114.514	1.003	MULBERRY	fruit	detect	1	684
115.53	0.365	NORM	lure	n/a	1	n/a
115.914	0.44	CULT	lure	n/a	1	n/a
116.364	0.496	ADDRESSEE	lure	n/a	1	n/a
116.864	0.74	ALABASTER	lure	n/a	1	n/a
117.614	0.621	STOOGE	lure	n/a	1	n/a
118.247	0.493	STONEWORK	lure	n/a	1	n/a
118.752	0.651	PROTRACTOR	lure	n/a	1	n/a
119.48	0.564	AVALANCHE	lure	n/a	1	n/a
120.064	0.623	CONCEIT	lure	n/a	1	n/a
120.697	0.746	NUISANCE	lure	n/a	1	n/a
121.447	0.575	SEASCAPE	lure	n/a	1	n/a
122.033	0.446	BODYGUARD	lure	n/a	1	n/a
122.497	0.42	INNKEEPER	lure	n/a	1	n/a
122.93	0.344	GANDER	lure	n/a	1	n/a
123.28	0.5	REALISM	lure	n/a	1	n/a
123.797	0.489	PENNY	lure	n/a	1	n/a
124.297	0.556	ANNOTATION	lure	n/a	1	n/a
124.863	0.412	DATA	lure	n/a	1	n/a
125.28	0.361	FRIGHT	lure	n/a	1	n/a
125.647	0.377	SHOWPIECE	lure	n/a	1	n/a
126.03	0.393	TRANSPLANT	lure	n/a	1	n/a
126.43	0.733	HINDSIGHT	lure	n/a	1	n/a
127.18	0.676	TREATY	lure	n/a	1	n/a
127.863	0.518	FOOTBALL	lure	n/a	1	n/a
128.397	0.493	AVERSION	lure	n/a	1	n/a
128.897	0.636	NUTMEG	lure	n/a	1	n/a
129.547	0.445	POSTMASTER	lure	n/a	1	n/a
130.08	0.503	BEGINNER	lure	n/a	1	n/a
130.597	2.002	BRAKE	long	n/a	1	n/a
132.613	0.73	STOREFRONT	lure	n/a	1	n/a
133.347	0.512	PUMA	lure	n/a	1	n/a
133.863	0.493	WOODSHED	lure	n/a	1	n/a
134.363	0.654	OUTPOURING	lure	n/a	1	n/a
135.03	0.607	ASPIRATION	lure	n/a	1	n/a
135.649	0.343	GLEE	lure	n/a	1	n/a
135.997	0.502	RIBOFLAVIN	lure	n/a	1	n/a
136.513	0.603	PYRAMID	short	n/a	1	n/a
137.13	0.598	BASSINET	lure	n/a	1	n/a
137.747	0.487	SONG	lure	n/a	1	n/a
138.247	0.698	TICKER	lure	n/a	1	n/a
138.963	0.625	AGENCY	lure	n/a	1	n/a
139.6	0.366	BLOTTER	lure	n/a	1	n/a
139.98	0.637	MISCONDUCT	lure	n/a	1	n/a
140.63	0.74	ASTRODOME	lure	n/a	1	n/a
141.38	0.412	PARLIAMENT	lure	n/a	1	n/a
141.797	0.738	SKILLET	lure	n/a	1	n/a
142.547	0.699	LONGSHIP	lure	n/a	1	n/a
143.334	0.602	HESITATION	lure	n/a	1	n/a
143.947	0.336	SILK	lure	n/a	1	n/a
144.297	0.511	MIDPOINT	lure	n/a	1	n/a
144.813	0.725	RELATION	lure	n/a	1	n/a
145.547	0.445	DOGMATISM	lure	n/a	1	n/a
145.997	0.502	BLOWHOLE	lure	n/a	1	n/a
146.513	0.603	TICKET	short	n/a	1	n/a
147.13	0.677	FLAGSTAFF	lure	n/a	1	n/a
147.813	0.711	DISCOVERY	lure	n/a	1	n/a
148.53	0.429	ASTRONAUT	lure	n/a	1	n/a
148.963	0.463	TORTOISE	lure	n/a	1	n/a
149.43	0.682	LAWYER	lure	n/a	1	n/a
150.13	0.612	MANSION	lure	n/a	1	n/a
150.746	0.342	RECOURSE	lure	n/a	1	n/a
151.096	0.73	THRIFT	lure	n/a	1	n/a
151.83	0.33	REPTILE	lure	n/a	1	n/a
152.163	0.696	MOUSE	lure	n/a	1	n/a
152.863	0.496	MILLENNIA	lure	n/a	1	n/a
153.363	0.616	BURLAP	lure	n/a	1	n/a
153.996	0.7	BULLRING	lure	n/a	1	n/a
154.78	0.428	NEWSFLASH	lure	n/a	1	n/a
155.213	0.779	TONIC	lure	n/a	1	n/a
155.996	0.502	FIGURINE	lure	n/a	1	n/a
156.513	1.001	RASPBERRY	fruit	detect	1	749
157.53	0.312	SANCTIMONY	lure	n/a	1	n/a
157.846	0.54	NURSERY	lure	n/a	1	n/a
158.396	0.4	OVERLAP	lure	n/a	1	n/a
158.813	0.43	MANGER	lure	n/a	1	n/a
159.246	0.456	TRIBUNE	lure	n/a	1	n/a
159.713	0.501	CALFSKIN	lure	n/a	1	n/a
160.23	0.465	SUBSTRATE	lure	n/a	1	n/a
160.713	0.331	PUNISHMENT	lure	n/a	1	n/a
161.063	0.449	FLOOZY	lure	n/a	1	n/a
161.53	0.705	ADJUSTMENT	lure	n/a	1	n/a
162.246	0.614	PROCURATOR	lure	n/a	1	n/a
162.863	0.333	COUNCILMAN	lure	n/a	1	n/a
163.213	0.437	ICEHOUSE	lure	n/a	1	n/a
163.663	0.366	APPETITE	lure	n/a	1	n/a
164.046	0.352	DRESSER	lure	n/a	1	n/a
164.413	0.406	RETINA	lure	n/a	1	n/a
164.896	0.363	ACME	lure	n/a	1	n/a
165.263	0.377	INDENTURE	lure	n/a	1	n/a
165.646	0.691	DECOR	lure	n/a	1	n/a
166.346	0.304	CAPTOR	lure	n/a	1	n/a
166.663	0.713	COHESION	lure	n/a	1	n/a
167.38	0.458	CLUBHOUSE	lure	n/a	1	n/a
167.849	0.434	METEORITE	lure	n/a	1	n/a
168.296	0.662	POMP	lure	n/a	1	n/a
168.963	0.624	PANDA	lure	n/a	1	n/a
169.599	0.392	BUTTERNUT	lure	n/a	1	n/a
169.996	0.502	MODE	lure	n/a	1	n/a
170.513	2.001	ORNAMENT	long	n/a	1	n/a
172.529	0.736	IMMOBILITY	lure	n/a	1	n/a
173.279	0.683	BLACKSMITH	lure	n/a	1	n/a
173.979	0.428	REPAYMENT	lure	n/a	1	n/a
174.413	0.535	BOUTIQUE	lure	n/a	1	n/a
174.963	0.505	POSER	lure	n/a	1	n/a
175.479	0.512	GOALKEEPER	lure	n/a	1	n/a
175.996	0.502	COMMANDO	lure	n/a	1	n/a
176.513	2.002	PUPPET	long	n/a	1	n/a
178.596	0.664	SPOUSE	lure	n/a	1	n/a
179.279	0.519	DISCOVERER	lure	n/a	1	n/a
179.813	0.394	SYSTEM	lure	n/a	1	n/a
180.213	0.628	SUSPENSION	lure	n/a	1	n/a
180.846	0.379	CHAUVINIST	lure	n/a	1	n/a
181.229	0.532	FOOTWORK	lure	n/a	1	n/a
181.779	0.521	COUSIN	lure	n/a	1	n/a
182.313	0.5	LAYOFF	lure	n/a	1	n/a
182.829	0.649	BACKBOARD	lure	n/a	1	n/a
183.496	0.497	SEDITION	lure	n/a	1	n/a
184.013	0.502	WOODCRAFT	lure	n/a	1	n/a
184.529	1.001	LIME	fruit	detect	1	956
185.546	0.365	ALMOND	lure	n/a	1	n/a
185.929	0.635	KERCHIEF	lure	n/a	1	n/a
186.579	0.602	JUDGMENT	lure	n/a	1	n/a
187.196	0.505	CRUCIBLE	lure	n/a	1	n/a
187.713	0.314	DISCORD	lure	n/a	1	n/a
188.029	0.5	DECIBEL	lure	n/a	1	n/a
188.546	0.524	SLIPPER	lure	n/a	1	n/a
189.082	0.312	URBANISM	lure	n/a	1	n/a
189.482	0.356	EMPLOYER	lure	n/a	1	n/a
189.846	0.531	MNEMONIC	lure	n/a	1	n/a
190.396	0.5	FLANNEL	lure	n/a	1	n/a
190.913	0.517	POPPER	lure	n/a	1	n/a
191.446	0.717	SHOWGIRL	lure	n/a	1	n/a
192.179	0.528	RUDDER	lure	n/a	1	n/a
192.713	0.542	NATION	lure	n/a	1	n/a
193.263	0.447	SCHOOLROOM	lure	n/a	1	n/a
193.713	0.431	MOCKERY	lure	n/a	1	n/a
194.163	0.494	INFIRMITY	lure	n/a	1	n/a
194.663	0.36	HANDBRAKE	lure	n/a	1	n/a
195.029	0.479	LASSIE	lure	n/a	1	n/a
195.513	0.56	PARCHMENT	lure	n/a	1	n/a
196.079	0.698	CRAFTSMEN	lure	n/a	1	n/a
196.796	0.429	HOOCH	lure	n/a	1	n/a
197.229	0.764	EXPECTANCY	lure	n/a	1	n/a
198.012	0.503	HEXAGON	lure	n/a	1	n/a
198.529	1.001	KIWI	fruit	detect	1	821
199.546	0.625	HERNIA	lure	n/a	1	n/a
200.179	0.44	ESCAPEE	lure	n/a	1	n/a
200.712	0.43	NUMEROLOGY	lure	n/a	1	n/a
201.146	0.644	DESERTION	lure	n/a	1	n/a
201.796	0.395	SCRUFF	lure	n/a	1	n/a
202.196	0.453	FLAGELLA	lure	n/a	1	n/a
202.662	0.327	COLONIST	lure	n/a	1	n/a
203	0.309	EXEMPTION	lure	n/a	1	n/a
203.312	0.417	SHORELINE	lure	n/a	1	n/a
203.746	0.333	INADEQUACY	lure	n/a	1	n/a
204.096	0.658	SALMON	lure	n/a	1	n/a
204.762	0.743	TABLOID	lure	n/a	1	n/a
205.512	0.582	ENDURANCE	lure	n/a	1	n/a
206.112	0.314	BOBTAIL	lure	n/a	1	n/a
206.429	0.434	TREADMILL	lure	n/a	1	n/a
206.879	0.613	CONQUEROR	lure	n/a	1	n/a
207.496	0.433	HATCHBACK	lure	n/a	1	n/a
207.946	0.704	EQUATOR	lure	n/a	1	n/a
208.662	0.709	TESTICLE	lure	n/a	1	n/a
209.383	0.57	WINDOWPANE	lure	n/a	1	n/a
209.962	0.582	SEAWAY	lure	n/a	1	n/a
210.562	0.584	WOODMAN	lure	n/a	1	n/a
211.229	0.764	VEAL	lure	n/a	1	n/a
212.012	0.503	FATALISM	lure	n/a	1	n/a
212.529	0.602	BANNER	short	n/a	1	n/a
213.146	0.667	CHARADE	lure	n/a	1	n/a
213.829	0.466	OWNSELF	lure	n/a	1	n/a
214.312	0.375	CRYBABY	lure	n/a	1	n/a
214.696	0.6	CASEWORK	lure	n/a	1	n/a
215.312	0.627	BUNNY	lure	n/a	1	n/a
215.946	0.561	BOOKLET	lure	n/a	1	n/a
216.512	0.395	CONGRUENCE	lure	n/a	1	n/a
216.912	0.719	VERNACULAR	lure	n/a	1	n/a
217.646	0.702	LAYOUT	lure	n/a	1	n/a
218.362	0.593	AUDIENCE	lure	n/a	1	n/a
218.966	0.639	BURNSIDE	lure	n/a	1	n/a
219.612	0.381	GLIMPSE	lure	n/a	1	n/a
220.012	0.502	OXIDATION	lure	n/a	1	n/a
220.529	2.003	CHALK	long	n/a	1	n/a
222.545	0.746	DEPARTMENT	lure	n/a	1	n/a
223.295	0.458	EMOTION	lure	n/a	1	n/a
223.762	0.397	BROW	lure	n/a	1	n/a
224.246	0.345	EMBOLISM	lure	n/a	1	n/a
224.595	0.311	CHURCH	lure	n/a	1	n/a
224.912	0.352	PAMPHLET	lure	n/a	1	n/a
225.279	0.343	AWNING	lure	n/a	1	n/a
225.629	0.365	SIDECAR	lure	n/a	1	n/a
226.012	0.414	MEDIC	lure	n/a	1	n/a
226.445	0.666	PEACOCK	lure	n/a	1	n/a
227.129	0.657	STREAKER	lure	n/a	1	n/a
227.795	0.376	WAISTBAND	lure	n/a	1	n/a
228.179	0.386	ADORNMENT	lure	n/a	1	n/a
228.579	0.749	MADMEN	lure	n/a	1	n/a
229.345	0.645	CREDITOR	lure	n/a	1	n/a
229.995	0.501	BATTERY	lure	n/a	1	n/a
230.512	0.603	PIN	short	n/a	1	n/a
231.129	0.454	DIRECTORY	lure	n/a	1	n/a
231.595	0.306	JAMBOREE	lure	n/a	1	n/a
231.913	0.318	GEOGRAPHY	lure	n/a	1	n/a
232.245	0.747	RESTAURANT	lure	n/a	1	n/a
232.995	0.523	GIFT	lure	n/a	1	n/a
233.529	0.348	EXTINCTION	lure	n/a	1	n/a
233.962	0.584	COLA	lure	n/a	1	n/a
234.562	0.607	ALBINO	lure	n/a	1	n/a
235.181	0.356	RIVERBANK	lure	n/a	1	n/a
235.549	0.649	PEASANT	lure	n/a	1	n/a
236.212	0.314	NERVE	lure	n/a	1	n/a
236.545	0.715	EXCITEMENT	lure	n/a	1	n/a
237.279	0.714	EASTERNER	lure	n/a	1	n/a
238.012	0.502	BUCCANEER	lure	n/a	1	n/a
238.529	2.003	MAZE	long	n/a	1	n/a
240.545	0.658	RECEPTACLE	lure	n/a	1	n/a
241.212	0.663	PESSIMISM	lure	n/a	1	n/a
241.879	0.639	BARKER	lure	n/a	1	n/a
242.53	0.495	ANKLET	lure	n/a	1	n/a
243.029	0.366	HOMESTEAD	lure	n/a	1	n/a
243.412	0.705	NECKBAND	lure	n/a	1	n/a
244.129	0.461	CEREMONY	lure	n/a	1	n/a
244.595	0.514	DEADLINE	lure	n/a	1	n/a
245.129	0.863	SPLOTCH	lure	n/a	1	n/a
245.995	0.502	AUTHORITY	lure	n/a	1	n/a
246.512	0.602	SPARK	short	n/a	1	n/a
247.195	0.405	BADGE	lure	n/a	1	n/a
247.612	0.472	JIGSAW	lure	n/a	1	n/a
248.095	0.363	FLOODGATE	lure	n/a	1	n/a
248.462	0.576	HIPPO	lure	n/a	1	n/a
249.045	0.477	CRIME	lure	n/a	1	n/a
249.528	0.393	SOLITAIRE	lure	n/a	1	n/a
249.928	0.642	QUOTIENT	lure	n/a	1	n/a
250.578	0.412	MARROW	lure	n/a	1	n/a
250.995	0.397	ALIBI	lure	n/a	1	n/a
251.395	0.51	COWBELL	lure	n/a	1	n/a
251.912	0.691	BOW	lure	n/a	1	n/a
252.615	0.609	SLEEPYHEAD	lure	n/a	1	n/a
253.228	0.362	ADJUNCT	lure	n/a	1	n/a
253.595	0.396	DIFFERENCE	lure	n/a	1	n/a
253.995	0.501	ACCESSORY	lure	n/a	1	n/a
254.512	0.602	LEAF	short	n/a	1	n/a
255.128	0.689	NAUGHT	lure	n/a	1	n/a
255.829	0.74	POSSESSION	lure	n/a	1	n/a
256.581	0.556	EXTRUSION	lure	n/a	1	n/a
257.148	0.533	SLEEPER	lure	n/a	1	n/a
257.762	0.492	AVENUE	lure	n/a	1	n/a
258.262	0.707	TEMPLE	lure	n/a	1	n/a
258.978	0.507	BONSAI	lure	n/a	1	n/a
259.495	0.375	WARE	lure	n/a	1	n/a
259.878	0.563	DUCKBILL	lure	n/a	1	n/a
260.445	0.34	EMPIRICISM	lure	n/a	1	n/a
260.797	0.656	REGIMEN	lure	n/a	1	n/a
261.462	0.512	ROULETTE	lure	n/a	1	n/a
261.978	0.309	SILHOUETTE	lure	n/a	1	n/a
262.295	0.632	REBELLION	lure	n/a	1	n/a
262.945	0.556	PATROLMAN	lure	n/a	1	n/a
263.512	0.549	FIST	lure	n/a	1	n/a
264.078	0.586	BRAVADO	lure	n/a	1	n/a
264.678	0.693	NEUTRALITY	lure	n/a	1	n/a
265.378	0.539	APRON	lure	n/a	1	n/a
265.928	0.591	LINKAGE	lure	n/a	1	n/a
266.528	0.6	LATTER	lure	n/a	1	n/a
267.145	0.743	RETAILER	lure	n/a	1	n/a
267.895	0.594	VAGABOND	lure	n/a	1	n/a
268.495	0.661	MOTHBALL	lure	n/a	1	n/a
269.245	0.559	GILL	lure	n/a	1	n/a
269.812	0.406	THORN	lure	n/a	1	n/a
270.229	0.613	NECKLACE	lure	n/a	1	n/a
270.845	0.68	GOVERNOR	lure	n/a	1	n/a
281.411	0.339	LOVEBIRD	lure	n/a	1	n/a
281.762	0.351	WHISPERER	lure	n/a	1	n/a
282.128	0.452	BALM	lure	n/a	1	n/a
282.595	0.672	IMPORT	lure	n/a	1	n/a
283.278	0.445	GUZZLER	lure	n/a	1	n/a
283.728	0.646	INTENT	lure	n/a	1	n/a
284.378	0.608	INITIATION	lure	n/a	1	n/a
284.999	0.403	CLAUSE	lure	n/a	1	n/a
285.414	0.329	ORGAN	lure	n/a	1	n/a
285.761	0.679	PARSON	lure	n/a	1	n/a
286.445	0.484	SIMPLICITY	lure	n/a	1	n/a
286.945	1.04	MAYHEM	lure	n/a	1	n/a
287.995	0.503	VOCALIST	lure	n/a	1	n/a
288.511	2.003	MAZE	long	n/a	1	n/a
290.528	0.546	BAPTISM	lure	n/a	1	n/a
291.078	0.659	SKYLIGHT	lure	n/a	1	n/a
291.811	0.429	WIGHT	lure	n/a	1	n/a
292.245	0.575	CESSATION	lure	n/a	1	n/a
292.828	0.557	HOPPER	lure	n/a	1	n/a
293.397	0.424	LITERALISM	lure	n/a	1	n/a
293.828	0.683	ROADBLOCK	lure	n/a	1	n/a
294.528	0.515	TACT	lure	n/a	1	n/a
295.061	0.498	EYEPIECE	lure	n/a	1	n/a
295.578	0.405	SPINE	lure	n/a	1	n/a
295.994	0.503	LAGOON	lure	n/a	1	n/a
296.511	2.003	GALLON	long	n/a	1	n/a
298.528	0.738	AIRSTRIP	lure	n/a	1	n/a
299.278	0.707	COWHERD	lure	n/a	1	n/a
299.994	0.501	CAPITALISM	lure	n/a	1	n/a
300.511	1.002	PEAR	fruit	n/a	0	n/a
301.528	0.681	WREATH	lure	detect	0	126
302.228	0.533	TEXTBOOK	lure	n/a	1	n/a
302.778	0.675	PRESIDENCY	lure	n/a	1	n/a
303.461	0.433	COMPOSITOR	lure	n/a	1	n/a
303.911	0.571	GRANDCHILD	lure	n/a	1	n/a
304.494	0.684	BOROUGH	lure	n/a	1	n/a
305.261	0.447	RAZOR	lure	n/a	1	n/a
