onset	duration	cue	cond	resp	acc	RT
308.095	0.558	NOVOCAINE	lure	n/a	1	n/a
308.661	0.326	COMPRESSOR	lure	n/a	1	n/a
308.995	0.549	CRUTCH	lure	n/a	1	n/a
309.561	0.693	AEROSPACE	lure	n/a	1	n/a
310.261	0.656	INHIBITOR	lure	n/a	1	n/a
310.928	0.454	MAGNETISM	lure	n/a	1	n/a
311.395	0.636	DIGNITARY	lure	n/a	1	n/a
312.045	0.582	SCHOLAR	lure	n/a	1	n/a
312.645	0.329	GROUNDER	lure	n/a	1	n/a
312.978	0.491	MOVIE	lure	n/a	1	n/a
313.478	0.393	JACKPOT	lure	n/a	1	n/a
313.878	0.517	LADYBUG	lure	n/a	1	n/a
314.411	0.703	FOLKTALE	lure	n/a	1	n/a
315.128	0.733	COLONY	lure	n/a	1	n/a
315.878	0.457	LIGHTHOUSE	lure	n/a	1	n/a
316.428	0.658	BELLFLOWER	lure	n/a	1	n/a
317.095	0.896	HOOF	lure	n/a	1	n/a
317.995	0.501	ALLOTMENT	lure	n/a	1	n/a
318.511	0.603	LEAF	short	n/a	1	n/a
319.128	0.656	BRIBERY	lure	n/a	1	n/a
319.795	0.331	CLERK	lure	n/a	1	n/a
320.145	0.505	PREVALENCE	lure	n/a	1	n/a
320.661	0.639	MEDALLIST	lure	n/a	1	n/a
321.311	0.572	MINDER	lure	n/a	1	n/a
321.895	0.463	SUn/aOOF	lure	n/a	1	n/a
322.361	0.616	RATTLETRAP	lure	n/a	1	n/a
322.995	0.674	ELEPHANT	lure	n/a	1	n/a
323.678	0.556	INCIDENCE	lure	n/a	1	n/a
324.245	0.436	DISPERSION	lure	n/a	1	n/a
324.695	0.396	CARNAGE	lure	n/a	1	n/a
325.095	0.626	RULER	lure	n/a	1	n/a
325.728	0.254	EMPORIUM	lure	n/a	1	n/a
325.994	0.501	FAVORITISM	lure	n/a	1	n/a
326.511	1.001	PINEAPPLE	fruit	n/a	0	n/a
327.528	0.547	TORSO	lure	n/a	1	n/a
328.161	0.537	LICENSEE	lure	n/a	1	n/a
328.711	0.382	CARPORT	lure	n/a	1	n/a
329.111	0.554	DETONATION	lure	n/a	1	n/a
329.678	0.497	EXPANSION	lure	n/a	1	n/a
330.178	0.687	WOMENFOLK	lure	n/a	1	n/a
330.878	0.387	CLOTHESPIN	lure	n/a	1	n/a
331.278	0.708	POTION	lure	n/a	1	n/a
331.994	0.317	TURNIP	lure	n/a	1	n/a
332.328	0.345	SYMMETRY	lure	n/a	1	n/a
332.678	0.561	SARCASM	lure	n/a	1	n/a
333.244	0.349	INHABITANT	lure	n/a	1	n/a
333.611	0.623	HUT	lure	n/a	1	n/a
334.244	0.357	OMEN	lure	n/a	1	n/a
334.611	0.579	BATHTUB	lure	n/a	1	n/a
335.194	0.735	ACCURACY	lure	n/a	1	n/a
335.944	0.495	FIANCEE	lure	n/a	1	n/a
336.444	0.626	SURVEYOR	lure	n/a	1	n/a
337.078	0.906	LOUDMOUTH	lure	n/a	1	n/a
337.994	0.502	DIAMOND	lure	n/a	1	n/a
338.511	2.002	CURTAIN	long	n/a	1	n/a
340.611	0.348	EPIPHANY	lure	n/a	1	n/a
340.978	0.407	WAND	lure	n/a	1	n/a
341.394	0.72	STICKER	lure	n/a	1	n/a
342.128	0.359	NEWSCASTER	lure	n/a	1	n/a
342.494	0.373	DISRESPECT	lure	n/a	1	n/a
342.878	0.453	ACCORDANCE	lure	n/a	1	n/a
343.344	0.542	RECIPE	lure	n/a	1	n/a
343.898	0.084	VASSAL	lure	n/a	1	n/a
343.994	0.503	BLOODHOUND	lure	n/a	1	n/a
344.511	2.001	ORNAMENT	long	n/a	1	n/a
346.528	0.665	SPA	lure	n/a	1	n/a
347.211	0.507	UNICORN	lure	n/a	1	n/a
347.729	0.594	PROJECTOR	lure	n/a	1	n/a
348.328	0.367	UNIT	lure	n/a	1	n/a
348.711	0.363	THEME	lure	n/a	1	n/a
349.078	0.434	ECONOMY	lure	n/a	1	n/a
349.527	0.31	SUNSTROKE	lure	n/a	1	n/a
349.844	0.645	COMMUNION	lure	n/a	1	n/a
350.494	0.695	EYELINER	lure	n/a	1	n/a
351.194	0.675	FIESTA	lure	n/a	1	n/a
351.961	0.029	DILATATION	lure	n/a	1	n/a
351.994	0.503	COSMOLOGY	lure	n/a	1	n/a
352.511	2.001	GALLON	long	n/a	1	n/a
354.527	0.6	RECOMPENSE	lure	n/a	1	n/a
355.144	0.565	REHASH	lure	n/a	1	n/a
355.727	0.538	ROMPER	lure	n/a	1	n/a
356.277	0.352	HEALTH	lure	n/a	1	n/a
356.644	0.379	COFFEE	lure	n/a	1	n/a
357.027	0.51	GASKET	lure	n/a	1	n/a
357.544	0.712	ROSARY	lure	n/a	1	n/a
358.261	0.538	BISQUE	lure	n/a	1	n/a
358.811	0.576	DUNGEON	lure	n/a	1	n/a
359.398	0.345	BAYOU	lure	n/a	1	n/a
359.761	0.377	FINGERNAIL	lure	n/a	1	n/a
360.144	0.533	ROSEBUD	lure	n/a	1	n/a
360.694	0.454	IRRITANT	lure	n/a	1	n/a
361.161	0.831	WHOOPING	lure	n/a	1	n/a
362.011	0.503	STORK	lure	n/a	1	n/a
362.527	0.601	SPARK	short	n/a	1	n/a
363.144	0.598	ASSET	lure	n/a	1	n/a
363.827	0.728	WARMTH	lure	n/a	1	n/a
364.561	0.351	PROCTOR	lure	n/a	1	n/a
364.927	0.475	JOYSTICK	lure	n/a	1	n/a
365.414	0.402	PROVEn/aCE	lure	n/a	1	n/a
365.828	0.418	ETHNOLOGY	lure	n/a	1	n/a
366.261	0.516	POSTSCRIPT	lure	n/a	1	n/a
366.794	0.366	GOVERNMENT	lure	n/a	1	n/a
367.177	0.438	MILL	lure	n/a	1	n/a
367.627	0.653	VIDEOTAPE	lure	n/a	1	n/a
368.294	0.356	TOOTHPICK	lure	n/a	1	n/a
368.661	0.499	FLAMINGO	lure	n/a	1	n/a
369.177	0.805	MARMALADE	lure	n/a	1	n/a
369.994	0.503	MAIDENHEAD	lure	n/a	1	n/a
370.511	0.601	TICKET	short	n/a	1	n/a
371.127	0.601	BUILDER	lure	n/a	1	n/a
371.744	0.376	PRANKSTER	lure	n/a	1	n/a
372.132	0.484	GEYSER	lure	n/a	1	n/a
372.627	0.421	EPOCH	lure	n/a	1	n/a
373.061	0.693	POEM	lure	n/a	1	n/a
373.761	0.596	ARMORY	lure	n/a	1	n/a
374.444	0.329	MAIDENHOOD	lure	n/a	1	n/a
374.777	0.345	CHARMER	lure	n/a	1	n/a
375.127	0.551	SKATER	lure	n/a	1	n/a
375.694	0.512	WHEAT	lure	n/a	1	n/a
376.211	0.396	HOUSEWIFE	lure	n/a	1	n/a
376.611	0.717	CINEMA	lure	n/a	1	n/a
377.344	0.63	PEARL	lure	n/a	1	n/a
377.977	0.596	DAYLIGHT	lure	n/a	1	n/a
378.577	0.585	JOURNEYMAN	lure	n/a	1	n/a
379.177	0.366	ATTAINMENT	lure	n/a	1	n/a
379.56	0.717	DISC	lure	n/a	1	n/a
380.294	0.691	CHECKBOOK	lure	n/a	1	n/a
380.994	0.99	CAROL	lure	n/a	1	n/a
381.994	0.503	BENCH	lure	n/a	1	n/a
382.51	2.002	MAZE	long	n/a	1	n/a
384.527	0.679	DRAWER	lure	n/a	1	n/a
385.21	0.363	REGIME	lure	n/a	1	n/a
385.577	0.44	LEGISLATOR	lure	n/a	1	n/a
386.028	0.519	FOREST	lure	n/a	1	n/a
386.56	0.651	INTERLUDE	lure	n/a	1	n/a
387.31	0.752	HONEYDEW	lure	n/a	1	n/a
388.077	0.514	BRIAR	lure	n/a	1	n/a
388.594	0.474	WHISKER	lure	n/a	1	n/a
389.077	0.343	SHUTDOWN	lure	n/a	1	n/a
389.427	0.555	KINGDOM	lure	n/a	1	n/a
389.994	0.501	COMMANDER	lure	n/a	1	n/a
390.51	2.002	PUPPET	long	n/a	1	n/a
392.527	0.55	INFANCY	lure	n/a	1	n/a
393.094	0.573	EMPLOYEE	lure	n/a	1	n/a
393.677	0.492	MASCARA	lure	n/a	1	n/a
394.177	0.613	PASSBOOK	lure	n/a	1	n/a
394.794	0.53	ARGUMENT	lure	n/a	1	n/a
395.327	0.55	TOUCHDOWN	lure	n/a	1	n/a
395.894	0.539	BLUEJAY	lure	n/a	1	n/a
396.444	0.662	NEEDLEWORK	lure	n/a	1	n/a
397.11	0.662	PRECAUTION	lure	n/a	1	n/a
397.777	0.303	BRUISER	lure	n/a	1	n/a
398.094	0.476	APPLICANT	lure	n/a	1	n/a
398.577	0.367	PUPPETEER	lure	n/a	1	n/a
398.96	0.556	OAT	lure	n/a	1	n/a
399.61	0.371	COMMUNITY	lure	n/a	1	n/a
399.994	0.501	TOMCAT	lure	n/a	1	n/a
400.51	0.603	PYRAMID	short	n/a	1	n/a
401.127	0.327	GRADATION	lure	n/a	1	n/a
401.46	0.565	CONTINENCE	lure	n/a	1	n/a
402.043	0.678	GOULASH	lure	n/a	1	n/a
402.727	0.326	FOLLY	lure	n/a	1	n/a
403.06	0.461	CERVIX	lure	n/a	1	n/a
403.527	0.426	TURBULENCE	lure	n/a	1	n/a
403.96	0.538	MOUTHFUL	lure	n/a	1	n/a
404.51	0.571	CELLOPHANE	lure	n/a	1	n/a
405.093	0.733	BALLET	lure	n/a	1	n/a
405.843	0.433	INGESTION	lure	n/a	1	n/a
406.293	0.651	LOADER	lure	n/a	1	n/a
406.96	1.03	INDIGENCE	lure	n/a	1	n/a
407.993	0.501	SLACKER	lure	n/a	1	n/a
408.51	1.001	STRAWBERRY	fruit	detect	1	967
409.527	0.396	VEST	lure	n/a	1	n/a
409.927	0.324	HEMP	lure	n/a	1	n/a
410.26	0.654	PHYSICIAN	lure	n/a	1	n/a
411.01	0.343	HERDSMAN	lure	n/a	1	n/a
411.36	0.649	STEELMAKER	lure	n/a	1	n/a
412.027	0.62	SCROLLWORK	lure	n/a	1	n/a
412.66	0.324	FLEA	lure	n/a	1	n/a
412.993	0.657	GASLIGHT	lure	n/a	1	n/a
413.66	0.705	INMATE	lure	n/a	1	n/a
414.377	0.455	SLINGER	lure	n/a	1	n/a
414.843	0.388	ATHLETE	lure	n/a	1	n/a
415.243	0.702	TOTALITY	lure	n/a	1	n/a
415.96	0.579	INDENT	lure	n/a	1	n/a
416.543	0.328	GLACIER	lure	n/a	1	n/a
416.877	0.486	DOMICILE	lure	n/a	1	n/a
417.377	0.707	SNOWMAN	lure	n/a	1	n/a
418.093	0.692	SCORECARD	lure	n/a	1	n/a
418.793	0.545	SLAB	lure	n/a	1	n/a
419.343	0.64	SPRAYER	lure	n/a	1	n/a
419.993	0.5	CARDBOARD	lure	n/a	1	n/a
420.51	0.602	BUCKET	short	n/a	1	n/a
421.127	0.649	UNDERSIDE	lure	n/a	1	n/a
421.793	0.306	SWEETHEART	lure	n/a	1	n/a
422.193	0.706	COURTIER	lure	n/a	1	n/a
422.91	0.461	LOCOMOTION	lure	n/a	1	n/a
423.377	0.749	ICICLE	lure	n/a	1	n/a
424.143	0.741	BOASTER	lure	n/a	1	n/a
424.896	0.517	PRESENTER	lure	n/a	1	n/a
425.426	0.704	ILLUSION	lure	n/a	1	n/a
426.143	0.695	VEIN	lure	n/a	1	n/a
426.843	0.701	FORE	lure	n/a	1	n/a
427.56	0.423	DINNERWARE	lure	n/a	1	n/a
427.993	0.501	SPARROW	lure	n/a	1	n/a
428.51	1.002	APPLE	fruit	detect	1	719
429.526	0.432	DRUMBEAT	lure	n/a	1	n/a
429.976	0.419	SNOWFALL	lure	n/a	1	n/a
430.41	0.349	BARRICADE	lure	n/a	1	n/a
430.776	0.352	READER	lure	n/a	1	n/a
431.143	0.72	HANDIWORK	lure	n/a	1	n/a
431.876	0.486	RHINO	lure	n/a	1	n/a
432.376	0.637	MOTORCYCLE	lure	n/a	1	n/a
433.026	0.347	SOCIETY	lure	n/a	1	n/a
433.376	0.505	TRACHEA	lure	n/a	1	n/a
433.976	0.448	EXAMINER	lure	n/a	1	n/a
434.443	0.623	FLAX	lure	n/a	1	n/a
435.078	0.592	INFLATION	lure	n/a	1	n/a
435.676	0.466	SORORITY	lure	n/a	1	n/a
436.16	0.635	PAGEANTRY	lure	n/a	1	n/a
436.81	0.649	KIDDY	lure	n/a	1	n/a
437.476	0.611	CASTE	lure	n/a	1	n/a
438.093	0.425	SCENE	lure	n/a	1	n/a
438.526	0.451	CONTENDER	lure	n/a	1	n/a
438.993	0.991	RESOLUTION	lure	n/a	1	n/a
439.993	0.501	CHIVALRY	lure	n/a	1	n/a
440.51	0.601	LAKE	short	n/a	1	n/a
441.126	0.49	TEAHOUSE	lure	n/a	1	n/a
441.628	0.489	BOXWOOD	lure	n/a	1	n/a
442.128	0.534	INSTRUMENT	lure	n/a	1	n/a
442.676	0.69	IMMUNITY	lure	n/a	1	n/a
443.376	0.565	MATINEE	lure	n/a	1	n/a
443.96	0.356	DADDY	lure	n/a	1	n/a
444.326	0.633	LEAFLET	lure	n/a	1	n/a
444.976	0.383	DINOSAUR	lure	n/a	1	n/a
445.443	0.727	CHILDREN	lure	n/a	1	n/a
446.176	0.459	RAWHIDE	lure	n/a	1	n/a
446.643	0.624	FRAMEWORK	lure	n/a	1	n/a
447.276	0.707	PATRIARCH	lure	n/a	1	n/a
447.993	0.501	SHORTSTOP	lure	n/a	1	n/a
448.509	2.001	GRAVEL	long	n/a	1	n/a
450.526	0.576	LIEU	lure	n/a	1	n/a
451.109	0.387	ACCENT	lure	n/a	1	n/a
451.51	0.655	PEACE	lure	n/a	1	n/a
452.176	0.703	CALCULATOR	lure	n/a	1	n/a
452.893	0.311	DOMINO	lure	n/a	1	n/a
453.209	0.513	PAYLOAD	lure	n/a	1	n/a
453.726	0.65	ANNOUNCER	lure	n/a	1	n/a
454.393	0.535	RICE	lure	n/a	1	n/a
454.943	0.468	BRANDY	lure	n/a	1	n/a
455.426	0.38	COMPLAINT	lure	n/a	1	n/a
455.809	0.313	BASKETWORK	lure	n/a	1	n/a
456.126	0.446	ARTICHOKE	lure	n/a	1	n/a
456.576	0.64	STAG	lure	n/a	1	n/a
457.226	0.757	KING	lure	n/a	1	n/a
458.076	0.502	STATUTE	lure	n/a	1	n/a
458.593	2.003	BRAKE	long	n/a	1	n/a
460.609	0.579	COASTLINE	lure	n/a	1	n/a
461.193	0.368	PLASTICITY	lure	n/a	1	n/a
461.576	0.708	OBSCURITY	lure	n/a	1	n/a
462.293	0.682	REPUTE	lure	n/a	1	n/a
462.993	0.305	MORTAR	lure	n/a	1	n/a
463.309	0.456	SCARFACE	lure	n/a	1	n/a
463.777	0.517	COROLLARY	lure	n/a	1	n/a
464.309	0.599	PREPAYMENT	lure	n/a	1	n/a
464.926	0.61	FINCH	lure	n/a	1	n/a
465.543	0.35	VOLLEYBALL	lure	n/a	1	n/a
465.909	0.61	TYPESCRIPT	lure	n/a	1	n/a
466.526	0.728	WALNUT	lure	n/a	1	n/a
467.259	0.722	SNOBBERY	lure	n/a	1	n/a
467.993	0.5	EVERYBODY	lure	n/a	1	n/a
468.509	0.603	BANNER	short	n/a	1	n/a
469.126	0.653	DANDRUFF	lure	n/a	1	n/a
469.793	0.668	LUMINARY	lure	n/a	1	n/a
470.476	0.569	ORGANIZER	lure	n/a	1	n/a
471.126	0.339	PAVILION	lure	n/a	1	n/a
471.476	0.682	MILITANCY	lure	n/a	1	n/a
472.176	0.45	UPHOLSTERY	lure	n/a	1	n/a
472.642	0.315	ELVER	lure	n/a	1	n/a
472.976	0.622	CARLOAD	lure	n/a	1	n/a
473.61	0.708	PLAYWRIGHT	lure	n/a	1	n/a
474.329	0.381	GUNMEN	lure	n/a	1	n/a
474.726	0.477	MOM	lure	n/a	1	n/a
475.209	0.775	TRAITOR	lure	n/a	1	n/a
475.992	0.501	ILLEGALITY	lure	n/a	1	n/a
476.509	0.601	BRIDGE	short	n/a	1	n/a
477.126	0.567	TEPEE	lure	n/a	1	n/a
477.709	0.685	MATCHBOX	lure	n/a	1	n/a
478.409	0.515	CABARET	lure	n/a	1	n/a
478.942	0.585	TEMPERANCE	lure	n/a	1	n/a
479.542	0.344	ICEPACK	lure	n/a	1	n/a
479.892	0.47	MARKSMAN	lure	n/a	1	n/a
480.376	0.481	FIDELITY	lure	n/a	1	n/a
480.859	0.448	CRATE	lure	n/a	1	n/a
481.326	0.41	CODFISH	lure	n/a	1	n/a
481.826	0.158	ERUPTION	lure	n/a	1	n/a
481.992	0.502	JUNCTURE	lure	n/a	1	n/a
482.509	2.001	STADIUM	long	n/a	1	n/a
484.526	0.449	BOOKSTALL	lure	n/a	1	n/a
484.992	0.391	APRICOT	lure	n/a	1	n/a
485.392	0.331	MAESTRO	lure	n/a	1	n/a
485.726	0.745	MANNEQUIN	lure	n/a	1	n/a
486.476	0.51	AIRFRAME	lure	n/a	1	n/a
486.992	0.482	READOUT	lure	n/a	1	n/a
487.492	0.643	DEVIATION	lure	n/a	1	n/a
488.142	0.601	GATEKEEPER	lure	n/a	1	n/a
488.759	0.72	GONDOLA	lure	n/a	1	n/a
489.492	0.547	TRICOLOR	lure	n/a	1	n/a
490.042	0.591	REPROACH	lure	n/a	1	n/a
490.645	0.626	DERAILMENT	lure	n/a	1	n/a
491.276	0.707	LAD	lure	n/a	1	n/a
491.992	0.501	YOUTH	lure	n/a	1	n/a
492.509	1.004	MULBERRY	fruit	detect	1	752
493.526	0.528	SAWHORSE	lure	n/a	1	n/a
494.059	0.689	NUNNERY	lure	n/a	1	n/a
494.842	0.337	OBVERSE	lure	n/a	1	n/a
495.192	0.63	GRANDEUR	lure	n/a	1	n/a
495.826	0.724	VIGOR	lure	n/a	1	n/a
496.559	0.615	THEOLOGIAN	lure	n/a	1	n/a
497.192	0.544	VALIDITY	lure	n/a	1	n/a
497.742	0.743	BOOKSELLER	lure	n/a	1	n/a
498.492	0.538	SUMMARY	lure	n/a	1	n/a
499.042	0.747	CONCERTO	lure	n/a	1	n/a
499.792	0.341	PARTAKER	lure	n/a	1	n/a
500.142	0.676	REALIST	lure	n/a	1	n/a
500.83	0.61	DURATION	lure	n/a	1	n/a
501.442	0.396	TIMEKEEPER	lure	n/a	1	n/a
501.842	0.338	TWOSOME	lure	n/a	1	n/a
502.192	0.572	CARPENTER	lure	n/a	1	n/a
502.775	0.586	VALVE	lure	n/a	1	n/a
503.375	0.338	TELEPATHY	lure	n/a	1	n/a
503.725	0.659	DILIGENCE	lure	n/a	1	n/a
504.397	0.647	NOTION	lure	n/a	1	n/a
505.059	0.924	BOUNDARY	lure	n/a	1	n/a
505.992	0.502	ROYALE	lure	n/a	1	n/a
506.592	2.002	CHALK	long	n/a	1	n/a
508.609	0.667	THROWER	lure	n/a	1	n/a
509.292	0.69	LEGUME	lure	n/a	1	n/a
509.992	0.329	BRUSHFIRE	lure	n/a	1	n/a
510.325	0.554	PHYSIQUE	lure	n/a	1	n/a
510.892	0.448	NONE	lure	n/a	1	n/a
511.359	0.514	ABSOLUTISM	lure	n/a	1	n/a
511.875	0.697	MILITIA	lure	n/a	1	n/a
512.575	0.46	WARRIOR	lure	n/a	1	n/a
513.042	0.686	DONOR	lure	n/a	1	n/a
513.742	0.452	IMMENSITY	lure	n/a	1	n/a
514.209	0.437	FIN	lure	n/a	1	n/a
514.659	0.732	ENGRAVER	lure	n/a	1	n/a
515.409	0.706	RESIDENCY	lure	n/a	1	n/a
516.127	0.461	BLOWGUN	lure	n/a	1	n/a
516.592	0.691	EJECTOR	lure	n/a	1	n/a
517.294	0.531	HEARTH	lure	n/a	1	n/a
517.842	0.703	TRAVELER	lure	n/a	1	n/a
518.559	0.423	OUTGROWTH	lure	n/a	1	n/a
518.992	0.642	THEOCRACY	lure	n/a	1	n/a
519.725	0.413	CONCLAVE	lure	n/a	1	n/a
520.142	0.63	RIFLEMEN	lure	n/a	1	n/a
520.775	0.545	METHOD	lure	n/a	1	n/a
521.325	0.461	SANCTUARY	lure	n/a	1	n/a
521.792	0.5	SERUM	lure	n/a	1	n/a
522.308	0.601	TEARJERKER	lure	n/a	1	n/a
522.925	0.489	TAXIDERMY	lure	n/a	1	n/a
523.425	0.419	CANISTER	lure	n/a	1	n/a
523.858	0.554	INDUCEMENT	lure	n/a	1	n/a
524.425	0.364	CANYON	lure	n/a	1	n/a
524.808	0.538	REMINDER	lure	n/a	1	n/a
525.359	0.664	TANKER	lure	n/a	1	n/a
