onset	duration	stim	cond	resp	acc	RT
199.013	0.977	COMRADE	lure	n/a	1	n/a
199.996	0.503	FLAGPOLE	lure	n/a	1	n/a
200.513	0.601	LAKE	short	n/a	1	n/a
201.13	0.557	CHILI	lure	n/a	1	n/a
201.698	0.594	SULPHUR	lure	n/a	1	n/a
202.296	0.426	DISHARMONY	lure	n/a	1	n/a
202.73	0.417	FRACTION	lure	n/a	1	n/a
203.163	0.432	REBUTTAL	lure	n/a	1	n/a
203.613	0.68	SERVILITY	lure	n/a	1	n/a
204.296	0.621	SCHOOLBOY	lure	n/a	1	n/a
204.93	0.73	PROPELLER	lure	n/a	1	n/a
205.663	0.406	ALDERMEN	lure	n/a	1	n/a
206.08	0.705	SWEEPER	lure	n/a	1	n/a
206.796	0.569	COMPLEXION	lure	n/a	1	n/a
207.38	0.621	ROSEBUSH	lure	n/a	1	n/a
208.013	0.317	BOATLOAD	lure	n/a	1	n/a
208.346	0.419	MANDOLIN	lure	n/a	1	n/a
208.78	0.55	BANDAGE	lure	n/a	1	n/a
209.346	0.644	AVOCADO	lure	n/a	1	n/a
209.996	0.501	GLEN	lure	n/a	1	n/a
210.58	1.004	ELDERBERRY	fruit	detect	1	793
211.596	0.737	NITROGEN	lure	n/a	1	n/a
212.346	0.737	ETHANOL	lure	n/a	1	n/a
213.096	0.45	HEARTACHE	lure	n/a	1	n/a
213.563	0.614	LINEN	lure	n/a	1	n/a
214.196	0.41	EXUBERANCE	lure	n/a	1	n/a
214.613	0.695	DIALECT	lure	n/a	1	n/a
215.313	0.384	BROWNING	lure	n/a	1	n/a
215.713	0.449	DECREMENT	lure	n/a	1	n/a
216.18	0.409	VOLTAGE	lure	n/a	1	n/a
216.6	0.339	COMMENTARY	lure	n/a	1	n/a
216.946	0.496	SLOAN	lure	n/a	1	n/a
217.446	0.308	RAVEL	lure	n/a	1	n/a
217.763	0.547	MOUTHWASH	lure	n/a	1	n/a
218.313	0.317	CHARIOT	lure	n/a	1	n/a
218.646	0.422	RECAP	lure	n/a	1	n/a
219.08	0.532	PINSTRIPE	lure	n/a	1	n/a
219.63	0.496	VENUE	lure	n/a	1	n/a
220.13	0.34	JET	lure	n/a	1	n/a
220.48	0.45	FLOWCHART	lure	n/a	1	n/a
221.013	0.35	CAMPSITE	lure	n/a	1	n/a
221.379	0.626	SALTER	lure	n/a	1	n/a
222.013	0.676	HEADBOARD	lure	n/a	1	n/a
222.696	0.724	PERFORMER	lure	n/a	1	n/a
223.432	0.403	BLOWTORCH	lure	n/a	1	n/a
223.846	0.746	NUTSHELL	lure	n/a	1	n/a
224.596	0.368	GIVER	lure	n/a	1	n/a
224.979	1.012	CHOICE	lure	n/a	1	n/a
225.996	0.501	DOUGH	lure	n/a	1	n/a
226.513	1.002	ORANGE	fruit	n/a	0	n/a
227.529	0.528	DEFAMATION	lure	detect	0	75
228.063	0.633	SPORTSMEN	lure	n/a	1	n/a
228.713	0.438	NEWSPAPER	lure	n/a	1	n/a
229.163	0.677	DEFENDANT	lure	n/a	1	n/a
229.846	0.739	BLOWUP	lure	n/a	1	n/a
230.596	0.602	IMITATION	lure	n/a	1	n/a
231.213	0.699	SYNAGOGUE	lure	n/a	1	n/a
231.929	0.321	GINSENG	lure	n/a	1	n/a
232.263	0.54	WOE	lure	n/a	1	n/a
232.813	0.535	DRAMA	lure	n/a	1	n/a
233.429	0.523	MIDAIR	lure	n/a	1	n/a
233.963	0.531	ANTELOPE	lure	n/a	1	n/a
234.513	0.463	PENALTY	lure	n/a	1	n/a
234.979	0.429	BEELINE	lure	n/a	1	n/a
235.413	0.512	HELPER	lure	n/a	1	n/a
235.929	0.454	UTENSIL	lure	n/a	1	n/a
236.396	0.419	BYWAY	lure	n/a	1	n/a
236.829	0.462	PENDANT	lure	n/a	1	n/a
237.296	0.533	PROJECTILE	lure	n/a	1	n/a
237.846	0.581	ROOSTER	lure	n/a	1	n/a
238.446	0.417	MURK	lure	n/a	1	n/a
238.879	0.665	EPIGRAPH	lure	n/a	1	n/a
239.563	0.468	BIRDIE	lure	n/a	1	n/a
240.046	0.559	INKWELL	lure	n/a	1	n/a
240.613	0.375	SPECIALITY	lure	n/a	1	n/a
240.999	0.991	ADDITION	lure	n/a	1	n/a
241.996	0.503	COVERALL	lure	n/a	1	n/a
242.513	2.001	ORNAMENT	long	n/a	1	n/a
244.529	0.744	DRAY	lure	n/a	1	n/a
245.279	0.409	DISUNION	lure	n/a	1	n/a
245.763	0.497	JERSEY	lure	n/a	1	n/a
246.262	0.557	PROMENADE	lure	n/a	1	n/a
246.829	0.303	GALLEY	lure	n/a	1	n/a
247.146	0.422	DILL	lure	n/a	1	n/a
247.579	0.692	REDEMPTION	lure	n/a	1	n/a
248.282	0.652	TEMPEST	lure	n/a	1	n/a
248.946	0.503	CONCERT	lure	n/a	1	n/a
249.462	0.533	LANE	lure	n/a	1	n/a
250.012	0.631	GRINDER	lure	n/a	1	n/a
250.662	0.58	PEDESTAL	lure	n/a	1	n/a
251.246	0.347	YEAST	lure	n/a	1	n/a
251.596	0.346	APARTHEID	lure	n/a	1	n/a
251.946	0.695	SANCTITY	lure	n/a	1	n/a
252.646	0.419	DOCTRINE	lure	n/a	1	n/a
253.079	0.51	TELESCOPE	lure	n/a	1	n/a
253.596	0.584	GRANDMA	lure	n/a	1	n/a
254.196	0.626	STATEMENT	lure	n/a	1	n/a
254.829	0.531	SPECIALIST	lure	n/a	1	n/a
255.379	0.563	BARRACUDA	lure	n/a	1	n/a
255.946	0.635	MAGNATE	lure	n/a	1	n/a
256.662	0.743	SUBSYSTEM	lure	n/a	1	n/a
257.412	0.687	ORCHESTRA	lure	n/a	1	n/a
258.112	0.46	DEMOGRAPHY	lure	n/a	1	n/a
258.579	0.507	PRINCE	lure	n/a	1	n/a
259.098	0.419	DISTASTE	lure	n/a	1	n/a
259.529	0.328	RELAXATION	lure	n/a	1	n/a
259.862	0.374	CRITERION	lure	n/a	1	n/a
260.246	0.7	POETRY	lure	n/a	1	n/a
260.962	0.515	SHUTTLE	lure	n/a	1	n/a
261.496	0.741	FORTNIGHT	lure	n/a	1	n/a
262.246	0.731	SUCCESSOR	lure	n/a	1	n/a
262.996	0.616	VULGARITY	lure	n/a	1	n/a
263.629	0.345	UNDERWOOD	lure	n/a	1	n/a
263.979	0.617	DOWNER	lure	n/a	1	n/a
264.612	0.331	POD	lure	n/a	1	n/a
264.962	0.68	BAGPIPE	lure	n/a	1	n/a
265.646	0.682	HANGUP	lure	n/a	1	n/a
266.346	0.357	KEROSENE	lure	n/a	1	n/a
266.712	0.436	TIMBER	lure	n/a	1	n/a
267.162	0.413	PIETY	lure	n/a	1	n/a
267.662	0.314	ANNULMENT	lure	n/a	1	n/a
267.996	0.57	MOTORCADE	lure	n/a	1	n/a
268.579	0.742	KITCHEN	lure	n/a	1	n/a
269.332	0.596	RETRACTION	lure	n/a	1	n/a
269.945	0.579	MONEY	lure	n/a	1	n/a
270.529	0.738	CUTTER	lure	n/a	1	n/a
281.195	0.457	GETAWAY	lure	n/a	1	n/a
281.665	0.326	CONTEXT	lure	n/a	1	n/a
282.012	0.501	SALE	lure	n/a	1	n/a
282.529	1.007	BAn/aA	fruit	detect	1	692
283.545	0.35	REACTIVITY	lure	n/a	1	n/a
283.912	0.712	DYNAMITE	lure	n/a	1	n/a
284.629	0.473	MOTTO	lure	n/a	1	n/a
285.113	0.424	GROCERY	lure	n/a	1	n/a
285.545	0.401	STRUDEL	lure	n/a	1	n/a
285.962	0.596	NEUTRON	lure	n/a	1	n/a
286.562	0.521	LIVERWURST	lure	n/a	1	n/a
287.095	0.38	BULB	lure	n/a	1	n/a
287.479	0.428	STRIPE	lure	n/a	1	n/a
287.912	0.701	FINGERTIP	lure	n/a	1	n/a
288.695	0.677	LOON	lure	n/a	1	n/a
289.379	0.434	SERMON	lure	n/a	1	n/a
289.829	0.545	EARL	lure	n/a	1	n/a
290.395	0.624	RUM	lure	n/a	1	n/a
291.032	0.362	VINEGAR	lure	n/a	1	n/a
291.412	0.374	SQUATTER	lure	n/a	1	n/a
291.795	0.322	SAILOR	lure	n/a	1	n/a
292.129	0.376	DISHWASHER	lure	n/a	1	n/a
292.512	0.644	BEACHHEAD	lure	n/a	1	n/a
293.178	0.813	SUSHI	lure	n/a	1	n/a
294.012	0.502	EPISTLE	lure	n/a	1	n/a
294.532	2.002	PUPPET	long	n/a	1	n/a
296.545	0.389	FANTASY	lure	n/a	1	n/a
296.945	0.561	ENAMEL	lure	n/a	1	n/a
297.512	0.696	ICECUBE	lure	n/a	1	n/a
298.212	0.649	SPRINGTIME	lure	n/a	1	n/a
298.878	0.574	FEDERALISM	lure	n/a	1	n/a
299.462	0.428	SYNONYM	lure	n/a	1	n/a
299.895	0.64	SANDBOX	lure	n/a	1	n/a
300.545	0.366	EVICTION	lure	n/a	1	n/a
300.995	0.997	SLOWPOKE	lure	n/a	1	n/a
302.012	0.503	MAGICIAN	lure	n/a	1	n/a
302.528	0.603	PYRAMID	short	n/a	1	n/a
303.145	0.624	WINDMILL	lure	n/a	1	n/a
303.778	0.677	ADMIRAL	lure	n/a	1	n/a
304.462	0.503	KNOT	lure	n/a	1	n/a
304.978	0.705	SAVER	lure	n/a	1	n/a
305.695	0.529	RADISH	lure	n/a	1	n/a
306.228	0.713	BEECH	lure	n/a	1	n/a
306.945	0.693	EXPONENT	lure	n/a	1	n/a
307.645	0.452	EYELASH	lure	n/a	1	n/a
308.112	0.356	SCOREBOOK	lure	n/a	1	n/a
