onset	duration	cue	cond	sbjResp	sbjRT	mcAcc	mcResp	cResp	mcRT	lures
6.034	11	MIST	practice	n/a	n/a	1	5	2345	2026	13,24,36,64
26.004	11	MATTRESS	short	4	878	1	4	4	2372	13,61,48,56
46.016	11	CHISEL	lure	1	646	1	5	2345	700	37,16,29,74
65.999	11	CART	long	2	1343	1	2	2	2293	04,70,30,60
85.999	11	FOIL	lure	n/a	n/a	1	2	2345	2957	46,38,03,77
106.004	11	MUZZLE	omit	2	1295	0	5	4	861	37,70,74,60
126.003	11	TAPE	long	2	1368	0	4	2	1894	06,75,24,03
145.998	11	PENNY	omit	4	1056	1	2	2	2086	29,16,39,60
165.998	11	ISLAND	lure	1	440	1	5	2345	550	49,29,37,77
185.998	11	NOTE	lure	1	552	1	5	2345	727	66,64,70,50
205.998	11	DUST	short	2	1593	1	3	3	1599	50,02,61,66
225.997	11	TERRACE	omit	1	513	1	5	5	431	48,77,24,60
246	11	PIANO	short	3	409	1	3	3	2191	70,46,28,60
266.013	11	RELIC	lure	1	985	1	5	2345	1687	64,24,41,02
285.996	11	CINDER	lure	1	1306	1	5	2345	1144	30,41,03,70
305.997	11	DITCH	long	4	1538	1	4	4	1704	13,56,28,49
325.997	11	RAINDROP	lure	1	762	1	5	2345	1000	78,75,74,13
345.999	11	RULER	short	3	424	1	3	3	2713	13,66,70,03
365.998	11	PARADE	lure	1	427	1	5	2345	729	75,56,70,41
385.996	11	ORNAMENT	long	3	1547	1	3	3	2681	56,70,04,64
405.999	11	WIRE	omit	4	987	1	2	2	1826	41,06,02,74
425.994	11	RAINBOW	long	2	1228	0	3	2	2802	61,06,56,29
445.998	11	CLOAK	short	5	412	1	4	4	1362	46,36,78,49
465.994	11	MORNING	omit	4	2580	1	4	4	2418	56,48,30,70
485.994	11	HILL	lure	1	1533	1	5	2345	1387	29,74,42,28
505.993	11	TRIPOD	lure	1	573	1	5	2345	1267	39,48,41,04
525.993	11	ATLAS	lure	1	805	1	5	2345	747	03,42,04,48
545.993	11	FOSSIL	long	3	1382	1	2	2	2284	64,30,42,29
565.992	11	GLOBE	lure	1	662	1	5	2345	1252	02,42,74,24
585.992	11	BOTTLE	short	5	622	1	2	2	2228	77,38,42,48
605.992	11	HOOD	omit	3	918	1	4	4	1076	75,46,03,29
625.992	11	PIER	lure	1	967	1	3	2345	1877	42,66,13,50
645.975	11	FERRY	short	3	408	1	5	5	1422	38,56,29,50
665.974	11	LEAD	lure	1	1240	1	5	2345	1126	04,49,50,24
685.974	11	DOME	omit	4	1480	1	3	3	1822	56,38,42,75
705.974	11	CABLE	long	1	489	0	5	2	551	24,16,48,61
725.974	11	NOVEL	long	5	577	1	4	4	1535	24,56,75,37
745.973	11	POOL	lure	1	593	0	n/a	2345	n/a	29,36,48,75
765.99	11	TEAR	short	5	513	1	2	2	1551	49,66,36,56
785.973	11	MONSOON	omit	1	498	0	5	2	2000	16,48,49,46
805.989	11	COUNCIL	lure	1	833	1	5	2345	2383	60,46,42,36
825.972	11	BARREL	long	3	554	1	2	2	2224	42,28,41,70
845.973	11	MIRROR	short	4	858	1	4	4	1544	04,64,37,02
865.988	11	SOCKET	lure	1	650	1	5	2345	928	06,50,74,36
885.972	11	DRILL	lure	1	419	1	5	2345	721	64,50,42,48
905.971	11	PORTAL	omit	4	2539	1	4	4	1809	02,49,13,64
925.972	11	LEVER	lure	1	468	1	5	2345	858	49,04,60,42
945.975	11	TIRE	short	3	1961	1	3	3	1802	02,56,50,66
965.974	11	POUCH	omit	1	780	0	5	2	1658	36,41,16,29
985.97	11	SUDS	lure	1	468	1	5	2345	882	75,02,60,36
1005.97	11	PARCEL	long	4	733	1	4	4	1515	06,36,39,02
