onset	duration	cue	cond	sbjResp	sbjRT	mcAcc	mcResp	cResp	mcRT	lures
6.023	11	MIST	practice	2	2710	1	4	2345	1436	81,47,60,40
26.006	11	BUCKLE	lure	n/a	n/a	1	2	2345	365	79,50,16,53
46.006	11	BATON	short	5	1543	1	5	5	869	26,31,07,65
66.005	11	PLANET	long	5	560	1	4	4	2558	26,72,07,71
86.006	11	SUMMIT	omit	4	1104	1	4	4	1150	40,20,76,23
106.005	11	CART	lure	1	2584	1	4	2345	1134	38,71,23,48
126.005	11	FIDDLE	long	4	640	1	2	2	982	60,37,31,53
146.004	11	STAR	omit	4	1889	0	3	4	1279	50,56,38,57
166.004	11	PIANO	lure	1	1233	1	2	2345	367	69,37,38,24
186.004	11	STAPLE	lure	n/a	n/a	1	2	2345	23	24,45,69,57
206.003	11	BASKET	short	3	1057	1	3	3	983	56,20,24,23
226.004	11	CHALK	short	4	466	1	3	3	976	38,14,82,57
246.003	11	FOIL	lure	3	1130	1	3	2345	1760	82,38,72,20
266.003	11	HILL	long	2	1698	1	3	3	1216	48,69,14,76
286.002	11	STADIUM	lure	5	1387	1	5	2345	1193	31,56,24,26
306.002	11	ROCK	omit	4	1131	1	3	3	817	19,79,24,40
326.002	11	ATOM	lure	2	387	1	4	2345	1441	81,57,56,31
346.001	11	PARCEL	lure	n/a	n/a	1	4	2345	369	76,37,57,38
366.001	11	SIGN	omit	5	2260	1	4	4	834	76,40,75,23
386.001	11	LUMBER	long	5	1732	1	5	5	1658	69,57,37,26
405.985	11	ROPE	short	2	917	1	5	5	1291	24,40,26,81
426	11	MAGNET	long	4	2188	1	2	2	1858	31,69,76,47
445.983	11	FOSSIL	lure	4	1941	1	2	2345	371	72,76,81,14
465.987	11	RUST	omit	4	941	1	5	5	1460	53,38,72,56
485.986	11	TIRE	short	4	838	1	3	3	2380	75,82,31,81
505.984	11	METAL	lure	5	854	1	2	2345	1356	31,20,76,56
525.982	11	PADDLE	omit	3	743	1	5	5	1229	19,79,65,16
545.982	11	CURTAIN	long	5	1159	1	5	5	1181	14,71,29,50
565.982	11	RAVINE	lure	4	2015	1	5	2345	1525	37,20,79,76
585.986	11	MATTRESS	lure	3	1911	1	5	2345	958	72,56,20,69
605.981	11	COLLAR	short	4	1160	1	2	2	1038	40,23,72,37
625.985	11	DISTRICT	long	4	984	1	4	4	1454	14,45,48,50
645.981	11	COAL	lure	1	1440	1	5	2345	2134	23,45,47,14
665.98	11	BUBBLE	lure	4	1641	1	5	2345	1871	81,53,07,75
685.98	11	CRAYON	omit	4	1137	0	5	3	2095	60,37,79,81
705.98	11	DOME	short	4	1561	1	5	5	1223	20,29,07,19
725.981	11	EASEL	lure	2	2185	1	2	2345	1631	50,60,53,31
745.98	11	SUDS	long	4	1186	1	3	3	2320	81,71,20,40
765.98	11	ANCHOR	lure	4	1466	1	2	2345	1944	56,81,72,60
785.979	11	IODINE	short	4	1418	1	4	4	1328	38,45,23,53
805.978	11	CLIFF	omit	4	562	1	4	4	1616	23,48,53,82
825.983	11	BUCKET	omit	4	1433	1	5	5	1657	69,07,53,47
845.979	11	BLIZZARD	lure	1	1187	1	5	2345	561	07,19,81,31
865.961	11	WALLET	lure	3	1116	1	3	2345	1946	23,60,47,69
885.977	11	DIAL	long	4	620	1	2	2	1018	57,38,07,37
905.977	11	MOUNTAIN	short	4	732	1	2	2	962	24,26,19,16
925.977	11	CABLE	omit	4	1124	1	2	2	2114	72,69,56,40
945.96	11	PISTOL	lure	4	453	1	5	2345	315	57,71,37,60
965.976	11	SPARK	lure	1	1245	1	2	2345	411	38,48,71,40
985.976	11	POLISH	short	4	941	1	5	5	1795	65,50,53,29
1005.963	11	MAST	long	4	605	1	5	5	1396	79,24,40,45
