onset	duration	stim	cond	RT	resp	cresp	acc
4.039	0.599510043	CHIPMUNK	lure	n/a	n/a	n/a	1
4.639	0.499991032	GUIDEBOOK	lure	n/a	n/a	n/a	1
5.139	0.44999495	PACEMAKER	lure	n/a	n/a	n/a	1
5.589	0.333328381	ASPECT	lure	n/a	n/a	n/a	1
5.922	0.616658455	LENGTH	lure	n/a	n/a	n/a	1
6.539	0.449997568	SQUATTER	lure	n/a	n/a	n/a	1
6.989	0.716654513	NEWCOMER	lure	n/a	n/a	n/a	1
7.705	0.616657425	GALLON	short	n/a	n/a	n/a	1
8.322	0.383325628	SAILOR	lure	n/a	n/a	n/a	1
8.705	0.483329425	INSULATOR	lure	n/a	n/a	n/a	1
9.189	0.399994362	STARGAZER	lure	n/a	n/a	n/a	1
9.589	0.683384413	PENITENCE	lure	n/a	n/a	n/a	1
10.272	0.366601049	OILMAN	lure	n/a	n/a	n/a	1
10.639	0.683321351	PUN	lure	n/a	n/a	n/a	1
11.322	0.716662104	ANARCHIST	lure	n/a	n/a	n/a	1
12.039	0.749988613	SENTRY	lure	n/a	n/a	n/a	1
12.789	0.733383764	IGLOO	lure	n/a	n/a	n/a	1
13.522	0.666596988	WETTER	lure	n/a	n/a	n/a	1
14.189	0.583326352	SURFER	lure	n/a	n/a	n/a	1
14.772	0.583323772	SEASCAPE	lure	n/a	n/a	n/a	1
15.355	0.566719263	SPORTSMAN	lure	n/a	n/a	n/a	1
15.922	2.01657953	STAPLE	long	n/a	n/a	n/a	1
17.939	0.549992933	SEABOARD	lure	n/a	n/a	n/a	1
18.489	0.749990667	TALC	lure	n/a	n/a	n/a	1
19.239	0.416661284	BOUILLON	lure	n/a	n/a	n/a	1
19.655	0.599990623	KNOWLEDGE	lure	n/a	n/a	n/a	1
20.255	0.666711348	EGGNOG	lure	n/a	n/a	n/a	1
20.922	0.585758039	MOTHERHOOD	lure	n/a	n/a	n/a	1
21.508	0.730836613	PRIEST	lure	n/a	n/a	n/a	1
22.239	0.733323179	ARROW	lure	n/a	n/a	n/a	1
22.972	0.583325879	CAVEMAN	lure	n/a	n/a	n/a	1
23.555	0.649992469	ENTRAPMENT	lure	n/a	n/a	n/a	1
24.205	0.399993375	TURNOVER	lure	n/a	n/a	n/a	1
24.605	0.61665578	CHROME	short	n/a	n/a	n/a	1
25.222	0.499995402	SHIPBOARD	lure	n/a	n/a	n/a	1
25.722	0.44999778	NAIVETY	lure	n/a	n/a	n/a	1
26.172	0.516655617	INSTEP	lure	n/a	n/a	n/a	1
26.688	0.399994507	STINGER	lure	n/a	n/a	n/a	1
27.088	0.716659425	DECEPTION	lure	n/a	n/a	n/a	1
27.805	0.716654545	WAFER	lure	n/a	n/a	n/a	1
28.522	0.499991982	FRUGALITY	lure	n/a	n/a	n/a	1
29.022	0.433328785	EMBOLISM	lure	n/a	n/a	n/a	1
29.455	0.450058776	BLOWOUT	lure	n/a	n/a	n/a	1
29.905	0.449992802	ISOTOPE	lure	n/a	n/a	n/a	1
30.355	0.75056998	INKWELL	lure	n/a	n/a	n/a	1
31.106	0.566015744	TRICKERY	lure	n/a	n/a	n/a	1
31.672	0.716719794	CHEMIST	lure	n/a	n/a	n/a	1
32.388	0.416658645	PAVILION	lure	n/a	n/a	n/a	1
32.805	1.016597019	BANANA	fruit	552	2	2	1
33.822	0.783380827	PITCHER	lure	n/a	n/a	n/a	1
34.605	0.716642016	APPETIZER	lure	n/a	n/a	n/a	1
35.322	0.583279905	SHIPPER	lure	n/a	n/a	n/a	1
