onset	duration	cue	cond	sbjResp	sbjRT	mcAcc	mcResp	cResp	mcRT	lures
6.033	11	MIST	practice	1	926	1	2	2345	1900	41,73,12,22
26.021	11	LEAD	omit	4	2278	1	4	4	2460	47,40,11,81
46.02	11	ROOT	short	3	1118	0	3	4	2789	16,39,34,81
66.015	11	SKETCH	long	4	647	1	2	2	2317	47,09,59,40
86.015	11	BELL	lure	1	967	1	2	2345	901	59,81,32,47
106.015	11	PIPE	lure	2	1768	1	2	2345	1678	73,46,09,06
126.015	11	FRONTIER	lure	1	936	1	2	2345	758	41,32,73,50
146.014	11	NAIL	short	4	1336	1	2	2	1686	59,41,22,34
166.014	11	RECORD	lure	1	968	1	2	2345	1238	28,11,62,17
186.015	11	PATCH	long	4	2713	1	3	3	1383	18,09,50,38
206.013	11	PAINT	omit	4	2297	1	3	3	1207	81,40,39,76
226.016	11	RAKE	long	4	728	1	5	5	2071	32,28,34,62
246.014	11	PUMP	omit	4	978	1	3	3	1392	69,73,39,38
266.012	11	GOLF	lure	n/a	n/a	1	2	2345	1696	81,73,39,40
286.012	11	TICKET	lure	1	466	1	2	2345	1320	37,76,16,30
306.012	11	APRON	short	1	1282	1	4	4	3.1445	12,41,39,78
326.012	11	JAIL	lure	1	2171	1	2	2345	977	34,41,40,47
345.995	11	PLANK	long	4	596	1	2	2	1930	71,81,60,40
366.011	11	FLEET	omit	4	1371	0	2	3	2081	60,69,17,32
386.011	11	FERRY	lure	1	156	1	2	2345	786	16,11,46,40
406.01	11	LENS	short	4	756	1	4	4	1690	34,73,32,18
425.995	11	HOOK	lure	1	1981	1	2	2345	995	62,71,18,17
446.01	11	SOAP	short	4	989	1	4	4	1794	47,32,37,16
465.995	11	SANDPAPER	lure	1	981	1	2	2345	875	17,22,40,69
485.996	11	PITCHFORK	long	3	806	1	5	5	2236	12,47,38,17
505.992	11	POLISH	omit	5	798	1	5	5	1492	12,28,40,06
525.992	11	LEAF	long	4	998	0	2	3	1780	46,22,76,59
545.995	11	MATTRESS	short	5	422	1	2	2	2157	28,39,06,18
565.992	11	BLIZZARD	lure	1	1815	1	2	2345	1789	34,11,62,28
585.991	11	EXIT	omit	5	1111	1	2	2	2109	60,37,69,39
605.991	11	FLOOD	lure	1	695	1	2	2345	1437	09,32,12,11
625.991	11	PISTOL	omit	4	1112	1	2	2	1558	30,69,28,12
645.99	11	CURB	long	4	656	1	2	2	1374	78,71,12,73
665.991	11	PENNY	short	4	2720	1	4	4	2062	17,37,41,28
685.99	11	SWORD	lure	2	2464	1	2	2345	3.2786	17,41,38,06
705.99	11	PUZZLE	lure	1	753	1	2	2345	2223	16,06,46,40
725.991	11	CONTRACT	long	4	353	1	4	4	1903	12,39,76,69
745.991	11	SCOUT	omit	4	1201	1	3	3	2343	69,18,59,40
765.991	11	SHIRT	lure	1	754	1	2	2345	1720	32,37,18,06
785.989	11	BUCKLE	lure	1	2250	1	2	2345	1480	47,38,09,34
805.989	11	NICKEL	short	3	586	0	3	4	2816	22,39,46,37
825.971	11	TIMBER	short	5	763	1	4	4	1601	30,47,20,22
845.988	11	TIRE	long	3	723	0	4	3	2137	12,16,69,76
865.987	11	CORK	lure	1	963	1	2	2345	2241	09,62,39,47
885.987	11	RUST	lure	1	1427	1	2	2345	2313	22,20,17,81
905.987	11	PICTURE	omit	4	636	1	3	3	2330	73,50,39,46
925.986	11	WALLET	omit	5	884	1	4	4	1442	12,76,81,09
945.986	11	STICK	lure	1	972	1	2	2345	2106	11,06,69,71
965.986	11	FOSSIL	long	4	1045	1	2	2	2489	12,59,28,81
985.986	11	BOTTLE	lure	1	1917	1	2	2345	1019	47,28,11,32
1005.985	11	TRUCK	short	4	1237	1	4	4	1651	39,16,38,11
