onset	duration	cond	RT	resp	cresp	acc
5.01	0.917	face	n/a	n/a	n/a	1
6.01	0.9	face	n/a	n/a	n/a	1
7.01	0.917	face	644	2	2	1
8.01	0.917	face	n/a	n/a	n/a	1
9.01	0.917	face	n/a	n/a	n/a	1
10.01	0.917	face	476	2	2	1
11.01	0.917	face	n/a	n/a	n/a	1
12.01	0.917	face	604	2	2	1
13.01	0.917	face	n/a	n/a	n/a	1
14.01	0.917	face	436	2	2	1
15.01	0.9	face	n/a	n/a	n/a	1
16.01	0.917	face	476	2	2	1
17.01	0.917	face	n/a	n/a	n/a	1
18.01	0.917	face	452	2	2	1
19.01	0.917	face	n/a	n/a	n/a	1
20.01	0.917	face	n/a	n/a	n/a	1
31.026	0.917	car	n/a	n/a	n/a	1
32.01	0.917	car	525	2	2	1
33.01	0.9	car	n/a	n/a	n/a	1
34.01	0.917	car	429	2	2	1
35.01	0.917	car	n/a	n/a	n/a	1
36.01	0.917	car	437	2	2	1
37.01	0.917	car	n/a	n/a	n/a	1
38.01	0.917	car	n/a	n/a	n/a	1
39.01	0.917	car	n/a	n/a	n/a	1
40.01	0.917	car	397	2	2	1
41.01	0.917	car	n/a	n/a	n/a	1
42.01	0.917	car	n/a	n/a	n/a	1
43.01	0.917	car	485	2	2	1
44.01	0.9	car	n/a	n/a	n/a	1
45.01	0.9	car	n/a	n/a	n/a	1
46.01	0.917	car	461	2	2	1
57.026	0.917	scene	n/a	n/a	n/a	1
58.009	0.917	scene	525	2	2	1
59.009	0.917	scene	n/a	n/a	n/a	1
60.009	0.917	scene	n/a	n/a	n/a	1
61.009	0.917	scene	453	2	2	1
62.009	0.917	scene	n/a	n/a	n/a	1
63.009	0.917	scene	n/a	n/a	n/a	1
64.009	0.917	scene	373	2	2	1
65.009	0.917	scene	n/a	n/a	n/a	1
66.009	0.917	scene	501	2	2	1
67.009	0.917	scene	n/a	n/a	n/a	1
68.009	0.917	scene	n/a	n/a	n/a	1
69.009	0.917	scene	421	2	2	1
70.009	0.9	scene	n/a	n/a	n/a	1
71.009	0.917	scene	405	2	2	1
72.009	0.9	scene	n/a	n/a	n/a	1
83.026	0.917	word	n/a	n/a	n/a	1
84.009	0.917	word	n/a	n/a	n/a	1
85.009	0.917	word	461	2	2	1
86.009	0.917	word	n/a	n/a	n/a	1
87.009	0.9	word	n/a	n/a	n/a	1
88.009	0.917	word	373	2	2	1
89.009	0.917	word	n/a	n/a	n/a	1
90.009	0.917	word	453	2	2	1
91.009	0.917	word	n/a	n/a	n/a	1
92.009	0.9	word	n/a	n/a	n/a	1
93.009	0.917	word	405	2	2	1
94.009	0.9	word	n/a	n/a	n/a	1
95.009	0.917	word	413	2	2	1
96.009	0.917	word	n/a	n/a	n/a	1
97.009	0.917	word	445	2	2	1
98.009	0.917	word	n/a	n/a	n/a	1
109.025	0.9	face	n/a	n/a	n/a	1
110.009	0.917	face	n/a	n/a	n/a	1
111.009	0.917	face	438	2	2	1
112.009	0.917	face	n/a	n/a	n/a	1
113.009	0.917	face	382	2	2	1
114.009	0.9	face	n/a	n/a	n/a	1
115.011	0.914	face	379	2	2	1
116.009	0.9	face	n/a	n/a	n/a	1
117.009	0.917	face	n/a	n/a	n/a	1
118.009	0.917	face	n/a	n/a	n/a	1
119.009	0.917	face	366	2	2	1
120.008	0.917	face	n/a	n/a	n/a	1
121.008	0.917	face	414	2	2	1
122.008	0.9	face	n/a	n/a	n/a	1
123.008	0.917	face	374	2	2	1
124.008	0.917	face	n/a	n/a	n/a	1
135.025	0.917	car	n/a	n/a	n/a	1
136.008	0.917	car	n/a	n/a	n/a	1
137.008	0.9	car	n/a	n/a	n/a	1
138.011	0.914	car	443	2	2	1
139.008	0.917	car	n/a	n/a	n/a	1
140.008	0.9	car	n/a	n/a	n/a	1
